"var","module","VS","p.VS"
"pop_Y0-14","grey",0.362681705649906,1.56029030529918e-09
"emp_Y25-64_ED5-8","grey",0.34430087793722,1.12168849983809e-08
"pop_Y15-24","grey",0.277474449918658,5.34175729477229e-06
"expend_ED5-8","brown",0.204107994916723,0.000911129719578715
"earn_OC7_P-S","brown",0.200375207650059,0.00113514822661661
"unemp_Y15-24","grey",0.194052008998107,0.00163295928769106
"emp_Y25-64_ED0-2","grey",0.186311471028738,0.00251101729296416
"earn_OC8_G-N","blue",0.167768047775869,0.00659467754989516
"earn_OC8_P-S","brown",0.15430467524395,0.0125649053343916
"emp_Y25-64_NaceA","grey",0.140995841334813,0.0227076802685261
"emp_Y15-24_ED0-2","grey",0.0834630181243401,0.178864054851478
"unemp_YGE25","grey",0.0814153541245869,0.18980044096511
"emp_Y25-64_NaceO-Q","brown",0.0681812651893498,0.272426110381711
"emp_Y25-64_NaceJ","grey",0.0660867417763533,0.287463436393459
"training","grey",0.0616160099615248,0.321391883368525
"emp_Y15-24_NaceG-I","yellow",0.0577947081994317,0.352372093156501
"emp_YGE65","grey",0.054805185282487,0.377875238866945
"pop_Y25-64","grey",0.0227565856021202,0.714419811137648
"emp_PT","grey",0.0106149254612134,0.864482425494865
"emp_Y15-24","yellow",-0.00489761923925329,0.937236127284667
"emp_Y25-64_NaceK","grey",-0.0120524206331957,0.846344029836104
"earn_OC5_P-S","blue",-0.0132669870436706,0.831081003504183
"earn_OC7_G-N","black",-0.0135667443764843,0.827323552405404
"earn_OC9_G-N","blue",-0.0426009671261583,0.493187818851578
"pop_Total","grey",-0.0521225795644325,0.401696930990323
"emp_Y25-64_NaceM_N","grey",-0.0530781362328016,0.393110637941521
"earn_OC8_B-F","black",-0.0545231337721599,0.380338378800631
"earn_OC5_B-F","brown",-0.0553901780218886,0.372797769445649
"earn_OC5_G-N","blue",-0.0576432275755424,0.35363769790384
"GDP","grey",-0.0669739139638861,0.281027468146768
"earn_OC7_B-F","black",-0.0702161114116254,0.258338539008503
"earn_OC3_B-F","black",-0.0847105791158721,0.17243348281615
"earn_OC9_B-F","blue",-0.0926311472394394,0.13556032865442
"earn_OC9_P-S","black",-0.100404399892632,0.105578773207351
"earn_OC3_P-S","black",-0.101119729891392,0.103106032585642
"earn_OC4_P-S","black",-0.104706598885175,0.0913899707405734
"earn_OC2_B-F","black",-0.112658352893601,0.0692011332132167
"emp_Y25-64_NaceG-I","grey",-0.122881290242352,0.047344934934884
"emp_Y25-64_NaceR-U","grey",-0.128249986898196,0.0384003988997293
"emp_Y25-64_NaceF","grey",-0.133672250973002,0.0308599821702589
"earn_OC4_B-F","black",-0.144735219851817,0.0193159400442503
"earn_OC4_G-N","black",-0.147278952811383,0.0172684394778327
"emp_Y25-64","yellow",-0.150555093934545,0.0149119773714188
"earn_OC2_G-N","black",-0.1530374628563,0.0133189246093731
"emp_Y15-24_ED3-4","yellow",-0.160968344540264,0.00918606986438413
"emp_FT","grey",-0.161672489037176,0.00888108291609832
"earn_OC2_P-S","green",-0.17108649770345,0.00558533359273161
"earn_OC3_G-N","black",-0.187091495475708,0.00240623055189219
"earn_OC1_G-N","black",-0.244634684375967,6.49461327745301e-05
"disp_income","grey",-0.245427965957534,6.13801495949697e-05
"emp_Y25-64_NaceB-E","grey",-0.282671754689202,3.48825136624751e-06
"earn_OC1_P-S","green",-0.306047467936184,4.6040100300038e-07
"earn_OC1_B-F","green",-0.34092491487573,1.58968655683864e-08
"pop_YGE75","grey",-0.34747945613445,8.04697962080624e-09
"pop_Y65-74","grey",-0.366830301150845,9.82170295203316e-10
"emp_Y25-64_ED3-4","grey",-0.375696754317326,3.57155072442517e-10
