"var","module","VS","p.VS"
"earn_OC4_B-F","black",0.90594972960877,1.1533528374257e-98
"earn_OC3_P-S","black",0.90295517558872,5.46701241085024e-97
"earn_OC4_G-N","black",0.902431868663486,1.05923550478133e-96
"earn_OC3_B-F","black",0.871892800108198,2.78640299616623e-82
"earn_OC2_G-N","black",0.865275271811557,1.20724988969585e-79
"earn_OC4_P-S","black",0.860284333563949,9.53698075468564e-78
"earn_OC3_G-N","black",0.852616794719073,5.6982927332424e-75
"earn_OC1_G-N","black",0.848823599789845,1.1791051539852e-73
"earn_OC7_B-F","black",0.834174126998164,6.81419726056699e-69
"earn_OC8_B-F","black",0.828961865178242,2.60988680982401e-67
"earn_OC2_B-F","black",0.806690629892998,4.20221057389602e-61
"earn_OC9_P-S","black",0.79291506926274,1.17999694750033e-57
"earn_OC1_P-S","green",0.769507748167645,2.33565556768416e-52
"earn_OC5_P-S","blue",0.753638959836453,4.12365885465794e-49
"earn_OC9_B-F","blue",0.752256305952486,7.69961447609492e-49
"earn_OC9_G-N","blue",0.74300532150084,4.52790598726643e-47
"earn_OC1_B-F","green",0.738183199038697,3.53491733978597e-46
"earn_OC7_G-N","black",0.736868169310077,6.14261294740817e-46
"earn_OC5_G-N","blue",0.727808613236648,2.53107707356281e-44
"disp_income","grey",0.708547782246234,4.26141220867422e-41
"earn_OC8_G-N","blue",0.672372411425361,1.06821863646505e-35
"emp_PT","grey",0.661664088503192,3.04123122768459e-34
"earn_OC2_P-S","green",0.587078584470373,1.43018492202506e-25
"emp_Y15-24_ED0-2","grey",0.568822816317195,8.9376592619052e-24
"GDP","grey",0.550566931396145,4.35469939736224e-22
"pop_YGE75","grey",0.464067187985369,2.41193001894633e-15
"earn_OC7_P-S","brown",0.456047676362348,8.24339853654757e-15
"earn_OC8_P-S","brown",0.442008456682523,6.56816789028258e-14
"earn_OC5_B-F","brown",0.428665725753517,4.32968639387876e-13
"emp_Y15-24","yellow",0.394158030357479,3.93116099225315e-11
"emp_Y25-64","yellow",0.380563804521784,2.02296313273872e-10
"emp_Y25-64_NaceK","grey",0.355545756155826,3.40651529242388e-09
"emp_Y25-64_NaceM_N","grey",0.351971703793888,5.00058836399891e-09
"emp_Y25-64_NaceO-Q","brown",0.32493345198439,7.84299040731285e-08
"expend_ED5-8","brown",0.291729362165486,1.6257582173093e-06
"emp_Y25-64_ED3-4","grey",0.281330669492502,3.89692729915528e-06
"emp_Y15-24_ED3-4","yellow",0.277012692196552,5.54557769476865e-06
"emp_Y15-24_NaceG-I","yellow",0.265754845731671,1.35337676271813e-05
"emp_Y25-64_NaceJ","grey",0.17988178301612,0.00354604161260571
"pop_Y65-74","grey",0.167266596326452,0.00676062075244711
"emp_Y25-64_NaceR-U","grey",0.154673787533253,0.0123524620797496
"emp_Y25-64_NaceG-I","grey",0.145726067598674,0.0184945804273498
"training","grey",0.132204243890596,0.0327648546706463
"emp_Y25-64_ED5-8","grey",0.108296170437648,0.0807553701179633
"emp_Y25-64_NaceF","grey",0.105545793479458,0.0888085668857795
"emp_Y25-64_NaceB-E","grey",0.0768077323629112,0.21618412559298
"emp_YGE65","grey",0.0430740341941319,0.488395006771939
"pop_Total","grey",0.00488097016663726,0.937449052305222
"pop_Y15-24","grey",-0.0796679296073797,0.19951409986482
"emp_Y25-64_ED0-2","grey",-0.0839801678284706,0.176177204350168
"emp_FT","grey",-0.157710246651059,0.0107215462881791
"pop_Y0-14","grey",-0.181302549482116,0.00328878397303865
"pop_Y25-64","grey",-0.265836469032317,1.3448421028047e-05
"unemp_Y15-24","grey",-0.302604425776813,6.27470243837627e-07
"unemp_YGE25","grey",-0.30637841199703,4.46808408052105e-07
"emp_Y25-64_NaceA","grey",-0.406502392238917,8.31228024610448e-12
