"","MEyellow","MEbrown","MEmagenta","MEturquoise","MEblue","MEgreen","MEblack","MEpink","MEred","MEgrey"
"CZ06",0.104283645094188,-0.0267400692271286,-0.0237339626076151,-0.00451024683429197,-0.0452994249642049,-0.0391596600510478,-0.0136558450346165,-0.116540898195455,-0.110779828651704,0.0445322416283609
"CZ07",0.143841876069015,-0.0338071182761899,-0.0222293191396545,-0.0183796279862154,-0.0875091904403579,-0.0488698189293162,-0.0134931092964253,-0.140606369080973,-0.104526525781634,0.0727993903906721
"CZ08",0.117957119558683,-0.0409314189615013,-0.0126497823241357,-0.0254928597044679,-0.0738075406216348,-0.0497467653838114,-0.0259373108366456,-0.115794746465963,-0.0901538371775126,0.0371873498987006
"DE11",0.0835702860129963,-0.0136879916574009,-0.0236588951183351,0.0768631351899455,0.00587297476584966,0.0764150066327808,0.0158376963671611,0.0342195773253201,-0.0657783384057266,-0.079731188879796
"DE12",0.0645800198280613,-0.00282350880175626,-0.0237701132759755,0.0703748284422182,0.000160951181352556,0.0558781537795612,0.0194202041473694,0.014823741187681,-0.0530699819969823,-0.0659782184734783
"DE13",0.0757674466296471,-0.00602839398375112,-0.00709549636772222,0.0850865761043941,-0.0326068076329513,0.0447936562290363,0.017065970952385,0.0394774560188807,-0.0590058530737472,-0.0283435491799158
"DE14",0.0866672333631923,0.0158506724332499,0.0040659329631508,0.0804570712308212,-0.0275332889696979,0.0551923573480546,0.00578115433955574,0.0309188090161113,-0.0603044581597443,-0.00741859454898165
"DE21",0.0299875183119986,-0.0254528746128088,-0.0349413740563167,0.0777809590355378,0.0592842634505352,0.0939654240310999,0.0112970927275852,0.0240459396751539,-0.0880222612406586,-0.111548503132586
"DE22",0.0888813158417277,-0.0386555629384926,-0.0235330337985132,0.0855356934460866,-0.0556952075509534,0.0372264874684305,0.0133070506080454,0.0212951564089227,0.0268848631709157,0.072962179508255
"DE23",0.0778720303893284,-0.0223278882808877,-0.02534256063485,0.0800782867012619,-0.0512250055484443,0.040667304067637,0.00700548208236353,0.0204581095226761,0.0226165494159669,0.0294567920007497
"DE24",0.0964201371814267,0.00121710748677931,-0.044825602920604,0.0731992688012927,-0.0337552401132036,0.0967893329874966,0.0497684941486541,0.022972291688818,0.0300787594239545,-0.00690883277703559
"DE25",0.0675583961761789,-0.0186270684153755,-0.0357106180541384,0.067895151368965,-0.00510227367371055,0.0549699217041929,0.0263563796435137,0.0270041710208622,-0.0621220425614526,-0.0259675670630173
"DE26",0.082426370363479,-0.0123458924653644,-0.0319835128992376,0.0820833876263919,-0.0387000526548935,0.0452616929757583,0.0273804322428576,0.023612068475184,0.0242575378105904,0.00569661498108411
"DE27",0.0748097264112981,-0.0196165457557787,-0.0187193738916798,0.0703654350913864,-0.0317865739530043,0.0474464402563085,0.0259243852217792,0.0170034474460002,0.0290892932016647,0.0113888440947497
"DE30",-0.0504767725726094,-0.0188335717778615,-0.0708567503297153,0.0181689686853068,0.074319117858328,0.0813053920018873,0.00994553198097811,-0.00328891224759929,-0.031327579773086,-0.0775253767886444
"DE40",0.0368219454936124,-0.0314267139801753,-0.138374896364189,0.0295504210116904,-0.00583740105188764,0.00334021193557904,0.0781277194462129,-0.0102631713413773,-0.0771725981275288,0.0580376115256819
"DE50",-0.00129099027662046,-0.0227832088740138,-0.0420550340755295,0.0361200102485296,0.010413637948925,0.130389412124478,0.0485559764132637,0.0414420095567981,0.0668916499235173,-0.0225498099814597
"DE60",-0.024738045338412,-0.0498143640844343,-0.0509103931298346,0.0541084158763514,0.0756117202140038,0.19076825222841,0.00239679294074141,-0.016400946661364,-0.0566738989968295,-0.0759250125867899
"DE71",0.0146627274588753,-0.0388277618359395,-0.0448776292440941,0.0503233451437249,0.0616568681446093,0.0699506911579254,0.0154258498930176,0.0332153587709766,-0.0458729285303994,-0.0981120403205717
"DE72",0.0494706813698813,0.0234852803551023,-0.0135671824565334,0.0632717338215419,-0.0255972727857495,0.0272693631440093,0.022087591136398,-0.00163184253624293,-0.0313995149955404,0.00520552036080022
"DE73",0.0699828209125983,-0.00679090730863508,-0.0464902189485903,0.0609152170442167,-0.0440328255103096,0.0317158796913072,0.0612361703588096,0.0412943766112046,-0.0454795192774652,-0.0238173132702112
"DE80",0.0396001166931381,-0.0345129349861603,-0.129260622640822,0.0182581823992386,-0.0196358678108076,-0.00458013163317179,0.0689170342820362,0.0116074572786966,-0.0517866466419182,0.100716985689047
"DE91",0.0749760689975263,0.0104303831356903,-0.0488136153588247,0.0377821515478959,-0.020603755635417,0.0413774639390682,0.0645124893943217,0.0283959672819447,-0.0423908328804062,-0.0555385133888197
"DE92",0.0365152850697298,-0.00871161702350117,-0.0487155838540972,0.0493033458403048,-0.00138073372242518,0.0331619910705431,0.0585636146039932,0.0254064254136133,-0.0532351971721751,-0.0389142970796444
"DE93",0.0413452064659162,-0.0167329652537089,-0.037755294004436,0.0628105367423069,-0.0368834981191971,0.0168313945934963,0.0557737620069411,0.0666302629011608,-0.0508296263765139,0.0134387678606693
"DE94",0.0599374058979977,-0.0155000850621737,-0.00173721594976347,0.0587321141777702,-0.0528405401242798,0.0228986834139669,0.0172561862684762,0.0308218350149759,-0.048882872469879,0.0194994881676009
"DEA1",0.0344526136269025,-0.0263574735072074,-0.0507630816814629,0.034072974233324,0.00350490615253293,0.0466258671500035,0.0481396861581561,0.0150813255668289,-0.0300580969410866,-0.099078567582465
"DEA2",0.0207010316291488,-0.00785369563750387,-0.0255646582593651,0.0338340798015352,0.0223819759031246,0.0449693800350547,0.0153800086889648,0.0189672146898317,-0.0326910361970163,-0.105586038304069
"DEA3",0.0524870090252977,-0.0103923774850695,-0.0103197906027025,0.0484635734059177,-0.028386617603094,0.025076954793616,0.0126225953039949,0.0151939776552497,-0.0321510852569012,-0.0213510372592083
"DEA4",0.0736337523364069,-0.00371598608444994,-0.00778173887398021,0.0505909095703898,-0.0450895685351051,0.041282664955633,0.0222013804564831,0.00299676155010321,-0.0367204369236389,-0.00336265878442751
"DEA5",0.0655365893980698,-0.0120330444303404,-0.0377996279423784,0.0367893089181256,-0.031716309389853,0.0329967643589877,0.0453092042259084,0.00933343608961672,-0.0275615696521294,-0.0663829392178304
"DEB1",0.0603416721234352,-0.000634943351297077,-0.0438692218372906,0.0564955778851033,-0.034337107617926,0.0314227588361166,0.0478178270706092,0.0417191725079048,-0.0430579780297692,0.0142183440547335
"DEB2",0.0403852042977932,-0.0195037734377488,-0.0242620384087345,0.0817714567964983,-0.0273885829342375,0.0256749614664369,0.0156777913479661,0.031403650663427,0.0269107891099829,0.04708326716431
"DEB3",0.0463191382187275,-0.0131617876216973,-0.0371747392928443,0.0553766027504369,-0.0128249354293116,0.0392882586048322,0.025379137521495,0.031908705743064,-0.0430672132574081,-0.0234549805681964
"DEC0",0.0547761327537312,-0.0249348809917019,-0.0735216354485502,0.0310175389378603,-0.0361720015062617,0.0879122697856153,0.0642375052266342,0.0190255840687055,0.0522596293188621,0.0226451167912016
"DED2",0.0466786973977309,-0.00225369654461431,-0.115351920138282,0.0393411707991859,-0.000337591598408009,0.00601071952645528,0.107837824061223,-0.0234720750901233,-0.0619838012879708,0.0720910744811939
"DED4",0.0976623189633819,-0.0201874038293766,-0.151311600299996,0.0436866346998666,-0.037022241711354,0.00267305348576007,0.14409647712229,-0.00211536379799709,-0.00358843819576943,0.103277533346773
"DED5",0.040148020191901,-0.0230731180672457,-0.111047341518869,0.0352805219911253,0.0244149269446821,0.00869571312236411,0.0756312847349696,-0.0277110554574946,-0.00130100171199535,0.0736568416734313
"DEE0",0.0519590730528955,-0.0306793709354167,-0.142417067690634,0.0195934596011092,-0.0303189616683978,-0.00193430466430156,0.114400952085859,-0.0105140166170754,-0.0632546891405672,0.10025479240528
"DEF0",0.0182359241310836,-0.00125153473867312,-0.0438631292373258,0.05548158845848,-0.010562643995219,0.0284496231508703,0.0707077402153375,0.0361303474466825,-0.0420724257322746,-0.0223867075641872
"DEG0",0.0673071256984973,-0.0263009584462291,-0.133785918145795,0.0367750140503088,-0.0356861894919891,0.000376553201713122,0.0948511234623427,-0.00810209773547005,-0.0807995234856436,0.0764954870919806
"DK01",-0.0790487019659246,0.124447145351468,0.0550849931834484,0.0625441188336573,0.0835667455529582,0.0288928357014819,-0.0395804488131383,0.0578192026795446,-0.0419117336683691,-0.073051362124004
"DK02",-0.0302254907144539,0.119880322355498,0.0232096747284697,0.0476764841638426,-0.0136010584601333,-0.0183946924889553,0.0472074416682644,0.138129345915614,-0.0198307021512949,0.079058668961572
"DK03",-0.0146497712805343,0.122087830657431,0.0515901557619578,0.0488966448964216,-0.0291159578980363,-0.00440172085835072,0.0209797540086416,0.112742236383649,-0.0118010657906671,0.012105518593967
"DK04",-0.0123422453078068,0.125450879835439,0.0857351867675634,0.0586467635078652,-0.0145178792322384,-0.00407588669315737,-0.0206994132921272,0.0912603947735187,-0.0215247662086346,0.00302692322659807
"DK05",-0.00197788040171582,0.122207018874072,0.0567200265272445,0.0552057867624086,-0.03852216535626,-0.00640711008325914,0.0242591759347748,0.0968977689978129,-0.0190586774058339,0.020924887094901
"EE00",0.016461344994947,-0.0262010685236069,-0.00302175408297124,0.00403510868863953,-0.0103522468631207,-0.0439392016932951,-0.00853289935139536,-0.0309195385965775,-0.0993307042006998,0.0919005423992324
"EL30",-0.0763353107386684,-0.0755520307156571,-0.0538784114830853,-0.120367766358241,0.0563062720123721,-0.0151310586428363,-0.000675670281077971,-0.0327658898948883,0.0300488677930659,-0.141566824360527
"EL41",-0.030968125629666,-0.0149562447350393,-0.0254655647143274,-0.0887649871247661,0.18137642245389,-0.0518907352369979,0.072610685846172,0.0745568645873569,0.0502861022318618,-0.00228920616798223
"EL42",-0.0591601268537791,-0.14374230425389,-0.00167479975873679,-0.0851005007692093,-0.0124285126355923,-0.0335497152938911,-0.0439376695162,-0.0244864521277945,0.0298032440096989,0.0429858361762141
"EL43",-0.0889008760827808,-0.0910389204860118,0.0145237444756505,-0.105779835231804,-0.0697302501439797,-0.0565641702177421,-0.0143857443845282,-0.0454195101508059,0.0767493161267671,0.00399110401313986
"EL51",-0.00680888591085672,-0.00958994420588993,-0.00890791913139817,-0.108413353124802,-0.0848582611122163,-0.0645161834099046,0.0536512693580475,0.0582351310296094,0.109789010923429,-0.0571456850433694
"EL52",-0.0512564285043317,-0.0614978422022709,-0.0244560343633779,-0.13515620837882,-0.0313494322978744,-0.0549681781080628,0.0352185367799693,-0.0486729827245027,0.0742681127012661,-0.0892040610240194
"EL53",0.0342727298283458,-0.0268903744176326,-0.0374490021045102,-0.116067380552659,0.113496551921979,-0.0443680403198438,0.059186644270175,0.053486524882108,0.0923505362363738,0.058132296788708
"EL54",0.0142118295406842,-0.0239981151724935,-0.0491578987892323,-0.124835623056998,-0.0021131363699016,-0.0572883986355895,0.110245922622709,0.0483367111634978,0.0958037384382462,0.0157200552387501
"EL61",-0.0308530917673044,-0.0222104717086766,-0.0394007372857513,-0.110565123632212,-0.0732621404729422,-0.0564870022201907,0.0780199722423867,-0.0286682726919545,0.0924596752476776,-0.0491125505685132
"EL62",-0.0593197720187045,-0.109586426853796,-0.0644344227131418,-0.0794679350027419,0.0801643169955843,-0.0431565270561098,0.0494234925894724,0.0814161452298855,0.0755279713528971,-0.0064346952204995
"EL63",-0.0723920727939967,-0.049545952782447,0.00287009301599438,-0.131248133568107,-0.0720560965755059,-0.062634135836851,0.0328259999900859,-0.0335980231071341,0.114543698379869,-0.0308681207264376
"EL64",-0.00791267896930773,-0.0788157545699192,-0.0621300096996419,-0.119401677974919,-0.053182090173551,-0.0596272238302766,0.0712891546818949,-0.036878737291884,0.116887683562485,-0.0585402480103197
"EL65",-0.0288635624921979,-0.0590086921224092,-0.0823780461915403,-0.105481380719204,-0.0827220850737362,-0.0552441075557152,0.0794347785642572,-0.0173177507530896,0.0937426892181855,-0.014539073655497
"ES11",-0.0883220863483491,-0.050047824887686,-0.123509594693972,-0.0869931802957771,-0.00431501458124121,-0.0275212444059375,0.0854482823972021,0.132719292974657,0.0913496801955039,-0.0282374290870061
"ES12",-0.08766311193006,-0.0694849963682027,-0.156260188290712,-0.0932725938548015,0.0183550371695765,-0.0187532045859783,0.0839608994300775,0.0667848351691769,0.059480931161004,-0.0173625919528358
"ES13",-0.0657218837879517,-0.065777623471696,-0.0986956783461749,-0.0822695059302469,0.0185388949112858,-0.0218125347787081,0.0144356559998654,0.0377085013288307,0.0456326228334098,0.00458194553852597
"ES21",-0.0672201333407113,-0.0393663990550624,-0.099087547448337,-0.0593046107113046,0.0544630408298479,0.0279940448527149,0.0375384557489807,0.0511285306198086,0.0291503517444404,-0.0376853831163259
"ES22",-0.0399282038715436,-0.0185876837355875,-0.0429795942484795,-0.0469382702708557,0.00430965235976827,0.0174306135862335,-0.00523902638351684,0.103859013320066,0.0426711117704069,-0.00811699709344464
"ES23",-0.0279420395895853,-0.0308339988386081,-0.0603761690470399,-0.0568212270165336,-0.00844942036309654,-0.00600869928748259,0.00949323274680239,0.11849684494709,0.0593655423476021,0.0204401580220847
"ES24",-0.0676538344101159,-0.0401559993228833,-0.0737445654797124,-0.0721832017396547,-0.000658847821881456,-0.00194844099144261,0.0279037429215627,0.0873857670865999,0.0690961664730844,-0.0128356940800172
"ES30",-0.140557322459409,-0.0528354395717269,-0.0449699181015316,-0.062003431547848,0.117996389106682,0.0249587974038844,-0.046298472701158,0.104967044185739,0.0233563455493125,-0.169443644600342
"ES41",-0.066835941627864,-0.0263534501771513,-0.11104246326416,-0.0808453912093831,-0.0129779611856866,-0.0181632104511528,0.0837011410223345,0.0972748608453021,0.0807771616790657,-0.0289107102376753
"ES42",-0.0588797259721981,-0.0336507618013285,-0.0163814273861119,-0.118117519143751,-0.0233816255373283,-0.0391998180532944,-0.0228262807192368,0.149854979758489,0.13438020615773,-0.0197848249733578
"ES43",-0.0756290964181703,-0.0165734781997544,-0.0248821108173742,-0.123170037711099,-0.0406532300445661,-0.0505441614557326,0.00795113387955201,0.143895982987143,0.149015633132319,0.0260473512355924
"ES51",-0.0873685886982169,-0.0680248641967971,-0.0436878076324415,-0.063547599092872,0.0330132214278755,0.00653737364647011,-0.0185493229156684,0.0845046530517844,0.0736775175151273,-0.17122007414646
"ES52",-0.0942418006738825,-0.0809825991040436,-0.0453533555817584,-0.0960692168947851,-0.00547127657337638,-0.0308195866527856,-0.0128508945449044,0.103064976330417,0.122200916781407,-0.117207734858092
"ES53",-0.132654215303879,-0.138211517989153,-0.0374762666190735,-0.0649568539422346,-0.0171903145818351,-0.0127386449438645,-0.07406464045169,0.151830494287759,0.077456468965163,0.0667337037162684
"ES61",-0.117100515818883,-0.0603033760035569,0.00346248927815276,-0.144867300464031,-0.00901025811399142,-0.0462449695391899,-0.0561382613948897,0.143178106612943,0.157753593878749,-0.219448993756355
"ES62",-0.116774214599627,-0.0653697574511913,0.0207109868651195,-0.102396934644719,-0.0367613237633868,-0.0396055941860039,-0.0777431374114126,0.1432073463982,0.123333837014518,-0.0351083578003306
"ES70",-0.158324720815583,-0.139685371853543,-0.0372996904353736,-0.134621115040598,-0.0201837248227603,-0.0352174897265218,-0.0793749863312935,0.125139460961335,0.139309618929113,-0.0565244225181627
"FI19",0.0160010578358772,0.0854656485190907,0.0275281978835258,0.0130332779859734,0.0103199555455468,-0.00228768258304843,0.038625141284711,-0.0365962373666728,-0.0416810284847383,0.00533647010350289
"FI1B",-0.0706613698648351,0.0435276376029517,0.0360932606833256,0.0299590827466545,0.106014893199826,0.0389032452404261,-0.0541518419784068,-0.0371346727329062,-0.070746425497858,-0.00586938653588965
"FI1C",-0.0118841123206632,0.0751950396659088,-0.00207453351696032,0.00154118908279512,0.0103870746926236,-0.00175171567462661,0.0625438759711281,-0.0258677265439273,-0.0304396321435624,0.0234809334771084
"FI1D",0.00548226780292096,0.106474720516392,0.0337897077606331,-0.000684653916809036,0.00232022484437952,-0.00990196103085016,0.0346272392827363,-0.0274519727405276,-0.0341304258354727,0.0171190879485522
"FR10",-0.0654823518290772,0.0294762366259656,0.0910507869036034,-0.0156264432483512,0.0885352313122598,0.0756449939657467,-0.0994694256941754,0.00611939952338809,-0.0347771568945074,-0.309883042804531
"FR21",0.00394664604842081,0.0605895082657635,0.0467597713714685,-0.021202655392739,-0.0443408515648439,0.000419118413321319,-0.00706401577396632,-0.00578181177646432,0.0295706960561784,0.00924931507955171
"FR22",0.00545276263937922,0.037429651860069,0.0678008778973028,-0.0249061792582556,-0.0466416871519366,-0.00812798300889216,-0.0470440157436175,-0.029840388829985,0.0334690493926073,-0.0269501318110668
"FR23",0.0113288241560284,0.0546801253724444,0.0639821604313422,-0.0255041441589269,-0.0432642897578091,0.00348174638691193,-0.0312269932502851,-0.00424126456064856,0.0110876072449997,0.0267597875975551
"FR24",-0.00721724023277736,0.0701733080774975,0.0249065867464979,-0.0118108996162468,-0.0148215548221065,0.00334369292052788,0.022388626766145,-0.0069790088887867,0.00495809070831216,-0.0166089887262821
"FR25",0.0136653135309193,0.0725936688454312,0.0272268940498693,0.00113476293223917,-0.0474653539427003,-0.00193801361178934,0.0314539163507226,-0.020102445118473,-0.0017007174863431,0.0150782387675036
"FR26",0.00899336561352324,0.0814522396193117,0.00245407835500996,-0.016200168245585,-0.0489185516949096,0.00347042208182233,0.0533357753480767,-0.00533377085020098,0.00320735958407258,-0.0153460755871139
"FR30",-0.00385648689179831,0.0832659613286214,0.102909702814157,-0.0417590195457661,-0.00050294288862537,-0.0134625430319004,-0.0662987886187588,-0.0153019263988427,0.0152818326721028,-0.0944632240081077
"FR41",0.0204810355880674,0.0407777208357963,0.0366354727726123,-0.0244427606920585,-0.0148944080920228,-0.00878283881294822,-0.0154005864630197,-0.00268689718790902,0.00991322444984019,0.00667602704517689
"FR42",0.0138681615663671,0.0384312869532181,0.0488130416381203,-0.00263761945422215,-0.0196484969541402,0.00646504733266805,-0.0421018900913658,-0.0375347623477837,-0.00751504477653017,0.00470757633729141
"FR43",0.058468919225629,0.0764992872511393,0.042758878805246,0.00580135525696824,0.00605069059983128,-0.00681877980107745,-0.00198314700414225,-0.0247275405884323,-0.00439557049436784,-0.00180184705616564
"FR51",0.0108342884297251,0.0779469070220025,0.0580747546093131,0.00175543053757023,-0.0049744820872884,0.00371875937452834,-0.0101050001821846,-0.0351155166524208,-0.0193934013453042,-0.0439276207783043
"FR52",0.0137205976069358,0.0961352240632363,0.0343912203304717,0.000488179718765144,-0.0154072066690381,5.78807336828416e-05,0.0193928159846532,-0.0583924602046976,-0.0308570577785794,-0.0462410865519273
"FR53",0.00201326599949004,0.0651645311634354,-0.00437430160660386,-0.0109400400524031,-0.0199190653235169,-0.000283101069252074,0.0634658361126799,-0.0137074487899772,0.00885070198508141,-0.00254501402113871
"FR61",-0.0206568122634932,0.0772976979836927,0.0102447948766907,-0.00986857163235153,-0.000749448761898282,0.00227147560154274,0.0330581821211631,-0.041279465322499,-0.0136643358782492,-0.0312053751750703
"FR62",-0.0269869718127469,0.0891555454804906,0.0229297342513719,-0.0107475047318108,0.0395230279778736,0.00548065948780133,0.0211450358501843,-0.058523318124664,-0.0310940765399437,-0.0195944788116342
"FR63",-0.0124635086080684,0.109782758299731,-0.0277032907409211,-0.00344292828970397,0.00425386785471165,-0.00394472399721699,0.0943851691140645,0.0590717066361725,-0.00190479697392538,-0.0316712678542677
"FR71",-0.00466244068641818,0.0780907973802774,0.0683014975649273,-0.000113289794246944,0.0148270627670208,0.0150799118807946,-0.0300040527075313,-0.0183345305406787,-0.0216564978513138,-0.133985242983664
"FR72",0.00487948733494088,0.0815994876097138,-0.00387489558827298,0.010132403089958,-0.0403686316084249,0.00299935239238229,0.0560706735541596,0.0147384713091442,-0.00654718096093832,-0.0133022262405793
"FR81",-0.0505514909459015,0.058484573600463,0.0236737323656727,-0.0336730681392892,-0.00549177850129856,-0.011949374911568,0.0445437884036791,-0.0491943976378012,0.0301826612408745,-0.0317270834649677
"FR82",-0.0484075607495037,0.0695080171292927,0.0164781174486596,-0.0118129240007209,0.010728602900451,0.0104453655848207,0.0430512033457331,-0.0135632591050058,-0.00012947655521124,-0.0936005399414607
"FRA1",-0.0550879462405616,0.0498305633874464,0.0857015193936872,-0.0935227854369073,0.00722160953635463,-0.0251613627112236,-0.0545711361056929,0.070255431823139,0.107596081721737,0.0595715088821179
"FRA2",-0.0365000078637205,0.0686539951465477,0.0430175909627259,-0.0628021268259948,0.0181259294115824,-0.0232670811145424,-0.0238657663805334,0.0619321143359836,0.0885106248848758,-0.00576096963832281
"FRA3",-0.0253044926570741,0.142929715187822,0.365485995586943,-0.0903922237974633,0.124095458726044,-0.0622102828000428,-0.274876056410737,0.0750879056693591,0.108552649340483,0.0922986202212375
"FRA4",-0.0614945841364007,0.0845779596600701,0.193811592147061,-0.0979884947335701,-0.0483934867528577,-0.0288007617070934,-0.174011148601991,-0.00710855131677432,0.127355476549618,0.00604688125343397
"HR03",0.000315309010194895,-0.0958524193265007,-0.0204231919003416,-0.0759329533018397,-0.047957686961186,-0.0638683105024807,0.0137755321786896,0.0418646479765959,-0.0111392048398949,-0.00956892339221753
