"var","module","VS","p.VS"
"pop_Y0-14","grey",0.643672086865126,6.25900765627168e-32
"training","grey",0.362433829604962,1.60370857089447e-09
"earn_OC7_P-S","brown",0.353567594702361,4.21538741780925e-09
"emp_Y25-64_ED5-8","grey",0.309912560899114,3.23694263936724e-07
"earn_OC8_P-S","brown",0.287884384115833,2.25532344956025e-06
"emp_Y25-64_NaceO-Q","brown",0.287147499088468,2.40001693831782e-06
"pop_Y15-24","grey",0.286666050444194,2.49929378999887e-06
"emp_Y25-64_ED0-2","grey",0.282564582662659,3.51934637540175e-06
"earn_OC8_G-N","blue",0.219933317618782,0.00034358100274882
"unemp_Y15-24","grey",0.205007418093968,0.000863624890144006
"expend_ED5-8","brown",0.20207614134603,0.0010274388893179
"emp_Y15-24_NaceG-I","yellow",0.161318986149417,0.00903305338132164
"emp_YGE65","grey",0.104602381116043,0.0917146935586158
"earn_OC2_B-F","black",0.0899018629368091,0.147513009666201
"emp_Y25-64_NaceK","grey",0.085740593364808,0.167255130799831
"earn_OC7_G-N","black",0.0850472867192514,0.170727745435439
"emp_Y25-64_NaceA","grey",0.0795960261728931,0.199921394182997
"emp_Y25-64_NaceJ","grey",0.0746245555259404,0.229562784152873
"earn_OC5_B-F","brown",0.0632102111188382,0.30900678243283
"unemp_YGE25","grey",0.0578976571789019,0.351513594012731
"earn_OC5_P-S","blue",0.0437332323241957,0.481758288674531
"earn_OC2_G-N","black",0.0435953983209791,0.483141937003295
"emp_Y15-24","yellow",0.0421306288097324,0.497977703239241
"earn_OC9_G-N","blue",0.0413924000615865,0.50554510587368
"emp_Y25-64_NaceR-U","grey",0.0407657435759874,0.512015730369588
"earn_OC9_B-F","blue",0.0332996333422806,0.592277609296434
"earn_OC5_G-N","blue",0.0216607506980418,0.727613883761824
"emp_PT","grey",0.00805307619633129,0.896978594564265
"pop_Total","grey",-0.00449578100216205,0.942376447785804
"earn_OC7_B-F","black",-0.015838087439214,0.798985745682972
"emp_Y25-64_NaceF","grey",-0.0562247502710982,0.365627195922131
"emp_Y25-64_NaceM_N","grey",-0.0567465898841669,0.361187391361545
"earn_OC3_P-S","black",-0.0910540149088397,0.142373070156567
"emp_Y15-24_ED3-4","yellow",-0.094027683515746,0.129739214598499
"earn_OC3_B-F","black",-0.0961375349595172,0.121313189103251
"emp_Y15-24_ED0-2","grey",-0.11891572285318,0.0550179251327096
"earn_OC3_G-N","black",-0.12414994951814,0.0450876746137885
"emp_FT","grey",-0.149500653593917,0.0156376579693916
"GDP","grey",-0.149523554950333,0.015621574542847
"earn_OC8_B-F","black",-0.149542801940792,0.015608068738415
"disp_income","grey",-0.153397306291978,0.0131008688117533
"emp_Y25-64","yellow",-0.157931429642164,0.0106105481053464
"earn_OC4_G-N","black",-0.168130481641907,0.0064770158607316
"earn_OC4_B-F","black",-0.178357200791723,0.00384222264913313
"earn_OC9_P-S","black",-0.195167230528377,0.0015327390379992
"emp_Y25-64_NaceG-I","grey",-0.199344150209893,0.00120539366960388
"earn_OC4_P-S","black",-0.214184108228748,0.000493681498665181
"pop_Y65-74","grey",-0.22691183177134,0.000218496437415932
"pop_YGE75","grey",-0.250580796459193,4.23378867296708e-05
"earn_OC2_P-S","green",-0.296569686085946,1.06935650474655e-06
"earn_OC1_G-N","black",-0.33935391394512,1.86711166400337e-08
"emp_Y25-64_NaceB-E","grey",-0.362901979500438,1.52266431159389e-09
"earn_OC1_P-S","green",-0.375520317415765,3.64526911431717e-10
"pop_Y25-64","grey",-0.392022949083322,5.1101185693361e-11
"earn_OC1_B-F","green",-0.445135551628432,4.17110631916871e-14
"emp_Y25-64_ED3-4","grey",-0.468568875894417,1.19280469686832e-15
