"","mean","n","stdev"
"pop_Total",5242778.25,4,5426741.31797603
"pop_Y0-14",15.495966086767,4,1.34640164680693
"pop_Y15-24",12.7476380542368,4,1.11580553742517
"pop_Y25-64",54.78703282579,4,1.07384040949352
"pop_Y65-74",9.46938994243233,4,1.15922080758398
"pop_YGE75",7.4999730907739,4,1.34757201923465
"ARPR",14.975,4,0.861684396980704
"low_work",10.775,4,2.50249875124844
"rooms_pp",1.975,4,0.262995563967658
"mat_depriv",8.85,4,5.0216199245529
"ARPR_socexcl",22.9,4,3.54212742100939
"emp_Y15-24_ED0-2",21.0043816406841,4,8.22171631785485
"emp_Y25-64_ED0-2",23.1347712767341,4,15.4642073917119
"emp_Y15-24_ED3-4",52.3408679762973,4,2.88383543542604
"emp_Y25-64_ED3-4",39.3514313194637,4,11.0712962248917
"emp_Y15-24_ED5-8",26.6547503830186,4,10.4260370613095
"emp_Y25-64_ED5-8",37.5137974038022,4,9.26512877458301
"emp_TF",44.6499019562783,4,2.12438909645175
"emp_TP",11.8215796904001,4,4.39440365986571
"emp_Y15-24",35.1350053425446,4,14.6906051098357
"emp_Y25-64",69.8626397983534,4,3.80116211143777
"emp_YGE65",4.68438400199063,4,1.70530487806361
"emp_Y15-24_NaceA",3.41481732807602,3,2.45840653809491
"emp_Y25-64_NaceA",2.63297381454196,4,1.65193702935904
"emp_Y15-24_NaceB-E",13.6131699513339,4,5.04054096457878
"emp_Y25-64_NaceB-E",14.0005547146886,4,3.0721464489697
"emp_Y15-24_NaceF",7.85095769988923,4,3.86064937756902
"emp_Y25-64_NaceF",7.27571845528491,4,0.732653241934943
"emp_Y15-24_NaceG-I",37.2636656025046,4,7.1569866377249
"emp_Y25-64_NaceG-I",25.2534788637722,4,2.95137623084176
"emp_Y15-24_NaceJ",3.51338484571723,3,1.85706714218725
"emp_Y25-64_NaceJ",3.12031816859025,4,0.306813248142323
"emp_Y15-24_NaceK",2.61371363529991,3,1.31634700698937
"emp_Y25-64_NaceK",4.41922040853814,4,1.23063713689826
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",0.644038576900087,4,0.192027074233142
"emp_Y15-24_NaceM_N",9.75093588351019,4,2.08068568359494
"emp_Y25-64_NaceM_N",9.47326277517953,4,1.08545590234722
"emp_Y15-24_NaceO-Q",16.6612022929434,4,6.238348366456
"emp_Y25-64_NaceO-Q",26.9878403270554,4,4.4790057164519
"emp_Y15-24_NaceR-U",6.57999900901984,4,1.80711217350165
"emp_Y25-64_NaceR-U",6.2076389447704,4,2.75481861755379
"unemp_Y15-24",7.78336069022036,4,3.14000377413487
"unemp_YGE25",5.22159117353315,4,3.25592117090257
"GDP",28500,4,6486.39602039016
"GVAgr",-0.366666666666667,3,2.08166599946613
"disp_income",17666.6666666667,3,2793.44470740577
"training",9.05,4,3.5028559776274
"earn_OC1_NaceB-F",24.84,4,6.01761303729865
"earn_OC2_NaceB-F",18.355,4,4.7665675980381
"earn_OC3_NaceB-F",14.65,4,3.5447896035355
"earn_OC4_NaceB-F",11.92,4,4.14473963798291
"earn_OC5_NaceB-F",10.79,3,2.47048578218941
"earn_OC6_NaceB-F",NA,0,NA
"earn_OC7_NaceB-F",10.1475,4,3.03929130993833
"earn_OC8_NaceB-F",10.875,4,2.96635017038335
"earn_OC9_NaceB-F",9.475,4,3.32946942720108
"earn_OC1_NaceG-N",25.115,4,5.20621743687296
"earn_OC2_NaceG-N",18.77,4,4.14687030582502
"earn_OC3_NaceG-N",14.8725,4,3.04417887122291
"earn_OC4_NaceG-N",12.3175,4,2.86072688898002
"earn_OC5_NaceG-N",9.61,4,2.26369903771092
"earn_OC6_NaceG-N",NA,0,NA
"earn_OC7_NaceG-N",9.78,4,3.31156559147885
"earn_OC8_NaceG-N",10.01,4,3.20130181853154
"earn_OC9_NaceG-N",8.7025,4,2.82210766390417
"earn_OC1_NaceP-S",25.865,4,6.61593278885651
"earn_OC2_NaceP-S",19.975,4,4.91989498532912
"earn_OC3_NaceP-S",15.32,4,2.31500899926257
"earn_OC4_NaceP-S",12.825,4,3.07411233800372
"earn_OC5_NaceP-S",11.09,4,3.00679231075244
"earn_OC6_NaceP-S",NA,0,NA
"earn_OC7_NaceP-S",11.595,2,3.27390439689372
"earn_OC8_NaceP-S",10.43,2,3.21026478658692
"earn_OC9_NaceP-S",9.185,4,2.41551236800808
"expend_ED5-8",1.6325,4,0.159033539439537
