"","mean","n","stdev"
"pop_Total",9388164.5,4,5325409.45110956
"pop_Y0-14",16.9087161356094,4,0.346027246989917
"pop_Y15-24",12.4306376892964,4,0.390243280252529
"pop_Y25-64",52.0646936139684,4,1.0845413731978
"pop_Y65-74",10.6482580971553,4,0.465193163794636
"pop_YGE75",7.94769446397055,4,0.650061884508774
"ARPR",12.9,4,1.54704018478297
"low_work",9.45,4,2.32163735324878
"rooms_pp",1.875,4,0.0499999999999999
"mat_depriv",2.475,4,1.19826263120125
"ARPR_socexcl",17.15,4,0.597215762238964
"emp_Y15-24_ED0-2",34.3572159693658,4,12.4438796855936
"emp_Y25-64_ED0-2",14.0488308762017,4,3.7653524288482
"emp_Y15-24_ED3-4",56.6203980950394,4,12.4552035110456
"emp_Y25-64_ED3-4",43.6440766477182,4,1.7153822493046
"emp_Y15-24_ED5-8",8.54318952220252,4,3.94108691388716
"emp_Y25-64_ED5-8",41.5243170470106,4,3.59347091048545
"emp_TF",44.8325320771449,4,8.59295294181073
"emp_TP",18.8758429880164,4,9.84329245210397
"emp_Y15-24",48.5000206777339,4,8.70636064091914
"emp_Y25-64",77.790026528364,4,3.73559616880684
"emp_YGE65",7.36310943550021,4,1.46038468081827
"emp_Y15-24_NaceA",2.53625740710716,4,0.688923723526647
"emp_Y25-64_NaceA",2.4423413361433,4,1.03233225881267
"emp_Y15-24_NaceB-E",8.03690240547351,4,2.48237058122398
"emp_Y25-64_NaceB-E",13.3786383283129,4,1.94043214829039
"emp_Y15-24_NaceF",6.00179349995528,4,2.5258650772207
"emp_Y25-64_NaceF",6.16820596765682,4,0.653097955174774
"emp_Y15-24_NaceG-I",41.0341944206996,4,6.31527928171319
"emp_Y25-64_NaceG-I",18.9363935582456,4,0.563202923657765
"emp_Y15-24_NaceJ",2.10048000555706,4,0.499015749805765
"emp_Y25-64_NaceJ",4.10899073389615,4,0.586122505127212
"emp_Y15-24_NaceK",1.17895556946729,4,0.271897981379521
"emp_Y25-64_NaceK",2.86541888131983,4,0.816284073731235
"emp_Y15-24_NaceL",0.680614382729611,2,0.597864148749788
"emp_Y25-64_NaceL",1.07896080402555,4,0.277176246702305
"emp_Y15-24_NaceM_N",9.41076317939313,4,2.03198563575124
"emp_Y25-64_NaceM_N",11.3351886334763,4,1.76522689138415
"emp_Y15-24_NaceO-Q",17.4892137606065,4,3.70094573609063
"emp_Y25-64_NaceO-Q",33.0272229565071,4,2.97883161076842
"emp_Y15-24_NaceR-U",7.67423572989748,4,2.89239556425568
"emp_Y25-64_NaceR-U",4.7270288389095,4,0.547181904630192
"unemp_Y15-24",9.78551973338448,4,2.19004945685216
"unemp_YGE25",4.38177568866277,4,0.389801736849148
"GDP",33525,4,2347.16140618123
"GVAgr",1.375,4,1.60908876904497
"disp_income",15650,4,1161.89500386223
"training",26.125,4,5.91854430300785
"earn_OC1_NaceB-F",29.575,4,2.81036771022346
"earn_OC2_NaceB-F",22.95,4,3.65638254745498
"earn_OC3_NaceB-F",17.9725,4,1.88339011713806
"earn_OC4_NaceB-F",15.3225,4,2.02104552150613
"earn_OC5_NaceB-F",12.7925,4,1.07698266776521
"earn_OC6_NaceB-F",13.2133333333333,3,5.40394608904764
"earn_OC7_NaceB-F",13.94,4,2.6674207267196
"earn_OC8_NaceB-F",14.365,4,2.45072098235057
"earn_OC9_NaceB-F",12.56,4,2.27281030151367
"earn_OC1_NaceG-N",27.7025,4,3.37406159793604
"earn_OC2_NaceG-N",21.6175,4,2.41327405544142
"earn_OC3_NaceG-N",17.5,4,2.26160709820841
"earn_OC4_NaceG-N",14.415,4,2.17004608246
"earn_OC5_NaceG-N",12.31,4,2.04764905847332
"earn_OC6_NaceG-N",12.0725,4,2.82000443262063
"earn_OC7_NaceG-N",12.45,4,1.59216833280907
"earn_OC8_NaceG-N",13.6275,4,2.14005256944777
"earn_OC9_NaceG-N",11.2025,4,2.41426835017706
"earn_OC1_NaceP-S",24.08,4,1.61437294328169
"earn_OC2_NaceP-S",18.7975,4,1.77963245268979
"earn_OC3_NaceP-S",15.615,4,2.00057491736751
"earn_OC4_NaceP-S",14.2825,4,2.20374491869333
"earn_OC5_NaceP-S",13.52,4,1.51027591298191
"earn_OC6_NaceP-S",13.1625,4,2.15997492269393
"earn_OC7_NaceP-S",13.49,4,2.71258794020274
"earn_OC8_NaceP-S",11.92,4,2.38228181932085
"earn_OC9_NaceP-S",11.4975,4,1.50302750030286
"expend_ED5-8",1.96333333333333,3,0.189032625050104
