"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"emp_Y25_64_ED3_4/5",3.96037826683306e-07,1.09701688990582e-10,2,6.00329212549949e-07,2.14906159335567e-05
"emp_Y25_64_ED3_4/6",3.69482122732234e-06,8.7893682683837e-11,2,6.00329212549949e-07,1.92362776313955e-05
"emp_Y25_64_ED3_4/7",1.9412222012937e-05,2.08701823326714e-09,2,6.00329212549949e-07,9.37357648438682e-05
"emp_Y25_64_ED3_4/8",-2.27799403639086e-06,6.36051864926239e-11,2,6.00329212549949e-07,1.63639623235221e-05
"emp_Y25_64_ED3_4/9",-6.2390796694872e-06,3.14309817807658e-10,2,6.00329212549949e-07,3.63765224906179e-05
"emp_Y25_64_ED3_4/10",-2.01095608780967e-05,2.0255863679743e-08,2,6.00329212549949e-07,0.000292023356582595
"emp_Y25_64_ED5_8/2",-2.52058547782048e-05,4.45071726066781e-09,2,6.02018022517114e-07,0.000136885424994359
"emp_Y25_64_ED5_8/3",-1.65069026681153e-05,1.34290690015359e-09,2,6.02018022517114e-07,7.51908784019093e-05
"emp_Y25_64_ED5_8/4",-1.11092579332612e-06,8.26262757150767e-11,2,6.02018022517114e-07,1.86509644665456e-05
"emp_Y25_64_ED5_8/5",2.39452723863438e-05,3.5897101940315e-09,2,6.02018022517114e-07,0.000122933968038529
"emp_Y25_64_ED5_8/6",-1.29204686760135e-06,5.49623399100694e-11,2,6.02018022517114e-07,1.52115970496479e-05
"emp_Y25_64_ED5_8/7",-2.16109797378136e-05,3.4487409853673e-09,2,6.02018022517114e-07,0.000120495962441834
"emp_Y25_64_ED5_8/8",-5.18486935769848e-06,1.87872290612781e-10,2,6.02018022517114e-07,2.8123772164936e-05
"emp_Y25_64_ED5_8/9",8.15417872766584e-05,3.78119148384644e-08,2,6.02018022517114e-07,0.000398984974981993
"emp_Y25_64_ED5_8/10",8.95724685912333e-05,3.97762491828821e-08,2,6.02018022517114e-07,0.000409217426249441
"emp_Y15_24_NaceO_Q/2",1.49210740689804e-05,8.53388307814723e-09,3,9.46996425824326e-07,0.000189546404147523
"emp_Y15_24_NaceO_Q/3",-6.4282962125053e-05,1.97542935481796e-08,3,9.46996425824326e-07,0.000288385192540767
"emp_Y15_24_NaceO_Q/4",2.60978360022642e-05,4.3602545111083e-09,3,9.46996425824326e-07,0.000135487155736468
"emp_Y15_24_NaceO_Q/5",-5.64110369403725e-06,1.82149021779637e-09,3,9.46996425824326e-07,8.75700559850985e-05
"emp_Y15_24_NaceO_Q/6",-4.4780691395628e-05,1.08458586718194e-08,3,9.46996425824326e-07,0.000213685068437659
"emp_Y15_24_NaceO_Q/7",2.69862665005326e-05,1.12831075604133e-08,3,9.46996425824326e-07,0.000217949847693065
"emp_Y15_24_NaceO_Q/8",-5.17425247363658e-05,1.33829809221468e-08,3,9.46996425824326e-07,0.000237366067709154
"emp_Y15_24_NaceO_Q/9",-8.37295008350132e-05,4.33015872368901e-08,3,9.46996425824326e-07,0.00042696680701128
"emp_Y15_24_NaceO_Q/10",0.000148567414348072,6.2003506518994e-07,3,9.46996425824326e-07,0.0016156613329612
"emp_Y15_24_ED5_8/2",-1.46642160350118e-05,1.67792399269205e-09,4,1.00750229736815e-06,8.40481866241564e-05
"emp_Y15_24_ED5_8/3",-6.04143312076745e-05,1.7038742572049e-08,4,1.00750229736815e-06,0.000267831082418238
"emp_Y15_24_ED5_8/4",-4.18380799987854e-06,2.70305913679301e-10,4,1.00750229736815e-06,3.37341661278671e-05
"emp_Y15_24_ED5_8/5",-2.48887694811395e-05,2.98237446445469e-09,4,1.00750229736815e-06,0.000112052949282357
"emp_Y15_24_ED5_8/6",-7.78066740099755e-06,4.18787521169949e-10,4,1.00750229736815e-06,4.19893422781589e-05
"emp_Y15_24_ED5_8/7",-2.4599842353471e-05,3.32044965137837e-09,4,1.00750229736815e-06,0.000118233529799469
"emp_Y15_24_ED5_8/8",-9.73043692288682e-06,6.18764948597485e-10,4,1.00750229736815e-06,5.10393409387357e-05
"emp_Y15_24_ED5_8/9",2.60555045472439e-05,5.71184049703053e-09,4,1.00750229736815e-06,0.00015507087640921
"emp_Y15_24_ED5_8/10",-2.69518337561743e-05,2.21755318845114e-06,4,1.00750229736815e-06,0.00305547847356226
"pop_Y0_14/2",-0.000174920179829317,4.40961534741617e-07,2,1.27367723655931e-06,0.00136251897595786
"pop_Y0_14/3",-0.000100331962330685,9.82503358190727e-08,2,1.27367723655931e-06,0.000643145488435366
"pop_Y0_14/4",7.16626952271432e-05,2.96149611334054e-08,2,1.27367723655931e-06,0.000353100058283945
"pop_Y0_14/5",0.000160072372442729,1.25076890860277e-07,2,1.27367723655931e-06,0.000725655922743937
"pop_Y0_14/6",-6.04342733433291e-05,1.11270176809466e-07,2,1.27367723655931e-06,0.000684434030517276
"pop_Y0_14/7",-0.000123837997384935,3.52484525136469e-07,2,1.27367723655931e-06,0.00121818215522148
"pop_Y0_14/8",-0.000127274222552073,1.32194752577774e-07,2,1.27367723655931e-06,0.000746018013069265
"pop_Y0_14/9",0.000526370637627163,2.76798111586592e-05,2,1.27367723655931e-06,0.010795027852059
"pop_Y0_14/10",2.60458004958835e-06,1.94833870926944e-07,2,1.27367723655931e-06,0.000905679286601769
"emp_Y25_64_NaceJ/2",-0.000163103661928487,1.25693157301332e-06,2,2.35193071547724e-06,0.00230037173901083
"emp_Y25_64_NaceJ/3",-2.4765142532342e-05,4.52745690957534e-07,2,2.35193071547724e-06,0.00138060476677496
"emp_Y25_64_NaceJ/4",3.83531267416548e-05,1.49891353568589e-07,2,2.35193071547724e-06,0.000794384014972337
"emp_Y25_64_NaceJ/5",0.000635065358309789,2.04594577152506e-06,2,2.35193071547724e-06,0.00293487267610496
"emp_Y25_64_NaceJ/6",-0.000143992503657424,8.62694303551912e-07,2,2.35193071547724e-06,0.00190577081084731
"emp_Y25_64_NaceJ/7",-0.000216655432711822,1.31396574444723e-06,2,2.35193071547724e-06,0.00235198326517513
"emp_Y25_64_NaceJ/8",-0.00037746136786328,1.16722959439151e-06,2,2.35193071547724e-06,0.00221676854769203
"emp_Y25_64_NaceJ/9",0.000521942393527645,5.49997977297872e-06,2,2.35193071547724e-06,0.00481196823620762
"emp_Y25_64_NaceJ/10",9.74074491946536e-05,3.7952666109724e-08,2,2.35193071547724e-06,0.000399726877096012
"pop_Y65_74/2",0.000534849741531214,1.95654787517643e-06,2,2.84191467966199e-06,0.00287003666780416
"pop_Y65_74/3",-8.33272281373526e-05,1.60537118568184e-07,2,2.84191467966199e-06,0.000822110012629127
"pop_Y65_74/4",-6.94979955670611e-05,1.34563475847833e-07,2,2.84191467966199e-06,0.000752672075982105
"pop_Y65_74/5",0.000951616597962826,4.69940747182738e-06,2,2.84191467966199e-06,0.00444798953993796
"pop_Y65_74/6",5.0936090496986e-05,2.41595180346258e-07,2,2.84191467966199e-06,0.00100852423496899
"pop_Y65_74/7",0.00049849356275423,1.69231974685107e-06,2,2.84191467966199e-06,0.00266921413958686
"pop_Y65_74/8",-6.00437459372284e-05,1.29986117951905e-07,2,2.84191467966199e-06,0.000739759741044404
"pop_Y65_74/9",-0.000720210534989171,5.28106973309982e-06,2,2.84191467966199e-06,0.00471523298728161
"pop_Y65_74/10",-0.000193268036807361,1.51143191375805e-07,2,2.84191467966199e-06,0.000797694320221009
"emp_Y25_64_NaceF/2",0.000612149626515894,1.45142905304761e-05,3,1.29617820634247e-05,0.00781699999655236
"emp_Y25_64_NaceF/3",0.0017780154965498,1.95679915007562e-05,3,1.29617820634247e-05,0.00907643561510056
"emp_Y25_64_NaceF/4",-0.000475277373331448,4.85075880574904e-06,3,1.29617820634247e-05,0.00451904895533349
"emp_Y25_64_NaceF/5",-0.0029780038754983,4.57245089550894e-05,3,1.29617820634247e-05,0.0138744804988189
"emp_Y25_64_NaceF/6",0.00125852628652806,1.3152283543747e-05,3,1.29617820634247e-05,0.00744119674232662
"emp_Y25_64_NaceF/7",-0.00313256789103456,6.36895435216317e-05,3,1.29617820634247e-05,0.0163748101641331
"emp_Y25_64_NaceF/8",-0.00167650634346508,2.12622920726625e-05,3,1.29617820634247e-05,0.00946122227389165
"emp_Y25_64_NaceF/9",-0.00133538396166437,1.88771497528962e-05,3,1.29617820634247e-05,0.00891477561180033
"emp_Y25_64_NaceF/10",-0.000897201565841255,3.25156542408668e-06,3,1.29617820634247e-05,0.00369988694768499
"unemp_YGE25/2",-0.0012783955568238,1.10671340866801e-05,2,1.47095404189948e-05,0.00682589795828359
"unemp_YGE25/3",-0.000314556578899628,1.01905474911444e-06,2,1.47095404189948e-05,0.00207129026677384
"unemp_YGE25/4",-0.000571193437434106,2.79824507182609e-06,2,1.47095404189948e-05,0.00343229872922248
"unemp_YGE25/5",0.000361095649075093,1.8177409082615e-06,2,1.47095404189948e-05,0.00276635681500562
"unemp_YGE25/6",-0.000348395176182974,1.41385506407224e-06,2,1.47095404189948e-05,0.00243974620761527
"unemp_YGE25/7",0.00235039669700373,2.90154668887075e-05,2,1.47095404189948e-05,0.0110524100056352
"unemp_YGE25/8",0.000654497581296959,2.46351032557507e-06,2,1.47095404189948e-05,0.00322047104797918
"unemp_YGE25/9",0.0021285537829681,2.48256573155244e-05,2,1.47095404189948e-05,0.0102233348070908
"unemp_YGE25/10",-0.000633744922835951,7.24267618157881e-06,2,1.47095404189948e-05,0.00552194071917168
"emp_Y25_64_NaceR_U/2",-0.00204891128400681,4.34848887876023e-05,4,1.69799782558525e-05,0.0135304234203002
"emp_Y25_64_NaceR_U/3",-0.00552331230198686,0.000150359935500924,4,1.69799782558525e-05,0.0251598629506859
"emp_Y25_64_NaceR_U/4",9.54218792193492e-05,3.36103356435532e-06,4,1.69799782558525e-05,0.00376165213084509
"emp_Y25_64_NaceR_U/5",-0.00211381412114549,5.12060279369621e-05,4,1.69799782558525e-05,0.0146825926550258
"emp_Y25_64_NaceR_U/6",-0.00184837229871833,2.21821416724721e-05,4,1.69799782558525e-05,0.00966371121152286
"emp_Y25_64_NaceR_U/7",-0.0016966772087428,3.01013173126363e-05,4,1.69799782558525e-05,0.0112573185791412
"emp_Y25_64_NaceR_U/8",0.00196142021309518,2.17603335832138e-05,4,1.69799782558525e-05,0.00957138928553757
"emp_Y25_64_NaceR_U/9",-0.000669474611291098,6.39339177951308e-05,4,1.69799782558525e-05,0.0164061948387941
"emp_Y25_64_NaceR_U/10",0.00381783780887331,0.000939571610471277,4,1.69799782558525e-05,0.0628937005695223
"emp_Y15_24_NaceB_E/2",0.00411192929123951,0.000125128212234957,7,8.58825600103681e-05,0.0229519624945843
"emp_Y15_24_NaceB_E/3",0.0141074171702709,0.00106773829195589,7,8.58825600103681e-05,0.067046268929966
"emp_Y15_24_NaceB_E/4",-0.000667408351052718,8.95911684924974e-06,7,8.58825600103681e-05,0.006141504949695
"emp_Y15_24_NaceB_E/5",-0.00912510959683028,0.00153020605303045,7,8.58825600103681e-05,0.0802633280701846
"emp_Y15_24_NaceB_E/6",0.00328829518554474,5.41544395046339e-05,7,8.58825600103681e-05,0.0150993842907069
"emp_Y15_24_NaceB_E/7",0.00120447551186526,3.88255968724023e-05,7,8.58825600103681e-05,0.0127850160101236
"emp_Y15_24_NaceB_E/8",0.000547972718225412,5.20351097316365e-06,7,8.58825600103681e-05,0.00468048053131296
"emp_Y15_24_NaceB_E/9",-0.00388088893167012,8.78914185061268e-05,7,8.58825600103681e-05,0.0192360298625559
"emp_Y15_24_NaceB_E/10",-0.0112075191745024,0.00240492801202598,7,8.58825600103681e-05,0.100622069725239
"emp_Y15_24_NaceF/2",0.0146161666185691,0.00264683951786546,1,0.000144460153284983,0.105561611325983
"emp_Y15_24_NaceF/3",0.0325439927088485,0.00645350742915197,1,0.000144460153284983,0.164831462843981
"emp_Y15_24_NaceF/4",-0.022408555904257,0.00255215337163468,1,0.000144460153284983,0.1036562732526
"emp_Y15_24_NaceF/5",-0.0286974429120089,0.00389168980740068,1,0.000144460153284983,0.128000396283517
"emp_Y15_24_NaceF/6",0.0224035388873274,0.00337515012974354,1,0.000144460153284983,0.119203430364485
"emp_Y15_24_NaceF/7",-0.0283915799450753,0.00700935293313104,1,0.000144460153284983,0.171783390327776
"emp_Y15_24_NaceF/8",-0.0107197494672598,0.00079891844891049,1,0.000144460153284983,0.0579953843319828
"emp_Y15_24_NaceF/9",-0.055805524314439,0.0144998291066279,1,0.000144460153284983,0.247072066464569
"emp_Y15_24_NaceF/10",0.000886802777542016,3.14476788080481e-06,1,0.000144460153284983,0.00363861833270147
"emp_Y25_64_NaceM_N/2",-0.0114370006089863,0.00415848329569749,11,0.000145293298621378,0.132315184402146
"emp_Y25_64_NaceM_N/3",-0.0575285134694527,0.0177371571432052,11,0.000145293298621378,0.273265127178187
"emp_Y25_64_NaceM_N/4",0.0176572852785259,0.00163981241749796,11,0.000145293298621378,0.0830881886174189
"emp_Y25_64_NaceM_N/5",0.0293381371838562,0.00416865891121706,11,0.000145293298621378,0.13247697004812
"emp_Y25_64_NaceM_N/6",-0.0350843244879657,0.00841935669340524,11,0.000145293298621378,0.188270233108252
"emp_Y25_64_NaceM_N/7",-0.0119386172199315,0.00441526056535915,11,0.000145293298621378,0.13633908497828
"emp_Y25_64_NaceM_N/8",0.0281372934081367,0.00623210946582148,11,0.000145293298621378,0.161979383712202
"emp_Y25_64_NaceM_N/9",0.00210193808144254,0.00139783091345052,11,0.000145293298621378,0.0767130987755673
"emp_Y25_64_NaceM_N/10",0.00670929188985703,0.00060668737319599,11,0.000145293298621378,0.050538771848019
"training/2",-0.046514220548355,0.0127818610332595,16,0.000243825421089651,0.231973968094952
"training/3",-0.00858897842678553,0.00177468367482123,16,0.000243825421089651,0.0864375966151741
"training/4",0.00684685400096345,0.000298299530905889,16,0.000243825421089651,0.0354379418315946
"training/5",0.139101052951921,0.0956224893515148,16,0.000243825421089651,0.634486269888619
"training/6",-0.0136195131371947,0.00209091911093998,16,0.000243825421089651,0.0938233254230176
"training/7",-0.0614127632159983,0.0207517184088007,16,0.000243825421089651,0.295576048302139
"training/8",0.00356278321646969,0.000397916985744402,16,0.000243825421089651,0.0409296890082834
"training/9",-0.0174897361719599,0.00439674612733102,16,0.000243825421089651,0.13605293048299
"training/10",0.00832114312999801,0.000540150565931009,16,0.000243825421089651,0.0476869584658179
"pop_YGE75/2",0.0258560369740022,0.00807146112422387,4,0.000318920954008631,0.184339449166254
"pop_YGE75/3",0.0114946622909653,0.00189016805034819,4,0.000318920954008631,0.0892056608177839
"pop_YGE75/4",0.0450039922196509,0.010674163047231,4,0.000318920954008631,0.211986947804609
"pop_YGE75/5",-0.0165989012294507,0.00326716947757798,4,0.000318920954008631,0.117281101807254
"pop_YGE75/6",0.0372831154410332,0.00741872548231909,4,0.000318920954008631,0.176728607797575
"pop_YGE75/7",0.0918637761684383,0.0402843819445065,4,0.000318920954008631,0.41182296230186
"pop_YGE75/8",0.0869143203256101,0.0358092135822034,4,0.000318920954008631,0.388275151170451
"pop_YGE75/9",-0.0791317932434452,0.111400404627908,4,0.000318920954008631,0.684834435589422
"pop_YGE75/10",-0.0136507027706091,0.0074903828450126,4,0.000318920954008631,0.177580066222404
"pop_Y15_24/2",-0.0583211477778786,0.025561401209897,3,0.00032604318646915,0.328045839615378
"pop_Y15_24/3",-0.0333357472710954,0.00582900183629978,3,0.00032604318646915,0.156653211198013
"pop_Y15_24/4",-0.00594173373754681,0.00149247764634529,3,0.00032604318646915,0.0792676755925181
"pop_Y15_24/5",0.0722961375634748,0.0272040415144546,3,0.00032604318646915,0.338422259085721
"pop_Y15_24/6",-0.0406780760273885,0.0110163971474518,3,0.00032604318646915,0.215358490159594
"pop_Y15_24/7",-0.105812185886027,0.0556479590083876,3,0.00032604318646915,0.484023921511493
"pop_Y15_24/8",-0.139165307290431,0.111902449673062,3,0.00032604318646915,0.686375862832422
"pop_Y15_24/9",-0.0277536785376435,0.0651214485353566,3,0.00032604318646915,0.52360553870465
"pop_Y15_24/10",-0.00484988912631525,9.98381882021777e-05,3,0.00032604318646915,0.0205017319627223
"emp_Y15_24/2",0.00257400488353729,0.000876312086699863,12,0.000438418221746356,0.0607395551203556
"emp_Y15_24/3",-0.00592004119406447,0.000236555361788843,12,0.000438418221746356,0.0315579369297268
"emp_Y15_24/4",0.000669811224914217,1.91589042568215e-05,12,0.000438418221746356,0.00898105879031102
"emp_Y15_24/5",0.00442025317251208,0.000127828035778471,12,0.000438418221746356,0.0231982520909635
"emp_Y15_24/6",-0.0011604193596201,6.73836550257666e-05,12,0.000438418221746356,0.0168430015219438
"emp_Y15_24/7",-0.13483594671042,0.179814113681929,12,0.000438418221746356,0.870069798934892
"emp_Y15_24/8",-0.130615993508149,0.246911386254099,12,0.000438418221746356,1.01955994366615
"emp_Y15_24/9",-0.00639240502785205,0.000328347733072643,12,0.000438418221746356,0.0371799855687879
"emp_Y15_24/10",-0.0409326449191062,0.00827873717651186,12,0.000438418221746356,0.186691374605058
"emp_Y25_64_NaceK/2",-0.151309262532527,0.237670410890372,8,0.000669652607639607,1.00029883785215
"emp_Y25_64_NaceK/3",-0.171569280692957,0.143823726202133,8,0.000669652607639607,0.778139522082229
"emp_Y25_64_NaceK/4",-0.0503283956694408,0.0248154080050095,8,0.000669652607639607,0.323223490406456
"emp_Y25_64_NaceK/5",-0.241782321748541,0.329626288090996,8,0.000669652607639607,1.17802125287416
"emp_Y25_64_NaceK/6",-0.253726394102624,0.330301909149735,8,0.000669652607639607,1.17922790504916
"emp_Y25_64_NaceK/7",0.000801550236946567,0.0294160927125411,8,0.000669652607639607,0.351912504245222
"emp_Y25_64_NaceK/8",-0.144671591966537,0.106657213584046,8,0.000669652607639607,0.670096458280881
"emp_Y25_64_NaceK/9",0.150280118232624,0.260516680998255,8,0.000669652607639607,1.0472731616008
"emp_Y25_64_NaceK/10",0.202479449796201,0.163871448189493,8,0.000669652607639607,0.830603681317924
"ARPR/2",0.199985640760742,0.222189630353186,12,0.0011249291285684,0.967172854994659
"ARPR/3",-0.241984041387079,0.414643143225072,12,0.0011249291285684,1.32123311371332
"ARPR/4",0.00825267642277323,0.00722091601347909,12,0.0011249291285684,0.174356584360558
"ARPR/5",-0.22726583486385,0.266662844671157,12,0.0011249291285684,1.05955488863939
"ARPR/6",0.175215569138526,0.159180446605656,12,0.0011249291285684,0.818628886277917
"ARPR/7",0.23299775253336,0.279848886908637,12,0.0011249291285684,1.08543544066705
"ARPR/8",0.272402981500615,0.425173118316151,12,0.0011249291285684,1.33790447053593
"ARPR/9",0.0469243121124439,0.0593009956837055,12,0.0011249291285684,0.499658406314567
"ARPR/10",-0.00513538936907934,0.0197626898051758,12,0.0011249291285684,0.288446472863175
"emp_Y15_24_NaceG_I/2",-0.301986821792383,0.489578527247929,3,0.00174046851431071,1.43566590460235
"emp_Y15_24_NaceG_I/3",-0.194225771687974,0.17905058988766,3,0.00174046851431071,0.868220595646844
"emp_Y15_24_NaceG_I/4",-0.0163952365159793,0.00438075200354998,3,0.00174046851431071,0.135805243907809
"emp_Y15_24_NaceG_I/5",0.109457291532048,0.0623240193129841,3,0.00174046851431071,0.512235805406141
"emp_Y15_24_NaceG_I/6",-0.0469399199292356,0.0194800786349604,3,0.00174046851431071,0.286376619745086
"emp_Y15_24_NaceG_I/7",0.0217980485703632,0.012698311730883,3,0.00174046851431071,0.231214570118798
"emp_Y15_24_NaceG_I/8",0.092877510745886,0.0470172818086931,3,0.00174046851431071,0.444908768002594
"emp_Y15_24_NaceG_I/9",0.566959040442008,15.5307424969498,3,0.00174046851431071,8.08608524206784
"emp_Y15_24_NaceG_I/10",-0.33486032588997,0.489196779591404,3,0.00174046851431071,1.43510606696311
"pop_Total/2",0.0503114551239109,0.0315664653754957,11,0.0022079748978021,0.364548388867863
"pop_Total/3",0.0824856506783815,0.038476489448803,11,0.0022079748978021,0.402475942497307
"pop_Total/4",1.425177567163,9.51759653960855,11,0.0022079748978021,6.33003120688492
"pop_Total/5",-0.0399298727260555,0.0144943799466721,11,0.0022079748978021,0.247025636202677
"pop_Total/6",0.0856746089898095,0.0410748066097178,11,0.0022079748978021,0.415843549742995
"pop_Total/7",0.0639754211641246,0.0289032812097272,11,0.0022079748978021,0.348831567817256
"pop_Total/8",0.837232275952843,4.14157627427045,11,0.0022079748978021,4.17565911966503
"pop_Total/9",-0.291433655895705,0.557870598151195,11,0.0022079748978021,1.53252985000033
"pop_Total/10",-0.379547316375482,0.627662246738686,11,0.0022079748978021,1.62556825398353
"low_work/2",-0.104493056630559,5.97952146936735,6,0.00348171332850737,5.01736181799629
"low_work/3",-0.909347343186441,4.03256569596028,6,0.00348171332850737,4.12033883338695
"low_work/4",-0.0317306696425519,0.0343455813003424,6,0.00348171332850737,0.380257371071999
"low_work/5",-0.0246053958754227,0.131481585852669,6,0.00348171332850737,0.744002975734741
"low_work/6",-0.215467192155128,0.397463176566282,6,0.00348171332850737,1.29357214545147
"low_work/7",1.05357798121373,5.4102983445366,6,0.00348171332850737,4.77257556036421
"low_work/8",0.338572070505535,0.645704498401435,6,0.00348171332850737,1.64876633664893
"low_work/9",0.885098294397777,33.234343480627,6,0.00348171332850737,11.8286656935102
"low_work/10",-0.440980952336941,1.26305214286165,6,0.00348171332850737,2.30596571398928
"emp_TF/2",2.16993815330831,111.213672364867,7,0.00570512321119019,21.6382082703251
"emp_TF/3",1.91768320025778,103.767030730769,7,0.00570512321119019,20.9012327079111
"emp_TF/4",0.105134101254963,0.0775432218291744,7,0.00570512321119019,0.571365648748421
"emp_TF/5",0.0248749625521827,0.030956960853669,7,0.00570512321119019,0.3610117728098
"emp_TF/6",1.95967020663963,104.800428985465,7,0.00570512321119019,21.0050507868932
"emp_TF/7",-1.27799242001536,24.5666554642916,7,0.00570512321119019,10.169865828524
"emp_TF/8",-0.807847831091175,3.321816760176,7,0.00570512321119019,3.73964211223058
"emp_TF/9",0.200576569464662,0.505247985931784,7,0.00570512321119019,1.45845992829436
"emp_TF/10",-0.324147540134874,5.33908150653374,7,0.00570512321119019,4.74106032367631
"mat_depriv/2",3.39801414475347,95.80763916265,24,0.00694834641044811,20.083632926795
"mat_depriv/3",-0.528689222344884,1.50080384025968,24,0.00694834641044811,2.51364632697688
"mat_depriv/4",-0.32282430034027,0.656115017314125,24,0.00694834641044811,1.66200449794265
"mat_depriv/5",-3.30870674935907,57.2223152603931,24,0.00694834641044811,15.521186544753
"mat_depriv/6",-0.313919746640502,0.743792489828949,24,0.00694834641044811,1.7695714392555
"mat_depriv/7",2.4082185568414,52.4241458226157,24,0.00694834641044811,14.8562051249972
"mat_depriv/8",-0.0325817596169316,0.186763747622322,24,0.00694834641044811,0.886724066387695
"mat_depriv/9",0.390889466757602,3.58073592122423,24,0.00694834641044811,3.88265097681049
"mat_depriv/10",-1.20397003334423,7.63001800407384,24,0.00694834641044811,5.66767563236402
"emp_Y25_64/2",3.7547417860923,64.9340417182937,9,0.0301021214060191,16.5340186662377
"emp_Y25_64/3",3.10590048663585,44.8648667971092,9,0.0301021214060191,13.7434383008765
"emp_Y25_64/4",2.47046254898021,28.6310829570177,9,0.0301021214060191,10.9789572342598
"emp_Y25_64/5",3.17243793640856,44.8661041690848,9,0.0301021214060191,13.743627821423
"emp_Y25_64/6",3.44168813036272,53.804836421226,9,0.0301021214060191,15.0505670700311
"emp_Y25_64/7",-7.70028734914949,561.219605034357,9,0.0301021214060191,48.6080974251998
"emp_Y25_64/8",-6.65912508166118,359.639636833329,9,0.0301021214060191,38.9113215421913
"emp_Y25_64/9",-2.30389806400706,51.0377276483299,9,0.0301021214060191,14.6584439515358
"emp_Y25_64/10",-0.732669991655537,2.02482045619377,9,0.0301021214060191,2.91968141638562
"emp_Y15_24_NaceR_U/2",-1.60011657463551,415.352345061139,4,0.0305947246585168,41.8167752991835
"emp_Y15_24_NaceR_U/3",-15.6719344336653,1398.71901008632,4,0.0305947246585168,76.7374643216884
"emp_Y15_24_NaceR_U/4",1.10743281341146,10.9853909040604,4,0.0305947246585168,6.80064278602564
"emp_Y15_24_NaceR_U/5",5.76993300952983,145.113434289043,4,0.0305947246585168,24.7170147028977
"emp_Y15_24_NaceR_U/6",-8.97761800761102,791.541666627793,4,0.0305947246585168,57.727014341747
"emp_Y15_24_NaceR_U/7",0.281939145314613,358.329022007014,4,0.0305947246585168,38.8403556410172
"emp_Y15_24_NaceR_U/8",12.6387496997292,1194.99470086188,4,0.0305947246585168,70.9292218732189
"emp_Y15_24_NaceR_U/9",11.222013572182,901.389509097284,4,0.0305947246585168,61.6025167297808
"emp_Y15_24_NaceR_U/10",3.84706665469365,60.1867768245443,4,0.0305947246585168,15.9181557187859
"unemp_Y15_24/2",-418.536652468089,278240.475106113,2,0.917694204542509,1082.3117139079
"unemp_Y15_24/3",-74.8623456470331,5759.49894671093,2,0.917694204542509,155.716472645955
"unemp_Y15_24/4",22.6078937620679,2577.17873356058,2,0.917694204542509,104.163238813356
"unemp_Y15_24/5",391.86098708371,77778.2793202374,2,0.917694204542509,572.230986476252
