"","mean","n","stdev"
"pop_Total",70353570.3333333,3,9053708.7033216
"pop_Y0-14",16.4564470218327,3,2.87536899733308
"pop_Y15-24",11.7942572301721,3,0.973559803327245
"pop_Y25-64",52.9516079426998,3,1.95359012997993
"pop_Y65-74",9.68555974148756,3,0.870301252074456
"pop_YGE75",9.11212806380785,3,1.10974606765493
"ARPR",15.6,3,1.99248588451713
"low_work",10.5666666666667,3,1.42243921955679
"rooms_pp",1.83333333333333,3,0.0577350269189625
"mat_depriv",5.73333333333333,3,1.44683562761405
"ARPR_socexcl",21.0666666666667,3,2.82901631902917
"emp_Y15-24_ED0-2",21.3748087891666,3,12.7477299149956
"emp_Y25-64_ED0-2",14.2605308742508,3,4.11787138906968
"emp_Y15-24_ED3-4",59.0912312301673,3,2.32983053711013
"emp_Y25-64_ED3-4",47.5893663589443,3,11.2027625905969
"emp_Y15-24_ED5-8",18.8638736037118,3,12.2145381839046
"emp_Y25-64_ED5-8",37.587351499765,3,7.04288552498604
"emp_TF",46.1132670233247,3,1.05688704042608
"emp_TP",15.1636428584098,3,4.041777756907
"emp_Y15-24",39.0248998403911,3,10.6585595428989
"emp_Y25-64",75.4642499155738,3,4.08730701876726
"emp_YGE65",5.94886428088671,3,3.81369860960983
"emp_Y15-24_NaceA",1.50037250140173,3,0.59554098901605
"emp_Y25-64_NaceA",1.73642707097376,3,0.933517788518865
"emp_Y15-24_NaceB-E",14.3690507839616,3,6.59997318203778
"emp_Y25-64_NaceB-E",15.790697423403,3,4.97333193636319
"emp_Y15-24_NaceF",7.48909745507897,3,1.15595380694767
"emp_Y25-64_NaceF",6.91169005280045,3,0.508320725559793
"emp_Y15-24_NaceG-I",33.5944177127208,3,6.25119555113923
"emp_Y25-64_NaceG-I",21.2199221896459,3,0.756514420335972
"emp_Y15-24_NaceJ",2.62018572316695,3,0.155294223924768
"emp_Y25-64_NaceJ",3.29238876333678,3,0.769629730277064
"emp_Y15-24_NaceK",2.60616051352466,3,0.427610114254945
"emp_Y25-64_NaceK",3.57942193348994,3,0.427766204175603
"emp_Y15-24_NaceL",0.818603212517658,3,0.523564822027449
"emp_Y25-64_NaceL",1.07880156158793,3,0.577442103390791
"emp_Y15-24_NaceM_N",8.16765945056871,3,0.625859506703944
"emp_Y25-64_NaceM_N",10.6221860831476,3,1.23329594786464
"emp_Y15-24_NaceO-Q",20.9153547051706,3,2.55004846922321
"emp_Y25-64_NaceO-Q",30.0700741848607,3,3.09655487387124
"emp_Y15-24_NaceR-U",6.39857601187601,3,1.96718901525781
"emp_Y25-64_NaceR-U",5.16131626042085,3,0.38584860716507
"unemp_Y15-24",7.21220224785112,3,3.00857349398887
"unemp_YGE25",4.12537935530323,3,1.57870866818969
"GDP",31233.3333333333,3,2844.87843911358
"GVAgr",1.3,2,0.424264068711929
"disp_income",18233.3333333333,3,1833.93929379719
"training",14.2333333333333,3,5.49939390599849
"earn_OC1_NaceB-F",27.61,3,6.13342481815829
"earn_OC2_NaceB-F",23.6966666666667,3,3.40082833047088
"earn_OC3_NaceB-F",17.2866666666667,3,3.17987945264177
"earn_OC4_NaceB-F",13.94,3,2.60915695196744
"earn_OC5_NaceB-F",10.31,3,0.567097875150313
"earn_OC6_NaceB-F",12.14,1,NA
"earn_OC7_NaceB-F",11.76,3,1.83779759494891
"earn_OC8_NaceB-F",11.3266666666667,3,2.28836914271569
"earn_OC9_NaceB-F",10.0033333333333,3,1.3191411347287
"earn_OC1_NaceG-N",27.18,3,7.25125506378034
"earn_OC2_NaceG-N",22.4433333333333,3,2.02082491407181
"earn_OC3_NaceG-N",16.2766666666667,3,1.8750022222209
"earn_OC4_NaceG-N",13.12,3,2.42588128316288
"earn_OC5_NaceG-N",10.3733333333333,3,1.82730220087793
"earn_OC6_NaceG-N",12.55,2,3.30925973595304
"earn_OC7_NaceG-N",10.9833333333333,3,0.424774449953541
"earn_OC8_NaceG-N",10.5066666666667,3,1.24909300427684
"earn_OC9_NaceG-N",8.99333333333333,3,1.37500303029969
"earn_OC1_NaceP-S",24.9066666666667,3,5.21327472260319
"earn_OC2_NaceP-S",19.8133333333333,3,2.36070610905579
"earn_OC3_NaceP-S",14.5633333333333,3,1.33507802518554
"earn_OC4_NaceP-S",12.5366666666667,3,2.43097374180252
"earn_OC5_NaceP-S",10.6633333333333,3,1.31970956400768
"earn_OC6_NaceP-S",10.3833333333333,3,1.78023406700729
"earn_OC7_NaceP-S",10.63,3,0.247588368062799
"earn_OC8_NaceP-S",9.55666666666667,3,0.374477413649119
"earn_OC9_NaceP-S",9.27666666666667,3,1.171594355284
"expend_ED5-8",1.455,2,0.148492424049175
