"","X1vsX2","X1vsX3","X1vsX4","X1vsX5","X1vsX6","X1vsX7","X1vsX8","X1vsX9","X1vsX10","X2vsX3","X2vsX4","X2vsX5","X2vsX6","X2vsX7","X2vsX8","X2vsX9","X2vsX10","X3vsX4","X3vsX5","X3vsX6","X3vsX7","X3vsX8","X3vsX9","X3vsX10","X4vsX5","X4vsX6","X4vsX7","X4vsX8","X4vsX9","X4vsX10","X5vsX6","X5vsX7","X5vsX8","X5vsX9","X5vsX10","X6vsX7","X6vsX8","X6vsX9","X6vsX10","X7vsX8","X7vsX9","X7vsX10","X8vsX9","X8vsX10","X9vsX10"
"pop_Total",-0.974678828225927,-0.197709613504577,-12.0013864079271,-1.09042390735932,-0.887718266660587,-0.514597461746758,-8.10612960518765,0.105035060123013,0.773509264377407,0.768327361551996,-9.70197011206614,0.0823250213345998,-0.366032621226841,0.36293651985862,-6.14283614093895,0.61282982533176,1.09429231480697,-11.1425922658278,-0.901601559910375,-0.69823591800605,-0.394412184926981,-7.69517404022302,0.283077266545956,1.10847229089062,11.3108077994738,5.20589231365677,8.72634320850335,1.9443770904978,6.28907999564393,6.67703637178775,-0.424585572528602,0.401434598484738,-7.47644853397981,0.803270493860627,1.48446442223972,0.432104495061942,-2.99808415021457,0.450139761048462,0.663156813834469,-5.84653936309988,0.51534698033949,1.21643382082505,3.96824700441933,4.29642533494721,NA
"pop_Y0-14",1.16806830946637,0.634585523304149,-0.59987659986375,-2.03250653935356,0.658598956242288,0.776255250940115,0.87535775171874,-4.32253361580684,-0.891390501861608,-0.810189733662383,-1.27531464495324,-5.710481069204,-0.892629253875847,-0.200340193176764,0.0814394810733276,-9.06519369430619,-2.73913113936946,-0.883329283356444,-7.19104226108592,-0.0950065352980311,0.980319325761615,0.783252066590426,-16.9276544937412,-4.48045273038209,-0.322142715156212,1.00886551586224,0.813989534554934,0.869483187531254,-1.67048490308637,-0.114857733890928,5.68762809024293,8.36094751181548,4.98548076399836,-13.1673570811676,0.183316252313395,0.706977712703025,0.803837795263027,-10.9829167951918,-2.86539472002958,0.253636360495782,-62.26805787365,-18.1590779432741,-6.64939461994132,-2.04344228932269,NA
"pop_Y15-24",2.34750930874607,1.77549688437516,1.17628265470251,0.536343587033911,1.09259294082564,1.86156044151101,3.5535526340714,1.06942214133183,0.569497341203125,0.151014171673489,-0.917081848340862,-3.20647161106569,-0.92672544779009,0.347475049788857,3.1155327719241,-0.240611965263098,-1.12800283260529,-0.706147589504043,-1.94749250684525,-0.778449955357084,0.0950190236690957,1.41475984017174,-0.186887433864334,-0.604922909103431,-1.2147250676099,-0.0808788316022062,0.881445023222254,2.78282737047402,0.338678664492512,-0.21609546152433,0.917825019159981,2.89082233799663,9.01001294128748,2.33119555728124,0.901782448825374,0.86189635993109,2.3697106415332,0.341315962027689,-0.133153854801033,1.9985749243489,-0.349632766421,-0.922596922235948,-15.0249984310311,-20.7287578332147,NA
"pop_Y25-64",-1.84974378881873,-3.98369080333042,1.61342916076146,3.56741494907123,-0.441168048690714,-0.0124238654802461,-1.0842244371481,0.676852719764442,-1.88390328064667,-3.08213800081046,2.92829187684557,6.02541025366264,0.798561060656111,2.05955992565787,0.0920839027134952,2.50428460664788,-1.33252417333327,3.93778559367311,7.57435442799822,2.31090621523194,4.53028267102971,1.87870383574922,4.0362211092086,0.760017277269424,0.777217800625781,-1.64295428366974,-1.24963139488028,-1.78634209080662,-0.453407649831327,-1.81629552406671,-3.11203705400016,-3.2591026502603,-3.70425996542993,-1.574953666713,-4.11044317412244,0.334357508234702,-0.462960513939187,0.653755558266047,-0.940362674111674,-1.00573473885281,1.42992012918199,-3.91209330222929,1.06206516245254,-0.630163465203879,NA
"pop_Y65-74",-0.761509696866329,0.223839359553847,-0.268734111446552,-1.88758029295768,0.289946842806066,-0.464479153931723,-0.310158557189015,1.67116196663044,1.58606896833311,0.93210873836744,0.505055730463268,-1.16037261199784,1.19554580808504,0.231588456860453,0.280168952208614,2.59458941082324,2.48996001790539,-0.473543872237719,-2.04986432367919,0.00846491429935125,-0.64005517563574,-0.451919635521522,1.32786701472365,1.25312707647747,-1.91594010240488,0.629901018175613,-0.288986784085585,-0.110151941465785,2.37037306309696,2.26063026621117,2.72977092755487,2.19109737264192,1.32671231168951,6.43100047375108,6.2189561405942,-0.904760243886292,-0.609262751722545,1.92355238624546,1.8148997919776,0.0959939063975571,16.2609985173045,15.5633550540903,1.60692362836534,1.53559183292097,NA
"pop_YGE75",-0.846323146724191,0.618169267124996,-1.67810756134067,-0.598489155635885,-1.25020749645766,-1.79332140950091,-2.24880561578725,1.45633901359313,0.55590993437029,1.66815479562473,-1.47435684602703,0.404163594476365,-0.721827944448326,-1.91363665198031,-2.76702131086435,3.83864231983513,1.99784711115544,-2.2225268165433,-1.42812371129284,-1.82335695087093,-2.21380152842405,-2.71432538977458,0.992297196264647,0.127132365966667,1.76497896187645,0.536846857055233,-0.436056673168035,-0.883921093567309,2.9703827999948,1.91170569716097,-0.996532001473101,-2.17338106092513,-3.06883277791291,3.63500142329127,1.76842062324509,-0.886852340740813,-1.33973607542114,2.45896494334686,1.45607048182988,-0.340705091064425,2.63608110823359,1.80021857386527,3.65260032568663,2.59500511795419,NA
"ARPR",-2.69658084065879,2.12569093039658,-0.573851514273646,2.34353589907029,-4.07417672532254,-5.50351101216734,-5.42557816902604,-1.47914799390689,-1.47914799390689,3.09030071352125,1.93626009851316,3.50816635255987,0.612761546834191,0.00765172309663442,-0.00763330978778906,0.928476690885259,0.928476690885259,-1.84302445193621,-0.426885460475609,-4.29652548306436,-4.1107692396571,-4.09840510336469,-1.48081474929654,-1.48081474929654,2.03289278153682,-2.48304443821163,-2.87084972811459,-2.86491835257965,-0.347716552679846,-0.347716552679846,-5.15450479077335,-5.51004401665131,-5.47601924638571,-2.0235383665479,-2.0235383665479,-0.827792130962519,-0.849731343980876,1.34125553429193,1.34125553429193,-0.0257087248364516,1.86035086738879,1.86035086738879,1.81452941745311,1.81452941745311,NA
"low_work",0.226228928717626,1.94141623733372,0.127641760180426,0.776312033470079,1.12073531075345,-2.49305022243057,-1.57922995137276,-3.58307175390234,1.6709087730168,1.68289570768556,-0.117585006594114,0.542419379798036,0.88243364384188,-2.69523629051891,-1.74605318702313,-3.73200125938887,1.53038900564867,-2.91992981063071,-1.15442966022955,-0.801618119265253,-7.38898886168495,-3.46810404468203,-13.7542395092427,1.79863132043943,0.727102072032482,1.12397869711892,-3.77283232003633,-1.88130888652312,-6.23037280624343,2.71944611086847,0.342359757306063,-3.35989417822777,-2.22122599069874,-4.37266767940446,1.29061116528678,-3.78972175102952,-2.51937546770082,-4.79205423422813,1.12754217275956,0.432731067584771,-2.40562612162344,4.66691467594948,-1.43182866759027,1.96299091524473,NA
"rooms_pp",6.07401160858922,3.46369270271053,0.896227657094305,0.747087367637629,2.81463242513525,4.13308032116199,1.30162805323657,-0.08502303018977,-0.08502303018977,-1.80516002369803,-11.2192281436547,-13.8873014965883,-2.31016062326046,-0.320256307610173,-3.10472933800921,-8.17423891369599,-8.17423891369599,-4.00891862868637,-5.16785258877097,-0.627103202803408,1.14891252930761,-1.30595245358459,-2.77350098112615,-2.77350098112615,-1.02490007711349,2.41105512446041,12.003570897267,0.958638274727309,-2.5,-2.5,3.15682074900988,14.9755356053354,1.42749285429266,-2.23606797749979,-2.23606797749979,1.49417473527526,-0.798007468886106,-1.85933936040274,-1.85933936040274,-1.96116135138184,-9.81495457622365,-9.81495457622365,-0.808290376865476,-0.808290376865476,NA
"mat_depriv",-4.3668526090769,0.3595060102175,1.02121165639908,2.46968297989818,-0.459878517276836,-1.99904310793049,-0.12467776400103,0.08015187170618,1.32695876491343,5.04511393606951,5.6880577221011,7.83225933541492,4.70713494049336,1.59782472083927,3.56752802295787,2.65886146996693,3.74411104954527,1.46167661140229,4.56874675595534,-1.22406886953626,-3.15495174952716,-0.74022800131703,-0.307583125960433,2.92203969662411,3.2731184898883,-2.31364846820738,-3.94847357194994,-1.8139053744838,-1.59617376893524,2.59378237451977,-4.72559566459944,-6.10336574738297,-4.17927821739406,-4.42263738239239,0.802419440687228,-2.30143654474581,0.318922121126189,0.529259174483746,2.58748929747609,1.89078144696706,1.41298881670093,2.47652878626076,0.243770113657842,2.03997095113668,NA
