"vars","pval","adjp","odds","exp","obs","size"
"emp_Y25-64_ED0-2",0.0376068376068376,0.357264957264957,15,1,3,7
"emp_Y25-64_NaceJ",0.0376068376068376,0.357264957264957,15,1,3,7
"earn_OC1_NaceB-F",0.0376068376068376,0.357264957264957,15,1,3,7
"earn_OC2_NaceB-F",0.0376068376068376,0.357264957264957,15,1,3,7
"earn_OC4_NaceB-F",0.0376068376068376,0.357264957264957,15,1,3,7
"earn_OC8_NaceB-F",0.0376068376068376,0.357264957264957,15,1,3,7
"earn_OC2_NaceG-N",0.0376068376068376,0.357264957264957,15,1,3,7
"earn_OC7_NaceG-N",0.0376068376068376,0.357264957264957,15,1,3,7
"earn_OC7_NaceP-S",0.191452991452991,0.582646982646983,5,0.857142857142857,2,6
"earn_OC8_NaceP-S",0.191452991452991,0.582646982646983,5,0.857142857142857,2,6
"pop_Total",0.252991452991453,0.582646982646983,3.8,1,2,7
"low_work",0.252991452991453,0.582646982646983,3.8,1,2,7
"emp_Y15-24_ED0-2",0.252991452991453,0.582646982646983,3.8,1,2,7
"emp_Y25-64_NaceK",0.252991452991453,0.582646982646983,3.8,1,2,7
"emp_Y25-64_NaceM_N",0.252991452991453,0.582646982646983,3.8,1,2,7
"emp_Y15-24_NaceO-Q",0.252991452991453,0.582646982646983,3.8,1,2,7
"disp_income",0.252991452991453,0.582646982646983,3.8,1,2,7
"earn_OC3_NaceB-F",0.252991452991453,0.582646982646983,3.8,1,2,7
"earn_OC5_NaceB-F",0.252991452991453,0.582646982646983,3.8,1,2,7
"earn_OC7_NaceB-F",0.252991452991453,0.582646982646983,3.8,1,2,7
"earn_OC9_NaceB-F",0.252991452991453,0.582646982646983,3.8,1,2,7
"earn_OC1_NaceG-N",0.252991452991453,0.582646982646983,3.8,1,2,7
"earn_OC3_NaceG-N",0.252991452991453,0.582646982646983,3.8,1,2,7
"earn_OC4_NaceG-N",0.252991452991453,0.582646982646983,3.8,1,2,7
"earn_OC5_NaceG-N",0.252991452991453,0.582646982646983,3.8,1,2,7
"earn_OC8_NaceG-N",0.252991452991453,0.582646982646983,3.8,1,2,7
"earn_OC9_NaceG-N",0.252991452991453,0.582646982646983,3.8,1,2,7
"earn_OC1_NaceP-S",0.252991452991453,0.582646982646983,3.8,1,2,7
"earn_OC2_NaceP-S",0.252991452991453,0.582646982646983,3.8,1,2,7
"earn_OC3_NaceP-S",0.252991452991453,0.582646982646983,3.8,1,2,7
"earn_OC4_NaceP-S",0.252991452991453,0.582646982646983,3.8,1,2,7
"earn_OC5_NaceP-S",0.252991452991453,0.582646982646983,3.8,1,2,7
"earn_OC9_NaceP-S",0.252991452991453,0.582646982646983,3.8,1,2,7
"earn_OC6_NaceB-F",0.481025641025641,0.996011396011396,2.33333333333333,0.571428571428571,1,4
"earn_OC6_NaceP-S",0.481025641025641,0.996011396011396,2.33333333333333,0.571428571428571,1,4
"earn_OC6_NaceG-N",0.567521367521368,0.996011396011396,1.66666666666667,0.714285714285714,1,5
"pop_Y0-14",0.707692307692308,0.996011396011396,1,1,1,7
"pop_Y15-24",0.707692307692308,0.996011396011396,1,1,1,7
"pop_Y65-74",0.707692307692308,0.996011396011396,1,1,1,7
"pop_YGE75",0.707692307692308,0.996011396011396,1,1,1,7
"emp_Y15-24_ED3-4",0.707692307692308,0.996011396011396,1,1,1,7
"emp_Y25-64_ED3-4",0.707692307692308,0.996011396011396,1,1,1,7
"emp_Y25-64_ED5-8",0.707692307692308,0.996011396011396,1,1,1,7
"emp_TP",0.707692307692308,0.996011396011396,1,1,1,7
"emp_Y25-64",0.707692307692308,0.996011396011396,1,1,1,7
"emp_Y15-24_NaceF",0.707692307692308,0.996011396011396,1,1,1,7
"emp_Y25-64_NaceO-Q",0.707692307692308,0.996011396011396,1,1,1,7
"emp_Y15-24_NaceR-U",0.707692307692308,0.996011396011396,1,1,1,7
"emp_Y25-64_NaceR-U",0.707692307692308,0.996011396011396,1,1,1,7
"unemp_Y15-24",0.707692307692308,0.996011396011396,1,1,1,7
"GDP",0.707692307692308,0.996011396011396,1,1,1,7
"GVAgr",0.707692307692308,0.996011396011396,1,1,1,7
"training",0.707692307692308,0.996011396011396,1,1,1,7
"expend_ED5-8",0.707692307692308,0.996011396011396,1,1,1,7
"rooms_pp",0.763369963369963,1,0.80952380952381,1.14285714285714,1,8
"pop_Y25-64",1,1,0,1,0,7
"ARPR",1,1,0,1,0,7
"mat_depriv",1,1,0,1,0,7
"ARPR_socexcl",1,1,0,1,0,7
"emp_Y15-24_ED5-8",1,1,0,1,0,7
"emp_TF",1,1,0,1,0,7
"emp_Y15-24",1,1,0,1,0,7
"emp_YGE65",1,1,0,1,0,7
"emp_Y15-24_NaceA",1,1,0,1,0,7
"emp_Y25-64_NaceA",1,1,0,1,0,7
"emp_Y15-24_NaceB-E",1,1,0,1,0,7
"emp_Y25-64_NaceB-E",1,1,0,1,0,7
"emp_Y25-64_NaceF",1,1,0,1,0,7
"emp_Y15-24_NaceG-I",1,1,0,1,0,7
"emp_Y25-64_NaceG-I",1,1,0,1,0,7
"emp_Y15-24_NaceJ",1,1,0,1,0,7
"emp_Y15-24_NaceK",1,1,0,0.714285714285714,0,5
"emp_Y15-24_NaceL",1,1,0,0.285714285714286,0,2
"emp_Y25-64_NaceL",1,1,0,1,0,7
"emp_Y15-24_NaceM_N",1,1,0,1,0,7
"unemp_YGE25",1,1,0,1,0,7
