"","mean","n","stdev"
"pop_Total",13176112,4,17029794.2666249
"pop_Y0-14",15.014616941098,4,0.569101838747238
"pop_Y15-24",11.8621629845727,4,1.17566774638722
"pop_Y25-64",55.235243882961,4,1.72499330115113
"pop_Y65-74",9.25592887403387,4,0.907862116598809
"pop_YGE75",8.63204731733435,4,1.20989104938374
"ARPR",19.35,4,1.9672315572906
"low_work",8.9,4,2.22111083319436
"rooms_pp",1.45,4,0.264575131106459
"mat_depriv",10.2,4,3.04192921241329
"ARPR_socexcl",26.375,4,1.29967944765879
"emp_Y15-24_ED0-2",18.2524932831825,4,12.2832658684017
"emp_Y25-64_ED0-2",16.7465527275984,4,22.6952268613232
"emp_Y15-24_ED3-4",63.3481583824347,4,10.9699588956271
"emp_Y25-64_ED3-4",47.2491401779559,4,16.1858734236962
"emp_Y15-24_ED5-8",18.411746639902,4,5.52356703945022
"emp_Y25-64_ED5-8",35.9996022085144,4,8.18196298315975
"emp_TF",52.2988743036438,4,3.63713121427228
"emp_TP",5.7524213552698,4,1.37879059687563
"emp_Y15-24",26.4327495364607,4,4.68358282982953
"emp_Y25-64",71.8747971113818,4,4.81090039520064
"emp_YGE65",8.20247188866364,4,3.47145106423457
"emp_Y15-24_NaceA",6.48118774092525,4,2.34216883604505
"emp_Y25-64_NaceA",7.46126221694059,4,3.41468977822158
"emp_Y15-24_NaceB-E",21.4423919149217,4,4.49531198452971
"emp_Y25-64_NaceB-E",19.9083522418368,4,2.66980498476186
"emp_Y15-24_NaceF",7.07784682916809,4,2.37814492332523
"emp_Y25-64_NaceF",7.85922924532546,4,1.33069943885713
"emp_Y15-24_NaceG-I",36.5384999868269,4,2.75256507412492
"emp_Y25-64_NaceG-I",24.5721844529645,4,2.23866627963654
"emp_Y15-24_NaceJ",3.30743729501427,3,0.235990528132971
"emp_Y25-64_NaceJ",2.50987566417133,4,0.761775137865209
"emp_Y15-24_NaceK",1.67870036101083,1,NA
"emp_Y25-64_NaceK",1.93540146980384,4,0.576683201135832
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",1.13700669641137,4,0.413893379726096
"emp_Y15-24_NaceM_N",8.25805072920426,4,1.578476623537
"emp_Y25-64_NaceM_N",7.06051960213176,4,0.615364189333405
"emp_Y15-24_NaceO-Q",10.6639394120292,4,3.72973654438352
"emp_Y25-64_NaceO-Q",22.988815902461,4,1.65193341481291
"emp_Y15-24_NaceR-U",5.0569108736472,4,0.925197862027919
"emp_Y25-64_NaceR-U",4.49018382738601,4,1.46071873021808
"unemp_Y15-24",7.86028726315812,4,2.73226499923365
"unemp_YGE25",6.41526740889394,4,1.89829549705427
"GDP",20375,4,1228.48144742469
"GVAgr",1.9,3,1.21243556529821
"disp_income",11100,4,1248.99959967968
"training",7.575,4,3.61513024200604
"earn_OC1_NaceB-F",13.8875,4,3.01540903803558
"earn_OC2_NaceB-F",10.1925,4,2.23497017131475
"earn_OC3_NaceB-F",7.68,4,1.5041941364066
"earn_OC4_NaceB-F",6.5925,4,1.12919956901633
"earn_OC5_NaceB-F",4.825,4,0.950456030896046
"earn_OC6_NaceB-F",5.255,2,0.601040764008565
"earn_OC7_NaceB-F",4.95,4,0.555037536268194
"earn_OC8_NaceB-F",5.3,4,0.817353452715939
"earn_OC9_NaceB-F",4.7875,4,0.71839520228539
"earn_OC1_NaceG-N",15.645,4,5.26481085446888
"earn_OC2_NaceG-N",11.3675,4,2.6923270603699
"earn_OC3_NaceG-N",9.2125,4,3.10516102642037
"earn_OC4_NaceG-N",6.9475,4,1.84826720651173
"earn_OC5_NaceG-N",4.965,4,0.802558409089332
"earn_OC6_NaceG-N",5.065,2,0.0212132034355966
"earn_OC7_NaceG-N",5.18,4,0.140712472794703
"earn_OC8_NaceG-N",6.14,4,0.712226555715713
"earn_OC9_NaceG-N",4.25,4,0.625939294181153
"earn_OC1_NaceP-S",12.305,4,3.85760288262024
"earn_OC2_NaceP-S",11.345,4,3.98159515772259
"earn_OC3_NaceP-S",6.65,4,1.55149390373708
"earn_OC4_NaceP-S",5.81,4,1.39864219870559
"earn_OC5_NaceP-S",4.4575,4,0.974213357877353
"earn_OC6_NaceP-S",5.51,2,1.62634559672906
"earn_OC7_NaceP-S",4.87,4,0.444747119158742
"earn_OC8_NaceP-S",4.3075,4,0.504273404679115
"earn_OC9_NaceP-S",4.02,4,1.15120227009274
"expend_ED5-8",1.2175,4,0.21077238908358
