"","mean","n","stdev"
"pop_Total",4605501,1,NA
"pop_Y0-14",22.0027745081371,1,NA
"pop_Y15-24",11.4135248260721,1,NA
"pop_Y25-64",53.9744101673195,1,NA
"pop_Y65-74",7.30348337781275,1,NA
"pop_YGE75",5.30580712065853,1,NA
"ARPR",16.4,1,NA
"low_work",20.8,1,NA
"rooms_pp",2,1,NA
"mat_depriv",8.4,1,NA
"ARPR_socexcl",27.5,1,NA
"emp_Y15-24_ED0-2",10.7454667562122,1,NA
"emp_Y25-64_ED0-2",13.8690406465972,1,NA
"emp_Y15-24_ED3-4",59.8388179986568,1,NA
"emp_Y25-64_ED3-4",36.0899613447347,1,NA
"emp_Y15-24_ED5-8",27.1323035594359,1,NA
"emp_Y25-64_ED5-8",46.614735855687,1,NA
"emp_TF",43.7301586353323,1,NA
"emp_TP",13.4386600888224,1,NA
"emp_Y15-24",28.326833444307,1,NA
"emp_Y25-64",68.6863583115562,1,NA
"emp_YGE65",9.91870450698356,1,NA
"emp_Y15-24_NaceA",3.5594358629953,1,NA
"emp_Y25-64_NaceA",4.7967670141736,1,NA
"emp_Y15-24_NaceB-E",9.46944257891202,1,NA
"emp_Y25-64_NaceB-E",13.0022256061848,1,NA
"emp_Y15-24_NaceF",3.5594358629953,1,NA
"emp_Y25-64_NaceF",6.00327984069345,1,NA
"emp_Y15-24_NaceG-I",48.9590329079919,1,NA
"emp_Y25-64_NaceG-I",24.1888251142087,1,NA
"emp_Y15-24_NaceJ",3.29079919408999,1,NA
"emp_Y25-64_NaceJ",4.44535551130374,1,NA
"emp_Y15-24_NaceK",2.68636668905306,1,NA
"emp_Y25-64_NaceK",5.00175705751435,1,NA
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",0.521260395923626,1,NA
"emp_Y15-24_NaceM_N",7.18603089321692,1,NA
"emp_Y25-64_NaceM_N",9.62281832025302,1,NA
"emp_Y15-24_NaceO-Q",12.558764271323,1,NA
"emp_Y25-64_NaceO-Q",27.3866697903245,1,NA
"emp_Y15-24_NaceR-U",8.32773673606447,1,NA
"emp_Y25-64_NaceR-U",4.88461988989106,1,NA
"unemp_Y15-24",8.90326262722344,1,NA
"unemp_YGE25",6.9485931667797,1,NA
"GDP",36800,1,NA
"GVAgr",5.5,1,NA
"disp_income",13800,1,NA
"training",6.9,1,NA
"earn_OC1_NaceB-F",24.13,1,NA
"earn_OC2_NaceB-F",23.07,1,NA
"earn_OC3_NaceB-F",18.34,1,NA
"earn_OC4_NaceB-F",13.87,1,NA
"earn_OC5_NaceB-F",13.13,1,NA
"earn_OC6_NaceB-F",NA,0,NA
"earn_OC7_NaceB-F",13.12,1,NA
"earn_OC8_NaceB-F",13.68,1,NA
"earn_OC9_NaceB-F",11.83,1,NA
"earn_OC1_NaceG-N",22.14,1,NA
"earn_OC2_NaceG-N",25.44,1,NA
"earn_OC3_NaceG-N",18.24,1,NA
"earn_OC4_NaceG-N",15,1,NA
"earn_OC5_NaceG-N",11.73,1,NA
"earn_OC6_NaceG-N",NA,0,NA
"earn_OC7_NaceG-N",14.7,1,NA
"earn_OC8_NaceG-N",14.56,1,NA
"earn_OC9_NaceG-N",10.96,1,NA
"earn_OC1_NaceP-S",26.71,1,NA
"earn_OC2_NaceP-S",27.3,1,NA
"earn_OC3_NaceP-S",20.23,1,NA
"earn_OC4_NaceP-S",18.16,1,NA
"earn_OC5_NaceP-S",15.23,1,NA
"earn_OC6_NaceP-S",NA,0,NA
"earn_OC7_NaceP-S",16.31,1,NA
"earn_OC8_NaceP-S",10.99,1,NA
"earn_OC9_NaceP-S",14.13,1,NA
"expend_ED5-8",1.26,1,NA
