"","mean","n","stdev"
"pop_Total",9767955.25,4,7534619.33905288
"pop_Y0-14",14.601405119812,4,0.730264157037303
"pop_Y15-24",11.2444221556063,4,0.628605590623774
"pop_Y25-64",55.9810825659678,4,0.716700630597482
"pop_Y65-74",10.0383108685601,4,0.942771160714173
"pop_YGE75",8.13477929005377,4,0.65916785677437
"ARPR",20.775,4,4.2145581025773
"low_work",10.375,4,2.4984995497298
"rooms_pp",1.125,4,0.0957427107756338
"mat_depriv",25.55,4,5.76917093986071
"ARPR_socexcl",36.225,4,4.60534110209729
"emp_Y15-24_ED0-2",18.4412993190918,4,10.7977864321312
"emp_Y25-64_ED0-2",12.842244329377,4,6.3189173254484
"emp_Y15-24_ED3-4",67.8289865386899,4,9.05989452818295
"emp_Y25-64_ED3-4",58.4206522027797,4,2.24810275067059
"emp_Y15-24_ED5-8",13.6935346921459,4,5.25395721903397
"emp_Y25-64_ED5-8",28.7038335628511,4,6.68746203029717
"emp_TF",51.2976615065956,4,1.6671865507915
"emp_TP",3.67123137759923,4,1.76571876990698
"emp_Y15-24",23.9157330676736,4,4.54291267795211
"emp_Y25-64",69.2853098268854,4,1.71776283915102
"emp_YGE65",5.82535237744539,4,3.96535782977475
"emp_Y15-24_NaceA",15.2334626773299,4,17.6292222460703
"emp_Y25-64_NaceA",10.7728012522142,4,9.1186589924928
"emp_Y15-24_NaceB-E",20.3118887726746,4,5.67443572102889
"emp_Y25-64_NaceB-E",21.3791472265107,4,3.81861953626503
"emp_Y15-24_NaceF",7.93721592101592,4,1.57295815097275
"emp_Y25-64_NaceF",7.3927517462278,4,0.857082770621052
"emp_Y15-24_NaceG-I",31.588276306356,4,8.67497028056465
"emp_Y25-64_NaceG-I",25.0180375600227,4,3.40603481807622
"emp_Y15-24_NaceJ",2.8796361356411,4,1.55879224276089
"emp_Y25-64_NaceJ",2.41967064582701,4,0.472581601398717
"emp_Y15-24_NaceK",1.25047366426677,1,NA
"emp_Y25-64_NaceK",1.99394075432016,4,0.424523129206234
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",0.855927403156247,4,0.979005476451487
"emp_Y15-24_NaceM_N",5.42334672275862,4,1.42749067876621
"emp_Y25-64_NaceM_N",6.43988672500993,4,1.23816550281638
"emp_Y15-24_NaceO-Q",9.5639028792395,4,6.70686603507033
"emp_Y25-64_NaceO-Q",20.1624501017831,4,4.74491008865869
"emp_Y15-24_NaceR-U",4.93347402738285,4,1.53446458586824
"emp_Y25-64_NaceR-U",3.47394644806004,4,0.679056305886344
"unemp_Y15-24",6.65436498122581,4,0.75856947538064
"unemp_YGE25",5.41787888295626,4,1.7679125064002
"GDP",16025,4,2574.71681290713
"GVAgr",2.625,4,0.888350531415762
"disp_income",8200,4,927.36184954957
"training",3.125,4,1.81176709319934
"earn_OC1_NaceB-F",11.9725,4,3.76835397311169
"earn_OC2_NaceB-F",9.215,4,3.57361161851704
"earn_OC3_NaceB-F",6.47,4,1.48384635323203
"earn_OC4_NaceB-F",5.2825,4,1.5777700508418
"earn_OC5_NaceB-F",3.7975,4,1.59984113794672
"earn_OC6_NaceB-F",3.675,4,1.24497657273808
"earn_OC7_NaceB-F",4.1175,4,0.844763280451986
"earn_OC8_NaceB-F",4.19,4,0.888181663099766
"earn_OC9_NaceB-F",3.6725,4,1.00778221853732
"earn_OC1_NaceG-N",13.375,4,0.781387654539453
"earn_OC2_NaceG-N",10.7975,4,2.71783461601327
"earn_OC3_NaceG-N",7.0775,4,1.68675971416599
"earn_OC4_NaceG-N",5.4425,4,1.45932347339444
"earn_OC5_NaceG-N",4.2375,4,1.60539455171203
"earn_OC6_NaceG-N",3.92666666666667,3,0.893159187006064
"earn_OC7_NaceG-N",4.015,4,0.97288231559629
"earn_OC8_NaceG-N",4.655,4,1.2084287318663
"earn_OC9_NaceG-N",3.5975,4,1.16622968006592
"earn_OC1_NaceP-S",9.1975,4,1.65811891411121
"earn_OC2_NaceP-S",6.735,4,1.57939861972841
"earn_OC3_NaceP-S",5.0275,4,0.714486995449649
"earn_OC4_NaceP-S",4.445,4,0.984361044874627
"earn_OC5_NaceP-S",3.505,4,0.827385440207082
"earn_OC6_NaceP-S",3.54666666666667,3,1.07379389704605
"earn_OC7_NaceP-S",3.695,4,0.86373221158721
"earn_OC8_NaceP-S",3.87,4,0.974508423086567
"earn_OC9_NaceP-S",3.0575,4,0.839697366118691
"expend_ED5-8",0.75,4,0.123558353285671
