"","mean","n","stdev"
"pop_Total",5996484.33333333,3,4255470.30888776
"pop_Y0-14",14.9786285001023,3,0.359358048399342
"pop_Y15-24",11.134710449926,3,1.2920094609365
"pop_Y25-64",57.7620352490277,3,0.812685790004598
"pop_Y65-74",9.26285515928033,3,1.27788831215333
"pop_YGE75",6.86177064166368,3,1.35796406724197
"ARPR",12.2666666666667,3,2.41729876790879
"low_work",7.8,3,0.818535277187245
"rooms_pp",1.33333333333333,3,0.208166599946613
"mat_depriv",7.73333333333333,3,1.87705443004015
"ARPR_socexcl",17.8666666666667,3,2.83783955383903
"emp_Y15-24_ED0-2",11.1915782888715,3,6.31413558087776
"emp_Y25-64_ED0-2",5.97543708316717,3,3.35407350190543
"emp_Y15-24_ED3-4",80.8158257131101,3,6.85358270803109
"emp_Y25-64_ED3-4",67.0369089979226,3,9.22598998925347
"emp_Y15-24_ED5-8",7.99259599801832,3,0.982340864469185
"emp_Y25-64_ED5-8",26.9847451876261,3,5.8820346199836
"emp_TF",53.3693623881674,3,2.90289392496091
"emp_TP",4.39595213321205,3,1.84509354563585
"emp_Y15-24",25.086863964225,3,2.87694096285042
"emp_Y25-64",72.0659980287197,3,3.94326954303248
"emp_YGE65",4.52547600961808,3,2.44992869140953
"emp_Y15-24_NaceA",7.13365199721222,3,8.20611147279888
"emp_Y25-64_NaceA",4.46990911955462,3,2.30439828502549
"emp_Y15-24_NaceB-E",31.3020085480851,3,7.81774142159446
"emp_Y25-64_NaceB-E",26.9794206241459,3,2.09265753192586
"emp_Y15-24_NaceF",6.67641761342167,3,1.21347589970816
"emp_Y25-64_NaceF",7.95806234870089,3,1.91549299728688
"emp_Y15-24_NaceG-I",31.420531358373,3,2.77215325071927
"emp_Y25-64_NaceG-I",21.6709745453495,3,1.09794322530372
"emp_Y15-24_NaceJ",2.11077033528982,3,0.553647556883597
"emp_Y25-64_NaceJ",2.99394889150591,3,0.535520724216995
"emp_Y15-24_NaceK",1.79327153185379,2,0.248931084643222
"emp_Y25-64_NaceK",2.49153389217802,3,0.306067833560396
"emp_Y15-24_NaceL",0.667556742323097,1,NA
"emp_Y25-64_NaceL",0.638535509888596,3,0.278791312108559
"emp_Y15-24_NaceM_N",4.9603139615924,3,0.812404555797091
"emp_Y25-64_NaceM_N",6.84346277823129,3,0.917722305031318
"emp_Y15-24_NaceO-Q",9.69064622851433,3,1.78988238891698
"emp_Y25-64_NaceO-Q",22.3021805612583,3,1.76804604772285
"emp_Y15-24_NaceR-U",4.56895357331788,3,0.254401453492693
"emp_Y25-64_NaceR-U",3.46887531616908,3,0.385560919846856
"unemp_Y15-24",7.00716397596888,3,2.09842677471057
"unemp_YGE25",6.01827995488141,3,2.22666353914564
"GDP",22300,3,1081.6653826392
"GVAgr",3.03333333333333,3,0.665832811847939
"disp_income",11466.6666666667,3,472.581562625261
"training",8.26666666666667,3,4.64578662158878
"earn_OC1_NaceB-F",17.81,3,3.94407150036609
"earn_OC2_NaceB-F",13.31,3,3.60205496904198
"earn_OC3_NaceB-F",9.50666666666667,3,2.09151460270621
"earn_OC4_NaceB-F",8.04,3,1.72357187259482
"earn_OC5_NaceB-F",5.67666666666667,3,1.60515835148229
"earn_OC6_NaceB-F",6.15,3,1.56789668026946
"earn_OC7_NaceB-F",5.91333333333333,3,0.928242066130022
"earn_OC8_NaceB-F",6.18,3,0.76
"earn_OC9_NaceB-F",5.32333333333333,3,0.990420785996202
"earn_OC1_NaceG-N",17.2533333333333,3,4.36802396208324
"earn_OC2_NaceG-N",13.45,3,2.6614094010505
"earn_OC3_NaceG-N",10.02,3,1.89649677036371
"earn_OC4_NaceG-N",7.84666666666667,3,1.74557535882394
"earn_OC5_NaceG-N",5.78,3,1.03203682104855
"earn_OC6_NaceG-N",5.40333333333333,3,1.6637708175507
"earn_OC7_NaceG-N",5.93,3,1.44419527765465
"earn_OC8_NaceG-N",5.91,3,1.40616499743096
"earn_OC9_NaceG-N",4.81333333333333,3,0.898461648226196
"earn_OC1_NaceP-S",14.25,3,4.89359785842686
"earn_OC2_NaceP-S",10.1366666666667,3,2.74518366112968
"earn_OC3_NaceP-S",8.22333333333333,3,1.65847319343224
"earn_OC4_NaceP-S",7.13333333333333,3,1.56921424073749
"earn_OC5_NaceP-S",5.62,3,1.4008211877324
"earn_OC6_NaceP-S",5.59333333333333,3,1.85227787692164
"earn_OC7_NaceP-S",5.63,3,1.15295273103454
"earn_OC8_NaceP-S",5.06666666666667,3,1.26737261029791
"earn_OC9_NaceP-S",4.53666666666667,3,1.12881944230835
"expend_ED5-8",1.02333333333333,3,0.113724814061546
