"","X1vsX2","X1vsX3","X1vsX4","X1vsX5","X1vsX6","X1vsX7","X1vsX8","X1vsX9","X1vsX10","X2vsX3","X2vsX4","X2vsX5","X2vsX6","X2vsX7","X2vsX8","X2vsX9","X2vsX10","X3vsX4","X3vsX5","X3vsX6","X3vsX7","X3vsX8","X3vsX9","X3vsX10","X4vsX5","X4vsX6","X4vsX7","X4vsX8","X4vsX9","X4vsX10","X5vsX6","X5vsX7","X5vsX8","X5vsX9","X5vsX10","X6vsX7","X6vsX8","X6vsX9","X6vsX10","X7vsX8","X7vsX9","X7vsX10","X8vsX9","X8vsX10","X9vsX10"
"emp_Y25-64",0.791213301973661,0.488326125670909,0.120124510585884,0.0247993630616863,0.535944476521551,0.0328153899880558,0.058805184157701,0.799921278713078,0.4473988072825,0.254130882289479,0.0387817397799435,0.0060995796696306,0.349792234922265,0.0101163487773964,0.00599500720818136,0.775557716656674,0.111981817851364,0.358569147787663,0.107026896666027,0.957640052334964,0.0383849989831881,0.0461409029742453,0.535274944786377,0.772795276540355,0.468099916797806,0.347582516919078,0.02231846858246,0.0233381589600024,0.287481957212912,0.726757955961493,0.10012113042031,0.00495806362277607,0.00535834399047504,0.117379440450125,0.386554525746608,0.0335590233894264,0.0582924015327104,0.59504062705002,0.773498733181645,0.377676679712106,0.312912861927592,0.217627533970073,0.0418610883750565,0.0236123199000135,NA
"emp_YGE65",0.616020273352004,0.922581158737084,0.573409081183589,0.0543060460425331,0.118748824672968,0.216203675203067,0.215419785801083,0.0710165737291494,0.615235620450352,0.641770959927743,0.968573229791859,0.494142381044207,0.401765282452051,0.36621425683485,0.347524845801293,0.423949350248141,0.652881109795099,0.615409443738473,0.11054825588592,0.181533751606305,0.41512016186985,0.400525030470289,0.196851322903465,0.778973384603592,0.517991404489533,0.451164183581816,0.348875925636812,0.336885591492981,0.462476012809935,0.649578924434803,0.671415925798618,0.0145083501918406,0.0192826023496286,0.215503598058936,0.105640816166143,0.106779725379107,0.104203481823879,0.688287097703025,0.322705475694238,0.866869553338579,0.0402337207468195,0.318269384009851,0.149527150922272,0.663363010827124,NA
"emp_Y15-24_NaceA",0.311324243525159,0.493928487002181,0.260087938315129,0.515287407333179,0.15373123002261,0.0737506176980457,0.631540146144795,0.963999852390013,NA,0.500411617812176,0.2452010120783,0.20010347642607,0.36298881329283,0.719907692247344,0.462012316742984,0.595333359911999,NA,0.301296394888134,0.300762895247652,0.882599308094756,0.670116036019834,0.695558702524361,0.742287327776573,NA,0.092476921346773,0.0169275752355051,0.0155968558570511,0.0458681132341456,0.0957816876696139,NA,0.017871983062028,0.00669611287940059,0.0789382578746408,0.276061990215272,NA,0.178481284012557,0.344281684311455,0.345849298916197,NA,0.150836789021647,0.340818290394161,NA,0.703984805012916,NA,NA
"emp_Y25-64_NaceA",0.129481732023225,0.269957641015962,0.442814369160298,0.851286633304266,0.0437431896615795,0.0106216593778967,0.403766129267554,0.32595194763224,0.510334091451842,0.304324555744639,0.155940827283009,0.119357761082074,0.521747816737699,0.98762864534243,0.366126213619643,0.598943000477861,0.419477665323469,0.129602938995118,0.171171415724944,0.251283579832464,0.0731489726891355,0.727557382805646,0.913466366992912,0.350680176768924,0.39512678817196,0.0395621808973587,0.0140914394608271,0.068583014836795,0.104902065320914,0.700015482238529,0.0306016214956488,0.00547260286716268,0.164791908098455,0.134058594453878,0.380004546463594,0.301393076617164,0.227931094829983,0.535455092357449,0.202609330623616,0.0854202335413093,0.354196867699296,0.238567437179445,0.347090258201844,0.147503928468867,NA
"emp_Y15-24_NaceB-E",0.127976271655504,0.0143508858809783,0.869321675519552,0.0943789472909939,0.0595763387411837,0.892566681929626,0.777734908604519,0.515429960311774,0.258967404518411,0.0816187942727976,0.25553314141973,0.00742001529983808,0.76536306537085,0.373299873173877,0.384922212561737,0.185977596340886,0.105979128546263,0.0456243097958367,0.00224561735947829,0.0858951543253937,0.114363934604244,0.104405206681342,0.136749109272427,0.105683251489566,0.131082744870817,0.149159861528921,0.995411654928078,0.913396504311194,0.586151650918492,0.376998808278612,0.0019741913396296,0.227659145665106,0.12972519847447,0.641375954166953,0.476563687216285,0.254443158531649,0.245905241735884,0.0974202938143971,0.0526633532876949,0.941749077661561,0.741975177835273,0.590802732309926,0.646635207349111,0.492147149095884,NA
"emp_Y25-64_NaceB-E",0.0236685424881082,0.00154703670276028,0.578206810772448,0.743790003191145,0.0272276174173112,0.671126021032682,0.355513518210083,0.790250616466784,0.109039885331325,0.0730979671897406,0.150915409228333,0.00967222759671571,0.551103855321052,0.239207035457397,0.292481255894661,0.14455452194996,0.0382112827096422,0.0229277555551989,0.000299395145294877,0.0130131426067753,0.0631197297582652,0.0416392327077253,0.0286113785214306,0.0133071026712591,0.406512540738414,0.21151652367764,0.98831080918252,0.775769742878846,0.675260335971345,0.238254235363845,0.00747883861365969,0.516644301366192,0.197207827180105,0.873301520409011,0.0460905715447402,0.303082151583482,0.38465864895463,0.103683019765287,0.0195582771309415,0.824422759857676,0.799624214628396,0.458749389526553,0.591861350575154,0.300651302274069,NA
"emp_Y15-24_NaceF",0.968333393551508,0.639541155369794,0.883706769185422,0.453337176398118,0.744725288475239,0.416201461116933,0.51928930165604,0.39338632461122,0.929815612558362,0.303517146772359,0.696776045820856,0.241028409362483,0.568712306164999,0.10767046796569,0.233092764653143,0.0885367802674234,0.794982399187743,0.448237898854103,0.691730989429335,0.802768107062989,0.294525988105547,0.577277649639783,0.156101183051816,0.64124830627083,0.393957177997773,0.796722463382413,0.139010513168177,0.337393189971048,0.0986046870673477,0.972949520604129,0.557844233756121,0.696931802265371,0.884598700632805,0.450735037012667,0.646089869333281,0.369725935745099,0.537463961423999,0.277553799219073,0.900825839965204,0.834299762560919,0.53775495699291,0.427701090527417,0.624690087239945,0.672640609766288,NA
"emp_Y25-64_NaceF",0.842416884866666,0.533836997765771,0.497724121836792,0.0648321781353605,0.471482162943782,0.128860084852084,0.162531958228495,0.218149865936791,0.0399205825927246,0.615070376878668,0.432165245325898,0.0634217073075393,0.577082540989555,0.128153853758638,0.171036677613612,0.242931118930954,0.053258325569428,0.412188908680577,0.134321861375207,0.938317133829082,0.244461267657893,0.324944042616546,0.470041873506303,0.250933643526684,0.165294105613713,0.302530155625169,0.24835661292468,0.262998186610497,0.261784161071341,0.0513124793425175,0.0626639945239686,0.507401668066918,0.897798067214172,0.83581673674868,0.0965344464667828,0.132738669647867,0.191429996534187,0.30073372327127,0.103956759673517,0.628191693503987,0.856279509946532,0.687812444748625,0.79181302301303,0.235956075525287,NA
"emp_Y15-24_NaceG-I",0.351787929470857,0.245346578645873,0.511974200959092,0.459568608413097,0.856219364918565,0.421812774184517,0.32698871910088,0.240006062325857,0.269305940616441,0.975993827589154,0.749869236109491,0.128785088919702,0.318430168431833,0.199250970242946,0.148583036521953,0.171216996612597,0.632732753024281,0.611200997465714,0.0599504433919693,0.0595617610864842,0.100529895239523,0.0170212394090363,0.0317339295694411,0.260419806291904,0.182134239309547,0.430015752570015,0.239511543083384,0.137296189436105,0.167077101614807,0.426407064466886,0.239651103088065,0.748574893052313,0.654528510766873,0.343423772599201,0.130732850329235,0.197687502675235,0.0437368631212872,0.0273591574105468,0.0464469120058401,0.968552412685582,0.676594196847018,0.358618367997806,0.331584954958103,0.118792882911305,NA
"emp_Y25-64_NaceG-I",0.920192326345096,0.106849320441709,0.0732503353179311,0.00565503039476482,0.725624112190553,0.24633049375393,0.679088550659067,0.768140847941078,0.0529632773061531,0.169109280618136,0.122814856064271,0.0124691985438374,0.834075695273173,0.267096622565978,0.655379022325851,0.841592535140958,0.0782368615188405,0.589388456502788,0.00724930786910545,0.0976653231124815,0.0193549835089445,0.0931923611864113,0.18542106795749,0.0342506256249004,0.00574798154829296,0.0586569121496646,0.0129011849767079,0.0682530590743547,0.0767399066878352,0.0191463794071033,0.00275839664359254,0.000992418889656164,0.00789572763063991,0.00361179828209919,0.00824578617564357,0.112612923910128,0.44986601010832,0.887989933835332,0.0314603689659289,0.541584371435562,0.374671681596049,0.13506038870566,0.683301115443907,0.220932430308424,NA
"emp_Y15-24_NaceJ",0.643158122768839,0.278237225279494,0.453115996310844,0.19487221704312,0.8581576740822,0.32118234511957,0.429641121312956,0.926798749895841,NA,0.459620825887881,0.790391813901901,0.377811178498258,0.664564966688816,0.420702169525964,0.604588233839965,0.828681464854781,NA,0.199705710742421,0.980390065233549,0.0262003267215795,0.634313412073338,0.896143891212181,0.206203298993644,NA,0.148688621612837,0.0135469268811543,0.19542475327683,0.405540605760353,0.0646439433691208,NA,0.0124508336969888,0.582701749607472,0.862713269031068,0.122603480227715,NA,0.0622234652068334,0.0942998458474948,0.956865931185738,NA,0.676194474019504,0.414775755368667,NA,0.466992258512223,NA,NA
"emp_Y25-64_NaceJ",0.0473527269070249,0.705749864621224,0.694717993596953,0.0243557272794348,0.187665397808586,0.0783835560693894,0.264840684707223,0.030675735779589,0.0295432932818083,0.191995434515802,0.119465372316487,0.00415922044852179,0.847153864427955,0.907833499583091,0.40786319748727,0.0312780958043655,0.0305179907294244,0.610768589463119,0.0495849958423027,0.394322146008473,0.318908258392461,0.643639869434737,0.143460855920781,0.140468536296942,0.169120100779686,0.238093598425563,0.26536893098716,0.448109484427985,0.32398867672009,0.317908612847285,0.0158569134107281,0.0244304121207588,0.0441373935057988,0.643154655763293,0.625014177537014,0.946227509617054,0.679338182808794,0.107675055490096,0.105452017093137,0.466630640492899,0.139199075412047,0.137894693503757,0.1475276865595,0.145903100195758,NA
"emp_Y15-24_NaceK",0.464433293559917,0.467985610465996,0.992910989342519,0.0803486914502505,0.601126504226189,NA,0.182667026907552,0.966220656812261,NA,0.32579910756287,0.110998817327799,0.829148879518887,NA,NA,0.184442946552535,NA,NA,0.0995383681455451,0.0561962242031934,0.771156094817333,NA,0.0419194456807665,0.209427031061502,NA,0.00282265251410214,0.201113276699327,NA,0.0134575706141195,0.88588852086581,NA,0.198733969334754,NA,0.275653651729756,0.0157458728176706,NA,NA,0.0824940208963536,NA,NA,NA,NA,NA,0.0356514516421004,NA,NA
"emp_Y25-64_NaceK",0.00978235730590832,0.0485561258898787,0.317643581180229,0.0799946676093047,0.0106399648244266,0.124708627059263,0.150162808770962,0.700532639185899,0.00773787882390631,0.148457092175989,0.00457294626227909,0.107003092639052,0.875495113922856,0.12955728259344,0.071875692600007,0.00794626255755199,0.000165575849501323,0.0231186826138969,0.492393184440129,0.194983600641238,0.638148459910041,0.312451180255385,0.0192515362018536,0.00108328186272005,0.232142546658131,0.00915833452539969,0.0653173855521337,0.089492411663404,0.102407803897182,0.00261446441301434,0.112056762714617,0.714803200884668,0.892070473399931,0.101143426508992,0.00146848644047766,0.194287401160859,0.125324901296236,0.0176457529747643,0.000406477377938675,0.443684155155959,0.0659297220875697,0.014850187022985,0.0384701064716079,0.00820560205324152,NA
"emp_Y15-24_NaceL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.826026969276374,0.988648567869698,NA,NA,0.115509834083208,NA,NA,0.801090740275667,NA,NA,0.389318100200508,NA,NA,NA,NA,0.609176472319516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
