"","X1vsX2","X1vsX3","X1vsX4","X1vsX5","X1vsX6","X1vsX7","X1vsX8","X1vsX9","X1vsX10","X2vsX3","X2vsX4","X2vsX5","X2vsX6","X2vsX7","X2vsX8","X2vsX9","X2vsX10","X3vsX4","X3vsX5","X3vsX6","X3vsX7","X3vsX8","X3vsX9","X3vsX10","X4vsX5","X4vsX6","X4vsX7","X4vsX8","X4vsX9","X4vsX10","X5vsX6","X5vsX7","X5vsX8","X5vsX9","X5vsX10","X6vsX7","X6vsX8","X6vsX9","X6vsX10","X7vsX8","X7vsX9","X7vsX10","X8vsX9","X8vsX10","X9vsX10"
"ARPR_socexcl",0.0205357949252919,0.158148710046203,0.546219929885005,0.0594797441962357,0.174568146858034,0.0972643318866242,0.158148710046203,0.426329266387408,0.472509755156168,0.0133462527443391,0.0205357949252919,0.00257491778318848,0.0274484583656885,0.490719626481021,0.158148710046203,0.267885587098141,0.0972643318866242,0.328347364668524,0.648948960946865,0.0182953907411334,0.0594797441962357,0.0541672247066645,0.158148710046203,0.762440975381486,0.0956737340759671,0.0594797441962357,0.0956737340759671,0.0956737340759671,0.267885587098141,0.619819057571585,0.000550048701887915,0.0133462527443391,0.000550048701887915,0.00641700255018445,0.13301266429055,0.101567806095813,0.144795617936399,0.546219929885005,0.0541672247066645,0.449576524351574,0.577231769122024,0.341177401082141,0.446217536418465,0.101567806095813,NA
"emp_Y15-24_ED0-2",0.623264272110268,0.623264272110268,0.962670220945881,0.623264272110268,0.658078268501239,0.623264272110268,0.722975119068261,0.722975119068261,0.898696705114975,0.710369364057848,0.623264272110268,0.552497584424772,0.922780216022081,0.623264272110268,0.84554183933634,0.774853277818149,0.722975119068261,0.623264272110268,0.552497584424772,0.698317257250795,0.722975119068261,0.623264272110268,0.964125930987641,0.623264272110268,0.623264272110268,0.658078268501239,0.623264272110268,0.722975119068261,0.722975119068261,0.898696705114975,0.552497584424772,0.623264272110268,0.623264272110268,0.623264272110268,0.65934792392129,0.623264272110268,0.916411312905984,0.774853277818149,0.774853277818149,0.623264272110268,0.722975119068261,0.623264272110268,0.722975119068261,0.808123416752245,NA
"emp_Y25-64_ED0-2",0.700473918989192,0.503987293493124,0.97693201933122,0.97693201933122,0.97693201933122,0.97693201933122,0.97693201933122,0.97693201933122,0.97693201933122,0.548841538040149,0.97693201933122,0.97693201933122,0.97693201933122,0.97693201933122,0.193833659411965,0.97693201933122,0.97693201933122,0.268055570724289,0.193833659411965,0.97693201933122,0.548841538040149,0.117093027270717,0.587974432202839,0.548841538040149,0.97693201933122,0.97693201933122,0.97693201933122,0.193833659411965,0.97693201933122,0.97693201933122,0.97693201933122,0.97693201933122,0.193833659411965,0.97693201933122,0.97693201933122,0.97693201933122,0.97693201933122,0.97693201933122,0.97693201933122,0.548841538040149,0.97693201933122,0.97693201933122,0.356155940809805,0.356155940809805,NA
"emp_Y15-24_ED3-4",0.811316498565727,0.833534238018473,0.687017486033516,0.317345830406746,0.87180191983571,0.557595639250601,0.401710332600357,0.934751889529867,0.557595639250601,0.317345830406746,0.391567457835531,0.044245717779624,0.925026971027118,0.436959645865901,0.186001682583366,0.941112454319645,0.317345830406746,0.744225092303049,0.0788165640479753,0.482268269403939,0.257913368018746,0.0826504988906392,0.436959645865901,0.133359343734796,0.557595639250601,0.436959645865901,0.391567457835531,0.257913368018746,0.711193542243356,0.436959645865901,0.0788165640479753,0.0755700886636395,0.044245717779624,0.133359343734796,0.0690166376877147,0.482268269403939,0.257913368018746,0.971843121604885,0.436959645865901,0.687017486033516,0.744225092303049,0.833534238018473,0.495490292112281,0.941112454319645,NA
"emp_Y25-64_ED3-4",0.214458503197104,0.205413571373095,0.604095494493091,0.566371291387925,0.705679628809998,0.864610323381105,0.752803253984319,0.864610323381105,0.864610323381105,0.327495559522157,0.655841133154016,0.0743802250043738,0.593801195199945,0.327495559522157,0.158206921883811,0.0743802250043738,0.0743802250043738,0.388447296697167,0.158206921883811,0.327495559522157,0.327495559522157,0.237879961431838,0.327495559522157,0.327495559522157,0.864610323381105,0.896024318910979,0.799779007880684,0.521968878741966,0.705679628809998,0.705679628809998,0.976963911560234,0.755315212741059,0.308593575774891,0.245906906773484,0.237879961431838,0.864610323381105,0.593801195199945,0.752803253984319,0.752803253984319,0.752803253984319,0.864610323381105,0.864610323381105,0.906156732382228,0.91126966102874,NA
"emp_Y15-24_ED5-8",0.103558919132097,0.0278887647557921,0.690719837207831,0.128700950995035,0.146823699703525,0.0767926081268766,0.128700950995035,0.821208805649131,0.146823699703525,0.599075439255311,0.568421612074083,0.821208805649131,0.599075439255311,0.652379053465064,0.821208805649131,0.568421612074083,0.800364645790548,0.495916358852107,0.568421612074083,0.21736045114298,0.913296934242563,0.821208805649131,0.103558919132097,0.880738809707111,0.599075439255311,0.682941115217163,0.568421612074083,0.599075439255311,0.911603710670279,0.682941115217163,0.78290534460768,0.568421612074083,0.682941115217163,0.568421612074083,0.682941115217163,0.380743967174657,0.568421612074083,0.568421612074083,0.568421612074083,0.839046422926157,0.242846285325619,0.839046422926157,0.599075439255311,0.913296934242563,NA
"emp_Y25-64_ED5-8",0.465743283449331,0.465743283449331,0.863982707226551,0.465743283449331,0.980390629613835,0.465743283449331,0.60195012032015,0.698556090841993,0.505213239358164,0.946886004012908,0.356186305108842,0.0761192424710755,0.465743283449331,0.846886400568338,0.980390629613835,0.40730287707882,0.356186305108842,0.356186305108842,0.0761192424710755,0.465743283449331,0.864810915425268,0.980390629613835,0.396778850977183,0.356186305108842,0.468515047705353,0.857367216580204,0.356186305108842,0.505213239358164,0.758635466881009,0.505213239358164,0.465743283449331,0.0761192424710755,0.356186305108842,0.980390629613835,0.505213239358164,0.468515047705353,0.60195012032015,0.698556090841993,0.505213239358164,0.946886004012908,0.356186305108842,0.356186305108842,0.696764525353794,0.60195012032015,NA
"emp_FT",0.0733920352757928,0.0733920352757928,0.721835319495192,0.990929492503075,0.0733920352757928,0.65518603205223,0.260822575052612,0.882405337298631,0.878938924495252,0.602178947622544,0.0733920352757928,0.310042687017951,0.878938924495252,0.0733920352757928,0.0733920352757928,0.123368553636934,0.219349400775351,0.0733920352757928,0.310042687017951,0.886507806478491,0.123368553636934,0.0733920352757928,0.260822575052612,0.310042687017951,0.912819771617385,0.123368553636934,0.417748996114356,0.0733920352757928,0.411947000048448,0.990929492503075,0.310042687017951,0.886507806478491,0.813625922233476,0.972583909913251,0.96525920578237,0.123368553636934,0.0733920352757928,0.300294138117975,0.383322868573209,0.835507765539154,0.941231413248081,0.835507765539154,0.484288782147663,0.342106666337733,NA
"emp_PT",0.120569056673181,0.131520218164807,0.464360513577381,0.348482581212535,0.131520218164807,0.152764778570192,0.464360513577381,0.801922664976039,0.855868535851267,0.714404085315945,0.120569056673181,0.131520218164807,0.186398537697619,0.928967796265546,0.131520218164807,0.120569056673181,0.131520218164807,0.120569056673181,0.149725425398437,0.423845500116095,0.700762568791596,0.153171326043704,0.143629130139025,0.186398537697619,0.68272796219337,0.120569056673181,0.131520218164807,0.186398537697619,0.801922664976039,0.564999876576398,0.131520218164807,0.186398537697619,0.348482581212535,0.724137858645461,0.63039091861499,0.186398537697619,0.15735325858242,0.120569056673181,0.143629130139025,0.131520218164807,0.152764778570192,0.174200523402559,0.186398537697619,0.348482581212535,NA
"emp_Y15-24",0.375739468545607,0.449410064780148,0.804502666250339,0.347587244770876,0.449410064780148,0.312267203799575,0.312267203799575,0.790058345733657,0.487929957115865,0.826353496031331,0.209849607404198,0.060978665579102,0.662612502712048,0.256792133338673,0.251483453878921,0.662612502712048,0.449410064780148,0.267641871677112,0.060978665579102,0.790058345733657,0.209849607404198,0.163049794748603,0.617702688600356,0.312267203799575,0.384636693789065,0.267641871677112,0.209849607404198,0.209849607404198,0.617702688600356,0.377300506063281,0.060978665579102,0.060978665579102,0.060978665579102,0.280645107537668,0.209849607404198,0.209849607404198,0.209849607404198,0.835933730405662,0.375739468545607,0.894860597772901,0.375739468545607,0.790058345733657,0.209849607404198,0.449410064780148,NA
