"vars","pval","adjp","odds","exp","obs","size"
"emp_Y25-64_ED3-4",2.52457412914292e-06,0.00012117955819886,Inf,2.25,9,69
"emp_Y15-24_ED0-2",0.000424763754701473,0.0101943301128354,14.1320754716981,1.95652173913043,7,60
"emp_Y25-64_NaceB-E",0.00100039353851873,0.0132522118643703,11.8196721311475,2.21739130434783,7,68
"unemp_YGE25",0.00110435098869752,0.0132522118643703,11.5725806451613,2.25,7,69
"emp_Y25-64_NaceG-I",0.00888465856953906,0.085292722267575,6.47619047619048,2.25,6,69
"emp_Y25-64_NaceA",0.031504867129172,0.245782689015667,4.50431034482759,2.05434782608696,5,63
"emp_Y15-24_NaceF",0.0358675023146754,0.245782689015667,4.67692307692308,1.40217391304348,4,43
"pop_Y65-74",0.0460842541904376,0.245782689015667,3.96484375,2.25,5,69
"pop_YGE75",0.0460842541904376,0.245782689015667,3.96484375,2.25,5,69
"emp_Y15-24_NaceB-E",0.0860796697229652,0.413182414670233,3.30769230769231,1.82608695652174,4,56
"pop_Y25-64",0.399309878312234,1,1.52272727272727,2.25,3,69
"emp_Y15-24_ED3-4",0.695252322557983,1,0.87012987012987,2.21739130434783,2,68
"emp_Y15-24_NaceM_N",0.779016327867341,1,0.689024390243902,1.3695652173913,1,42
"emp_Y25-64_NaceF",0.924938995703937,1,0.373134328358209,2.21739130434783,1,68
"pop_Total",0.928186827620593,1,0.365808823529412,2.25,1,69
"emp_Y25-64_ED0-2",0.928186827620593,1,0.365808823529412,2.25,1,69
"pop_Y0-14",1,1,0,2.25,0,69
"pop_Y15-24",1,1,0,2.25,0,69
"ARPR",1,1,0,0.684782608695652,0,21
"low_work",1,1,0,0.684782608695652,0,21
"rooms_pp",1,1,0,0.847826086956522,0,26
"mat_depriv",1,1,0,0.684782608695652,0,21
"ARPR_socexcl",1,1,0,0.684782608695652,0,21
"emp_Y15-24_ED5-8",1,1,0,1.6304347826087,0,50
"emp_Y25-64_ED5-8",1,1,0,2.25,0,69
"emp_TF",1,1,0,2.25,0,69
"emp_TP",1,1,0,2.25,0,69
"emp_Y15-24",1,1,0,2.25,0,69
"emp_Y25-64",1,1,0,2.25,0,69
"emp_YGE65",1,1,0,2.08695652173913,0,64
"emp_Y15-24_NaceA",1,1,0,0.58695652173913,0,18
"emp_Y15-24_NaceG-I",1,1,0,2.15217391304348,0,66
"emp_Y15-24_NaceJ",1,1,0,0.456521739130435,0,14
"emp_Y25-64_NaceJ",1,1,0,1.98913043478261,0,61
"emp_Y15-24_NaceK",1,1,0,0.293478260869565,0,9
"emp_Y25-64_NaceK",1,1,0,2.08695652173913,0,64
"emp_Y15-24_NaceL",1,1,0,0.0652173913043478,0,2
"emp_Y25-64_NaceL",1,1,0,1.33695652173913,0,41
"emp_Y25-64_NaceM_N",1,1,0,2.25,0,69
"emp_Y15-24_NaceO-Q",1,1,0,1.76086956521739,0,54
"emp_Y25-64_NaceO-Q",1,1,0,2.25,0,69
"emp_Y15-24_NaceR-U",1,1,0,1.17391304347826,0,36
"emp_Y25-64_NaceR-U",1,1,0,2.25,0,69
"unemp_Y15-24",1,1,0,2.1195652173913,0,65
"GDP",1,1,0,2.25,0,69
"GVAgr",1,1,0,0.945652173913043,0,29
"disp_income",1,1,0,2.28260869565217,0,70
"training",1,1,0,2.25,0,69
