"","mean","n","stdev"
"pop_Total",1941049.77777778,9,695397.469850477
"pop_Y0-14",18.1941469550788,9,1.37528128379513
"pop_Y15-24",12.2183844449853,9,0.739058413383495
"pop_Y25-64",53.8410534263413,9,3.00121846561956
"pop_Y65-74",8.45623789128231,9,2.00462103934441
"pop_YGE75",7.2901772823123,9,1.82204421193662
"ARPR",NA,0,NA
"low_work",NA,0,NA
"rooms_pp",NA,0,NA
"mat_depriv",NA,0,NA
"ARPR_socexcl",NA,0,NA
"emp_Y15-24_ED0-2",5.32717304080038,9,2.17180407131298
"emp_Y25-64_ED0-2",9.98823086858685,9,1.59772458159889
"emp_Y15-24_ED3-4",26.9304242307935,9,5.71723062248894
"emp_Y25-64_ED3-4",28.0199463076288,9,4.31038349809832
"emp_Y15-24_ED5-8",13.4687381661603,9,3.58140369925418
"emp_Y25-64_ED5-8",41.562144892224,9,3.85792200875382
"emp_FT",50.6439132932463,9,2.86863032875332
"emp_PT",17.3079544638412,9,2.0179851010722
"emp_Y15-24",46.105639802627,9,8.38729530272923
"emp_Y25-64",80.2697539960013,9,2.44303730585063
"emp_YGE65",11.9796976449574,9,1.49122485495639
"emp_Y15-24_NaceA",NA,0,NA
"emp_Y25-64_NaceA",0.867514292696012,6,0.389869815035555
"emp_Y15-24_NaceB-E",4.5902654155823,5,3.97454476025618
"emp_Y25-64_NaceB-E",8.2919269933052,9,4.92820367289369
"emp_Y15-24_NaceF",2.77604748263884,8,0.992797458134495
"emp_Y25-64_NaceF",5.64851851090935,9,1.01941999039285
"emp_Y15-24_NaceG-I",18.7514846354026,9,5.55226180314382
"emp_Y25-64_NaceG-I",15.7821857731752,9,1.56180627222037
"emp_Y15-24_NaceJ",1.99664381913084,5,0.46745688154271
"emp_Y25-64_NaceJ",5.35628510505873,8,1.31044287747787
"emp_Y15-24_NaceK",2.37789211378453,4,0.612293790067219
"emp_Y25-64_NaceK",3.76511422034868,9,1.39144898278538
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",0.984469436077011,8,0.206559429788952
"emp_Y15-24_NaceM_N",4.83448452984914,8,1.49839678795188
"emp_Y25-64_NaceM_N",12.0770745532266,9,1.57436698370995
"emp_Y15-24_NaceO-Q",8.31222073872485,9,1.24853887974331
"emp_Y25-64_NaceO-Q",23.4445486950269,9,2.398514628785
"emp_Y15-24_NaceR-U",4.06744972244068,8,0.856366537832206
"emp_Y25-64_NaceR-U",4.30772415382339,9,1.0123749352427
"unemp_Y15-24",8.42210385961687,8,1.39391888409318
"unemp_YGE25",2.8189177304875,9,0.863125161482853
"GDP",36277.7777777778,9,9324.26642929321
"GVAgr",NA,0,NA
"disp_income",19344.4444444444,9,1238.05402861821
"training",18.4777777777778,9,1.41224801095432
"earn_OC1_B-F",22.88,9,0
"earn_OC2_B-F",20.64,9,0
"earn_OC3_B-F",14.96,9,0
"earn_OC4_B-F",11.42,9,0
"earn_OC5_B-F",10.11,9,0
"earn_OC6_B-F",NA,0,NA
"earn_OC7_B-F",10.26,9,0
"earn_OC8_B-F",8.97,9,0
"earn_OC9_B-F",8.51,9,0
"earn_OC1_G-N",21.69,9,0
"earn_OC2_G-N",20.23,9,0
"earn_OC3_G-N",14.4,9,0
"earn_OC4_G-N",10.87,9,0
"earn_OC5_G-N",8.27,9,0
"earn_OC6_G-N",NA,0,NA
"earn_OC7_G-N",10.6,9,0
"earn_OC8_G-N",9.32,9,0
"earn_OC9_G-N",7.62,9,0
"earn_OC1_P-S",21.52,9,0
"earn_OC2_P-S",19.88,9,0
"earn_OC3_P-S",13.22,9,0
"earn_OC4_P-S",10.65,9,0
"earn_OC5_P-S",9.14,9,0
"earn_OC6_P-S",10.35,9,0
"earn_OC7_P-S",10.72,9,0
"earn_OC8_P-S",9.97,9,0
"earn_OC9_P-S",8.04,9,0
"expend_ED5-8",1.56,9,0
