"vars","pval","adjp","odds","exp","obs","size"
"emp_Y15-24_ED3-4",9.11257224076263e-08,2.65184728272048e-06,13.5223214285714,2.83695652173913,13,27
"emp_Y15-24_NaceB-E",1.1049363678002e-07,2.65184728272048e-06,15.144385026738,2.41666666666667,12,23
"emp_Y25-64_ED3-4",1.67156170614434e-05,0.00020058740473732,8.26797385620915,2.94202898550725,11,28
"emp_Y25-64_NaceB-E",1.67156170614434e-05,0.00020058740473732,8.26797385620915,2.94202898550725,11,28
"pop_Y25-64",0.000791696462623939,0.00684257080491844,5.4,2.94202898550725,9,28
"mat_depriv",0.000855321350614805,0.00684257080491844,12.65625,0.945652173913043,5,9
"emp_TF",0.0168040437126263,0.115227728315152,3.42424242424242,2.94202898550725,7,28
"emp_Y25-64_NaceA",0.0336545416596481,0.201927249957888,3.1304347826087,2.6268115942029,6,25
"ARPR_socexcl",0.0569285580110434,0.303618976058898,4.63461538461539,0.945652173913043,3,9
"pop_Y15-24",0.154317285830002,0.673384519985462,2.02898550724638,2.94202898550725,5,28
"emp_Y25-64_NaceG-I",0.154317285830002,0.673384519985462,2.02898550724638,2.94202898550725,5,28
"emp_Y15-24_NaceJ",0.489593225561505,1,1.72857142857143,0.630434782608696,1,6
"emp_Y25-64_NaceL",0.553026597431878,1,1.14567901234568,1.78623188405797,2,17
"emp_Y15-24_NaceG-I",0.559749436212461,1,1.07211538461538,2.83695652173913,3,27
"emp_Y15-24_NaceA",0.593529838447989,1,1.22448979591837,0.840579710144927,1,8
"GVAgr",0.712111589352587,1,0.846428571428571,1.15579710144928,1,11
"pop_Y65-74",0.823742621585522,1,0.62962962962963,2.94202898550725,2,28
"emp_Y25-64_NaceF",0.823742621585522,1,0.62962962962963,2.94202898550725,2,28
"emp_Y25-64_NaceJ",0.945607948655901,1,0.331845238095238,2.6268115942029,1,25
"unemp_Y15-24",0.951892289249442,1,0.317142857142857,2.73188405797101,1,26
"pop_Total",1,1,0,2.94202898550725,0,28
"pop_Y0-14",1,1,0,2.94202898550725,0,28
"pop_YGE75",1,1,0,2.94202898550725,0,28
"ARPR",1,1,0,0.945652173913043,0,9
"low_work",1,1,0,0.945652173913043,0,9
"rooms_pp",1,1,0,1.78623188405797,0,17
"emp_Y15-24_ED0-2",1,1,0,2.52173913043478,0,24
"emp_Y25-64_ED0-2",1,1,0,2.94202898550725,0,28
"emp_Y15-24_ED5-8",1,1,0,2.10144927536232,0,20
"emp_Y25-64_ED5-8",1,1,0,2.94202898550725,0,28
"emp_TP",1,1,0,2.94202898550725,0,28
"emp_Y15-24",1,1,0,2.94202898550725,0,28
"emp_Y25-64",1,1,0,2.94202898550725,0,28
"emp_YGE65",1,1,0,2.73188405797101,0,26
"emp_Y15-24_NaceF",1,1,0,1.78623188405797,0,17
"emp_Y15-24_NaceK",1,1,0,0.420289855072464,0,4
"emp_Y25-64_NaceK",1,1,0,2.73188405797101,0,26
"emp_Y15-24_NaceL",1,1,0,0.105072463768116,0,1
"emp_Y15-24_NaceM_N",1,1,0,1.78623188405797,0,17
"emp_Y25-64_NaceM_N",1,1,0,2.94202898550725,0,28
"emp_Y15-24_NaceO-Q",1,1,0,2.31159420289855,0,22
"emp_Y25-64_NaceO-Q",1,1,0,2.94202898550725,0,28
"emp_Y15-24_NaceR-U",1,1,0,1.57608695652174,0,15
"emp_Y25-64_NaceR-U",1,1,0,2.94202898550725,0,28
"unemp_YGE25",1,1,0,2.94202898550725,0,28
"GDP",1,1,0,3.04710144927536,0,29
"disp_income",1,1,0,3.36231884057971,0,32
"training",1,1,0,2.94202898550725,0,28
