"vars","pval","adjp","odds","exp","obs","size"
"disp_income",0.393305136076642,0.99999999587706,0,0.869565217391304,0,30
"training",0.406470161552011,0.99999999587706,0,0.840579710144927,0,29
"pop_Total",0.420019166937078,0.99999999587706,0,0.811594202898551,0,28
"pop_Y0-14",0.420019166937078,0.99999999587706,0,0.811594202898551,0,28
"pop_Y15-24",0.420019166937078,0.99999999587706,0,0.811594202898551,0,28
"pop_Y25-64",0.420019166937078,0.99999999587706,0,0.811594202898551,0,28
"pop_Y65-74",0.420019166937078,0.99999999587706,0,0.811594202898551,0,28
"pop_YGE75",0.420019166937078,0.99999999587706,0,0.811594202898551,0,28
"emp_Y25-64_ED0-2",0.420019166937078,0.99999999587706,0,0.811594202898551,0,28
"emp_TP",0.420019166937078,0.99999999587706,0,0.811594202898551,0,28
"emp_Y25-64_NaceG-I",0.420019166937078,0.99999999587706,0,0.811594202898551,0,28
"emp_Y25-64_NaceM_N",0.420019166937078,0.99999999587706,0,0.811594202898551,0,28
"emp_Y25-64_NaceR-U",0.420019166937078,0.99999999587706,0,0.811594202898551,0,28
"unemp_YGE25",0.420019166937078,0.99999999587706,0,0.811594202898551,0,28
"GDP",0.420019166937078,0.99999999587706,0,0.811594202898551,0,28
"emp_Y15-24_NaceG-I",0.433961711897645,0.99999999587706,0,0.782608695652174,0,27
"unemp_Y15-24",0.44830755361327,0.99999999587706,0,0.753623188405797,0,26
"emp_Y15-24_ED0-2",0.47824916314421,0.99999999587706,0,0.695652173913043,0,24
"emp_Y15-24_NaceB-E",0.493865462348919,0.99999999587706,0,0.666666666666667,0,23
"emp_Y15-24_NaceR-U",0.635727628642527,0.99999999587706,0,0.434782608695652,0,15
"ARPR",0.76437129462443,0.99999999587706,0,0.260869565217391,0,9
"low_work",0.76437129462443,0.99999999587706,0,0.260869565217391,0,9
"mat_depriv",0.76437129462443,0.99999999587706,0,0.260869565217391,0,9
"ARPR_socexcl",0.76437129462443,0.99999999587706,0,0.260869565217391,0,9
"emp_Y15-24_NaceA",0.787890411382105,0.99999999587706,0,0.231884057971014,0,8
"emp_Y25-64_NaceB-E",0.810410425832951,0.99999999587706,1.27513227513228,0.811594202898551,1,28
"emp_Y25-64_NaceO-Q",0.810410425832951,0.99999999587706,1.27513227513228,0.811594202898551,1,28
"emp_Y25-64_NaceK",0.832044060409813,0.99999999587706,1.38857142857143,0.753623188405797,1,26
"emp_Y25-64_NaceA",0.842629477920751,0.99999999587706,1.45238095238095,0.72463768115942,1,25
"emp_Y25-64_NaceJ",0.842629477920751,0.99999999587706,1.45238095238095,0.72463768115942,1,25
"emp_Y15-24_NaceF",0.9196222655182,0.99999999587706,2.25,0.492753623188406,1,17
"emp_Y15-24_NaceM_N",0.9196222655182,0.99999999587706,2.25,0.492753623188406,1,17
"rooms_pp",0.936071390205926,0.99999999587706,2.59183673469388,0.434782608695652,1,15
"GVAgr",0.936071390205926,0.99999999587706,2.59183673469388,0.434782608695652,1,15
"emp_Y25-64_ED5-8",0.96285659924477,0.99999999587706,3.1025641025641,0.811594202898551,2,28
"emp_Y25-64_NaceF",0.96285659924477,0.99999999587706,3.1025641025641,0.811594202898551,2,28
"emp_Y15-24_NaceL",0.971014492753623,0.99999999587706,0,0.0289855072463768,0,1
"emp_Y15-24_NaceO-Q",0.980960149192085,0.99999999587706,4.13333333333333,0.63768115942029,2,22
"emp_Y15-24_ED5-8",0.985496063861281,0.99999999587706,4.62962962962963,0.579710144927536,2,20
"emp_Y15-24_NaceJ",0.989565854219424,0.99999999587706,7.51428571428571,0.173913043478261,1,6
"emp_Y15-24_NaceK",0.995701486707516,0.99999999587706,12.6190476190476,0.115942028985507,1,4
"emp_YGE65",0.99661489836559,0.99999999587706,6.39130434782609,0.753623188405797,3,26
"emp_Y25-64_ED3-4",0.999656877191935,0.99999999587706,10.1666666666667,0.811594202898551,4,28
"emp_TF",0.999656877191935,0.99999999587706,10.1666666666667,0.811594202898551,4,28
"emp_Y15-24_ED3-4",0.999715345551651,0.99999999587706,10.6521739130435,0.782608695652174,4,27
"emp_Y25-64_NaceL",0.999975950456836,0.99999999587706,19.6153846153846,0.492753623188406,4,17
"emp_Y15-24",0.999999606357426,0.99999999587706,33.5454545454545,0.811594202898551,6,28
"emp_Y25-64",0.99999999587706,0.99999999587706,82.3333333333333,0.811594202898551,7,28
