Sets to variables test for over-representation
76 variables tested, 29 have p < 0.05 
Selected set size: 3 
    Universe size: 276 
                 vars        pval       adjp   odds       exp obs size
1  emp_Y15-24_NaceR-U 0.002059952 0.04786773    Inf 0.3913043   3   36
2    emp_Y25-64_NaceL 0.003075503 0.04786773    Inf 0.4456522   3   41
3  emp_Y15-24_NaceM_N 0.003312080 0.04786773    Inf 0.4565217   3   42
4    emp_Y15-24_NaceF 0.003560486 0.04786773    Inf 0.4673913   3   43
5  emp_Y15-24_NaceO-Q 0.007156170 0.04786773    Inf 0.5869565   3   54
6  emp_Y15-24_NaceB-E 0.007997461 0.04786773    Inf 0.6086957   3   56
7        expend_ED5-8 0.008902224 0.04786773    Inf 0.6304348   3   58
8    emp_Y25-64_NaceJ 0.010383428 0.04786773    Inf 0.6630435   3   61
9    emp_Y15-24_NaceA 0.011624015 0.04786773 32.125 0.1956522   2   18
10          emp_YGE65 0.012020426 0.04786773    Inf 0.6956522   3   64
11   emp_Y25-64_NaceK 0.012020426 0.04786773    Inf 0.6956522   3   64
12 emp_Y15-24_NaceG-I 0.013202158 0.04786773    Inf 0.7173913   3   66
13   emp_Y15-24_ED3-4 0.014458902 0.04786773    Inf 0.7391304   3   68
14 emp_Y25-64_NaceB-E 0.014458902 0.04786773    Inf 0.7391304   3   68
15   emp_Y25-64_NaceF 0.014458902 0.04786773    Inf 0.7391304   3   68
16   emp_Y25-64_ED3-4 0.015116125 0.04786773    Inf 0.7500000   3   69
17   emp_Y25-64_ED5-8 0.015116125 0.04786773    Inf 0.7500000   3   69
18             emp_FT 0.015116125 0.04786773    Inf 0.7500000   3   69
19         emp_Y15-24 0.015116125 0.04786773    Inf 0.7500000   3   69
20         emp_Y25-64 0.015116125 0.04786773    Inf 0.7500000   3   69
21 emp_Y25-64_NaceG-I 0.015116125 0.04786773    Inf 0.7500000   3   69
22 emp_Y25-64_NaceO-Q 0.015116125 0.04786773    Inf 0.7500000   3   69
23                GDP 0.015116125 0.04786773    Inf 0.7500000   3   69
24           training 0.015116125 0.04786773    Inf 0.7500000   3   69
25           rooms_pp 0.024191454 0.07191945 20.750 0.2826087   2   26
26       earn_OC2_B-F 0.025550330 0.07191945    Inf 0.8913043   3   82
27       earn_OC7_P-S 0.025550330 0.07191945    Inf 0.8913043   3   82
28       earn_OC7_G-N 0.026508468 0.07195156    Inf 0.9021739   3   83
29       earn_OC8_G-N 0.027490263 0.07204345    Inf 0.9130435   3   84
