Sets to variables test for under-representation
76 variables tested, 47 have p < 0.05 
Selected set size: 14 
    Universe size: 276 
                 vars        pval       adjp odds      exp obs size
1        earn_OC9_G-N 0.001933054 0.03178773    0 4.920290   0   97
2        earn_OC9_B-F 0.002096082 0.03178773    0 4.869565   0   96
3        earn_OC5_G-N 0.002096082 0.03178773    0 4.869565   0   96
4        earn_OC5_B-F 0.003120624 0.03178773    0 4.615942   0   91
5        earn_OC6_G-N 0.005348550 0.03178773    0 4.260870   0   84
6        earn_OC2_G-N 0.005766873 0.03178773    0 4.210145   0   83
7        earn_OC9_P-S 0.006215407 0.03178773    0 4.159420   0   82
8        earn_OC2_B-F 0.006696157 0.03178773    0 4.108696   0   81
9        earn_OC8_P-S 0.008353583 0.03178773    0 3.956522   0   78
10       earn_OC3_B-F 0.008985746 0.03178773    0 3.905797   0   77
11       expend_ED5-8 0.009662093 0.03178773    0 3.855072   0   76
12       earn_OC1_B-F 0.010385458 0.03178773    0 3.804348   0   75
13       earn_OC4_B-F 0.010385458 0.03178773    0 3.804348   0   75
14       earn_OC4_G-N 0.011158843 0.03178773    0 3.753623   0   74
15       earn_OC2_P-S 0.011985424 0.03178773    0 3.702899   0   73
16        disp_income 0.013811806 0.03178773    0 3.601449   0   71
17       earn_OC8_G-N 0.013811806 0.03178773    0 3.601449   0   71
18       earn_OC5_P-S 0.013811806 0.03178773    0 3.601449   0   71
19       earn_OC3_G-N 0.014818917 0.03178773    0 3.550725   0   70
20       earn_OC1_P-S 0.014818917 0.03178773    0 3.550725   0   70
21       earn_OC7_P-S 0.014818917 0.03178773    0 3.550725   0   70
22         pop_Y65-74 0.015893864 0.03178773    0 3.500000   0   69
23          pop_YGE75 0.015893864 0.03178773    0 3.500000   0   69
24   emp_Y25-64_ED0-2 0.015893864 0.03178773    0 3.500000   0   69
25   emp_Y25-64_ED5-8 0.015893864 0.03178773    0 3.500000   0   69
26             emp_PT 0.015893864 0.03178773    0 3.500000   0   69
27         emp_Y15-24 0.015893864 0.03178773    0 3.500000   0   69
28         emp_Y25-64 0.015893864 0.03178773    0 3.500000   0   69
29 emp_Y25-64_NaceM_N 0.015893864 0.03178773    0 3.500000   0   69
30 emp_Y25-64_NaceO-Q 0.015893864 0.03178773    0 3.500000   0   69
31 emp_Y25-64_NaceR-U 0.015893864 0.03178773    0 3.500000   0   69
32                GDP 0.015893864 0.03178773    0 3.500000   0   69
33           training 0.015893864 0.03178773    0 3.500000   0   69
34       earn_OC7_B-F 0.015893864 0.03178773    0 3.500000   0   69
35       earn_OC8_B-F 0.015893864 0.03178773    0 3.500000   0   69
36       earn_OC7_G-N 0.015893864 0.03178773    0 3.500000   0   69
37       earn_OC3_P-S 0.015893864 0.03178773    0 3.500000   0   69
38       earn_OC4_P-S 0.015893864 0.03178773    0 3.500000   0   69
39   emp_Y15-24_ED3-4 0.017040844 0.03237760    0 3.449275   0   68
40       earn_OC1_G-N 0.017040844 0.03237760    0 3.449275   0   68
41 emp_Y15-24_NaceG-I 0.019568881 0.03627402    0 3.347826   0   66
42          emp_YGE65 0.022441552 0.03966414    0 3.246377   0   64
43   emp_Y25-64_NaceK 0.022441552 0.03966414    0 3.246377   0   64
44       earn_OC6_P-S 0.024020355 0.04148970    0 3.195652   0   63
45   emp_Y25-64_NaceJ 0.027491954 0.04643086    0 3.094203   0   61
46   emp_Y15-24_ED0-2 0.029397337 0.04856951    0 3.043478   0   60
47 emp_Y15-24_NaceO-Q 0.043657141 0.07059453    0 2.739130   0   54
