Sets to variables test for under-representation
76 variables tested, 45 have p < 0.05 
Selected set size: 20 
    Universe size: 276 
                 vars         pval       adjp      odds      exp obs size
1        earn_OC7_P-S 0.0006364604 0.01050190 0.0000000 5.942029   0   82
2        earn_OC1_P-S 0.0007091987 0.01050190 0.0000000 5.869565   0   81
3        earn_OC5_B-F 0.0007897894 0.01050190 0.0000000 5.797101   0   80
4        earn_OC3_P-S 0.0007897894 0.01050190 0.0000000 5.797101   0   80
5        earn_OC8_P-S 0.0007897894 0.01050190 0.0000000 5.797101   0   80
6         disp_income 0.0022469747 0.01050190 0.0000000 5.072464   0   70
7        earn_OC2_P-S 0.0022469747 0.01050190 0.0000000 5.072464   0   70
8           pop_Y0-14 0.0024872928 0.01050190 0.0000000 5.000000   0   69
9          pop_Y15-24 0.0024872928 0.01050190 0.0000000 5.000000   0   69
10   emp_Y25-64_ED0-2 0.0024872928 0.01050190 0.0000000 5.000000   0   69
11   emp_Y25-64_ED5-8 0.0024872928 0.01050190 0.0000000 5.000000   0   69
12             emp_PT 0.0024872928 0.01050190 0.0000000 5.000000   0   69
13         emp_Y15-24 0.0024872928 0.01050190 0.0000000 5.000000   0   69
14         emp_Y25-64 0.0024872928 0.01050190 0.0000000 5.000000   0   69
15 emp_Y25-64_NaceM_N 0.0024872928 0.01050190 0.0000000 5.000000   0   69
16 emp_Y25-64_NaceO-Q 0.0024872928 0.01050190 0.0000000 5.000000   0   69
17 emp_Y25-64_NaceR-U 0.0024872928 0.01050190 0.0000000 5.000000   0   69
18           training 0.0024872928 0.01050190 0.0000000 5.000000   0   69
19   emp_Y25-64_NaceF 0.0027518984 0.01100759 0.0000000 4.927536   0   68
20 emp_Y15-24_NaceG-I 0.0033634314 0.01278104 0.0000000 4.782609   0   66
21       unemp_Y15-24 0.0037156232 0.01299178 0.0000000 4.710145   0   65
22          emp_YGE65 0.0041026673 0.01299178 0.0000000 4.637681   0   64
23   emp_Y25-64_NaceK 0.0041026673 0.01299178 0.0000000 4.637681   0   64
24       earn_OC6_P-S 0.0041026673 0.01299178 0.0000000 4.637681   0   64
25       earn_OC8_G-N 0.0054807121 0.01472031 0.1097020 6.086957   1   84
26       earn_OC7_G-N 0.0060168469 0.01472031 0.1116816 6.014493   1   83
27       earn_OC2_B-F 0.0066010031 0.01472031 0.1137102 5.942029   1   82
28       earn_OC3_B-F 0.0066010031 0.01472031 0.1137102 5.942029   1   82
29       earn_OC4_B-F 0.0066010031 0.01472031 0.1137102 5.942029   1   82
30       earn_OC7_B-F 0.0066010031 0.01472031 0.1137102 5.942029   1   82
31       earn_OC9_B-F 0.0066010031 0.01472031 0.1137102 5.942029   1   82
32       earn_OC2_G-N 0.0066010031 0.01472031 0.1137102 5.942029   1   82
33       earn_OC3_G-N 0.0066010031 0.01472031 0.1137102 5.942029   1   82
34       earn_OC4_G-N 0.0066010031 0.01472031 0.1137102 5.942029   1   82
35       earn_OC4_P-S 0.0072370502 0.01472031 0.1157895 5.869565   1   81
36       earn_OC5_P-S 0.0072370502 0.01472031 0.1157895 5.869565   1   81
37       earn_OC9_P-S 0.0072370502 0.01472031 0.1157895 5.869565   1   81
38       expend_ED5-8 0.0073601552 0.01472031 0.0000000 4.202899   0   58
39       earn_OC6_G-N 0.0142535765 0.02777620 0.0000000 3.695652   0   51
40   emp_Y15-24_ED5-8 0.0156374189 0.02971110 0.0000000 3.623188   0   50
41          pop_Total 0.0207450804 0.03753872 0.1455108 5.000000   1   69
42                GDP 0.0207450804 0.03753872 0.1455108 5.000000   1   69
43   emp_Y15-24_ED3-4 0.0225539188 0.03986274 0.1484682 4.927536   1   68
44   emp_Y25-64_NaceJ 0.0397842947 0.06871833 0.1719298 4.420290   1   61
45   emp_Y15-24_ED0-2 0.0430360438 0.07268310 0.1757360 4.347826   1   60
