Sets to variables test for under-representation
76 variables tested, 36 have p < 0.05 
Selected set size: 8 
    Universe size: 276 
                 vars        pval       adjp odds      exp obs size
1        earn_OC8_G-N 0.007773001 0.06999896    0 3.594203   0  124
2        earn_OC4_B-F 0.008651273 0.06999896    0 3.536232   0  122
3        earn_OC9_B-F 0.008651273 0.06999896    0 3.536232   0  122
4        earn_OC3_G-N 0.008651273 0.06999896    0 3.536232   0  122
5        earn_OC4_G-N 0.008651273 0.06999896    0 3.536232   0  122
6        earn_OC9_P-S 0.008651273 0.06999896    0 3.536232   0  122
7        earn_OC1_P-S 0.009122091 0.06999896    0 3.507246   0  121
8        earn_OC4_P-S 0.009122091 0.06999896    0 3.507246   0  121
9        earn_OC5_P-S 0.009122091 0.06999896    0 3.507246   0  121
10       earn_OC3_P-S 0.009615177 0.06999896    0 3.478261   0  120
11       earn_OC5_B-F 0.010131428 0.06999896    0 3.449275   0  119
12       earn_OC1_B-F 0.022399117 0.08654891    0 2.985507   0  103
13       earn_OC3_B-F 0.022399117 0.08654891    0 2.985507   0  103
14       earn_OC7_B-F 0.022399117 0.08654891    0 2.985507   0  103
15       earn_OC8_B-F 0.022399117 0.08654891    0 2.985507   0  103
16       earn_OC2_G-N 0.022399117 0.08654891    0 2.985507   0  103
17       earn_OC7_G-N 0.022399117 0.08654891    0 2.985507   0  103
18       earn_OC9_G-N 0.022399117 0.08654891    0 2.985507   0  103
19       earn_OC5_G-N 0.023478593 0.08654891    0 2.956522   0  102
20       earn_OC2_B-F 0.024603316 0.08654891    0 2.927536   0  101
21       earn_OC1_G-N 0.035434255 0.08654891    0 2.695652   0   93
22          pop_Total 0.037044902 0.08654891    0 2.666667   0   92
23          pop_Y0-14 0.037044902 0.08654891    0 2.666667   0   92
24         pop_Y15-24 0.037044902 0.08654891    0 2.666667   0   92
25   emp_Y25-64_ED0-2 0.037044902 0.08654891    0 2.666667   0   92
26   emp_Y25-64_ED5-8 0.037044902 0.08654891    0 2.666667   0   92
27             emp_PT 0.037044902 0.08654891    0 2.666667   0   92
28 emp_Y25-64_NaceO-Q 0.037044902 0.08654891    0 2.666667   0   92
29        unemp_YGE25 0.037044902 0.08654891    0 2.666667   0   92
30                GDP 0.037044902 0.08654891    0 2.666667   0   92
31           training 0.037044902 0.08654891    0 2.666667   0   92
32 emp_Y25-64_NaceM_N 0.038719248 0.08654891    0 2.637681   0   91
33        disp_income 0.038719248 0.08654891    0 2.637681   0   91
34       earn_OC7_P-S 0.038719248 0.08654891    0 2.637681   0   91
35       earn_OC8_P-S 0.042267682 0.09178125    0 2.579710   0   89
36   emp_Y25-64_NaceK 0.048123723 0.10159453    0 2.492754   0   86
