Sets to variables test for under-representation
76 variables tested, 27 have p < 0.05 
Selected set size: 11 
    Universe size: 276 
           vars        pval      adjp odds      exp obs size
1  earn_OC9_G-N 0.007636874 0.1152877    0 3.865942   0   97
2  earn_OC9_B-F 0.008133949 0.1152877    0 3.826087   0   96
3  earn_OC5_G-N 0.008133949 0.1152877    0 3.826087   0   96
4  earn_OC5_B-F 0.011089787 0.1152877    0 3.626812   0   91
5  earn_OC6_G-N 0.016874756 0.1152877    0 3.347826   0   84
6  earn_OC2_G-N 0.017894659 0.1152877    0 3.307971   0   83
7  earn_OC9_P-S 0.018970295 0.1152877    0 3.268116   0   82
8  earn_OC2_B-F 0.020104388 0.1152877    0 3.228261   0   81
9  earn_OC3_B-F 0.025284088 0.1152877    0 3.068841   0   77
10 earn_OC1_B-F 0.028304660 0.1152877    0 2.989130   0   75
11 earn_OC4_B-F 0.028304660 0.1152877    0 2.989130   0   75
12 earn_OC4_G-N 0.029934772 0.1152877    0 2.949275   0   74
13 earn_OC2_P-S 0.031649785 0.1152877    0 2.909420   0   73
14 earn_OC8_G-N 0.035350515 0.1152877    0 2.829710   0   71
15 earn_OC5_P-S 0.035350515 0.1152877    0 2.829710   0   71
16 earn_OC3_G-N 0.037344647 0.1152877    0 2.789855   0   70
17 earn_OC1_P-S 0.037344647 0.1152877    0 2.789855   0   70
18 earn_OC7_P-S 0.037344647 0.1152877    0 2.789855   0   70
19    pop_Total 0.039440520 0.1152877    0 2.750000   0   69
20   pop_Y25-64 0.039440520 0.1152877    0 2.750000   0   69
21  unemp_YGE25 0.039440520 0.1152877    0 2.750000   0   69
22 earn_OC7_B-F 0.039440520 0.1152877    0 2.750000   0   69
23 earn_OC8_B-F 0.039440520 0.1152877    0 2.750000   0   69
24 earn_OC7_G-N 0.039440520 0.1152877    0 2.750000   0   69
25 earn_OC3_P-S 0.039440520 0.1152877    0 2.750000   0   69
26 earn_OC4_P-S 0.039440520 0.1152877    0 2.750000   0   69
27 earn_OC1_G-N 0.041642782 0.1172167    0 2.710145   0   68
