Sets to variables test for over-representation
76 variables tested, 41 have p < 0.05 
Selected set size: 13 
    Universe size: 276 
                 vars         pval         adjp      odds       exp obs size
1        earn_OC6_B-F 1.044077e-14 7.934985e-13       Inf 1.3659420  13   29
2        earn_OC8_P-S 9.769596e-11 1.892957e-09       Inf 2.4492754  13   52
3        earn_OC1_G-N 1.294471e-10 1.892957e-09       Inf 2.4963768  13   53
4        earn_OC3_G-N 1.294471e-10 1.892957e-09       Inf 2.4963768  13   53
5        earn_OC2_P-S 1.704914e-10 1.892957e-09       Inf 2.5434783  13   54
6  emp_Y25-64_NaceR-U 2.232625e-10 1.892957e-09       Inf 2.5905797  13   55
7                 GDP 2.907605e-10 1.892957e-09       Inf 2.6376812  13   56
8         disp_income 4.854819e-10 1.892957e-09       Inf 2.7318841  13   58
9        expend_ED5-8 4.854819e-10 1.892957e-09       Inf 2.7318841  13   58
10       earn_OC1_B-F 6.226833e-10 1.892957e-09       Inf 2.7789855  13   59
11       earn_OC3_B-F 6.226833e-10 1.892957e-09       Inf 2.7789855  13   59
12       earn_OC4_B-F 6.226833e-10 1.892957e-09       Inf 2.7789855  13   59
13       earn_OC7_B-F 6.226833e-10 1.892957e-09       Inf 2.7789855  13   59
14       earn_OC8_B-F 6.226833e-10 1.892957e-09       Inf 2.7789855  13   59
15       earn_OC9_B-F 6.226833e-10 1.892957e-09       Inf 2.7789855  13   59
16       earn_OC4_G-N 6.226833e-10 1.892957e-09       Inf 2.7789855  13   59
17       earn_OC5_G-N 6.226833e-10 1.892957e-09       Inf 2.7789855  13   59
18       earn_OC7_G-N 6.226833e-10 1.892957e-09       Inf 2.7789855  13   59
19       earn_OC9_G-N 6.226833e-10 1.892957e-09       Inf 2.7789855  13   59
20       earn_OC1_P-S 6.226833e-10 1.892957e-09       Inf 2.7789855  13   59
21       earn_OC3_P-S 6.226833e-10 1.892957e-09       Inf 2.7789855  13   59
22       earn_OC4_P-S 6.226833e-10 1.892957e-09       Inf 2.7789855  13   59
23       earn_OC5_P-S 6.226833e-10 1.892957e-09       Inf 2.7789855  13   59
24       earn_OC7_P-S 6.226833e-10 1.892957e-09       Inf 2.7789855  13   59
25       earn_OC9_P-S 6.226833e-10 1.892957e-09       Inf 2.7789855  13   59
26       earn_OC8_G-N 7.949148e-10 2.323597e-09       Inf 2.8260870  13   60
27 emp_Y25-64_NaceM_N 1.514031e-08 4.109513e-08 61.395349 2.5905797  12   55
28           training 1.514031e-08 4.109513e-08 61.395349 2.5905797  12   55
29           rooms_pp 1.070352e-07 2.805060e-07 36.654545 0.8949275   8   19
30   emp_Y25-64_NaceK 2.393127e-07 6.062588e-07 29.780488 2.4492754  11   52
31             emp_PT 1.016068e-05 2.491005e-05 15.724638 2.6376812  10   56
32   emp_Y25-64_NaceJ 3.660264e-05 8.693127e-05 12.543750 2.3079710   9   49
33       earn_OC5_B-F 6.253653e-05 1.440235e-04 11.511628 2.4492754   9   52
34 emp_Y15-24_NaceG-I 7.414791e-05 1.565345e-04 11.198864 2.4963768   9   53
35       earn_OC2_B-F 7.414791e-05 1.565345e-04 11.198864 2.4963768   9   53
36       earn_OC2_G-N 7.414791e-05 1.565345e-04 11.198864 2.4963768   9   53
37 emp_Y25-64_NaceO-Q 1.208494e-04 2.482313e-04 10.340426 2.6376812   9   56
38       earn_OC6_G-N 1.332919e-04 2.665838e-04 10.422857 2.0253623   8   43
39       earn_OC6_P-S 1.908174e-04 3.718493e-04  9.772973 2.1195652   8   45
40   emp_Y25-64_ED5-8 1.017428e-03 1.933114e-03  7.166667 2.6376812   8   56
41 emp_Y25-64_NaceG-I 6.262720e-03 1.160895e-02  5.095238 2.6376812   7   56
