Sets to variables test for under-representation
76 variables tested, 37 have p < 0.05 
Selected set size: 20 
    Universe size: 276 
                 vars         pval       adjp odds      exp obs size
1        earn_OC9_P-S 0.0006364604 0.02727475    0 5.942029   0   82
2        earn_OC2_P-S 0.0016513891 0.02727475    0 5.289855   0   73
3        earn_OC5_P-S 0.0020288218 0.02727475    0 5.144928   0   71
4        earn_OC1_P-S 0.0022469747 0.02727475    0 5.072464   0   70
5        earn_OC7_P-S 0.0022469747 0.02727475    0 5.072464   0   70
6        earn_OC7_G-N 0.0024872928 0.02727475    0 5.000000   0   69
7        earn_OC8_B-F 0.0041026673 0.02727475    0 4.637681   0   64
8        earn_OC6_P-S 0.0045278141 0.02727475    0 4.565217   0   63
9        earn_OC7_B-F 0.0049945991 0.02727475    0 4.492754   0   62
10       earn_OC1_B-F 0.0066849116 0.02727475    0 4.275362   0   59
11       earn_OC8_G-N 0.0066849116 0.02727475    0 4.275362   0   59
12       earn_OC9_B-F 0.0073601552 0.02727475    0 4.202899   0   58
13       earn_OC5_G-N 0.0073601552 0.02727475    0 4.202899   0   58
14                GDP 0.0080998693 0.02727475    0 4.130435   0   57
15       earn_OC3_G-N 0.0080998693 0.02727475    0 4.130435   0   57
16       earn_OC3_P-S 0.0080998693 0.02727475    0 4.130435   0   57
17       earn_OC4_P-S 0.0080998693 0.02727475    0 4.130435   0   57
18         pop_Y25-64 0.0089098562 0.02727475    0 4.057971   0   56
19          pop_YGE75 0.0089098562 0.02727475    0 4.057971   0   56
20   emp_Y25-64_ED0-2 0.0089098562 0.02727475    0 4.057971   0   56
21   emp_Y25-64_ED3-4 0.0089098562 0.02727475    0 4.057971   0   56
22             emp_FT 0.0089098562 0.02727475    0 4.057971   0   56
23       earn_OC2_G-N 0.0089098562 0.02727475    0 4.057971   0   56
24 emp_Y25-64_NaceB-E 0.0097964091 0.02727475    0 3.985507   0   55
25        disp_income 0.0097964091 0.02727475    0 3.985507   0   55
26       earn_OC1_G-N 0.0097964091 0.02727475    0 3.985507   0   55
27       earn_OC4_G-N 0.0097964091 0.02727475    0 3.985507   0   55
28       earn_OC2_B-F 0.0107663506 0.02727475    0 3.913043   0   54
29       earn_OC3_B-F 0.0107663506 0.02727475    0 3.913043   0   54
30       earn_OC4_B-F 0.0107663506 0.02727475    0 3.913043   0   54
31       earn_OC9_G-N 0.0118270748 0.02899541    0 3.840580   0   53
32       earn_OC5_B-F 0.0129865919 0.03084316    0 3.768116   0   52
33   emp_Y25-64_NaceA 0.0156374189 0.03601345    0 3.623188   0   50
34   emp_Y15-24_ED0-2 0.0187971537 0.04201717    0 3.478261   0   48
35 emp_Y15-24_NaceB-E 0.0246955871 0.05362470    0 3.260870   0   45
36       earn_OC6_B-F 0.0295629519 0.06241068    0 3.115942   0   43
37       earn_OC6_G-N 0.0386044647 0.07929566    0 2.898551   0   40
