"","mean","n","stdev"
"pop_Total",699632.875,8,687638.90532655
"pop_Y0-14",19.3365934156176,8,3.67060938073527
"pop_Y15-24",12.2301164166746,8,1.41373482489263
"pop_Y25-64",53.4352753600641,8,1.7707708224271
"pop_Y65-74",7.83510457357846,8,2.06786586134838
"pop_YGE75",7.16291023406533,8,2.46645016647999
"ARPR",33.275,4,10.5802882758458
"low_work",22,4,3.38919852865934
"rooms_pp",1.45,4,0.264575131106459
"mat_depriv",11.8,4,3.37441352929167
"ARPR_socexcl",40.525,4,9.9867829321225
"emp_Y15-24_ED0-2",33.3685776823032,3,15.6967609060704
"emp_Y25-64_ED0-2",32.4639717809688,8,6.22473194252011
"emp_Y15-24_ED3-4",57.4345106203042,5,16.1357563930552
"emp_Y25-64_ED3-4",36.3812540444347,8,8.29051429571899
"emp_Y15-24_ED5-8",17.2222222222222,2,0.785674201318388
"emp_Y25-64_ED5-8",30.8676055292831,8,6.45767702035404
"emp_TF",32.4868859253134,8,5.88779475242118
"emp_TP",7.43828055074771,8,2.05289477469667
"emp_Y15-24",12.912502310986,8,3.77954092876029
"emp_Y25-64",51.2645252502899,8,8.79098462849478
"emp_YGE65",2.68831754989858,3,1.49880727561944
"emp_Y15-24_NaceA",9.36065024300318,2,2.99930830096054
"emp_Y25-64_NaceA",7.07327005693929,5,4.60205595816117
"emp_Y15-24_NaceB-E",12.0764203117144,2,4.92024024717035
"emp_Y25-64_NaceB-E",7.58159569845957,6,3.04033313486975
"emp_Y15-24_NaceF",4.07407407407407,1,NA
"emp_Y25-64_NaceF",7.58015428190547,6,3.33307145874995
"emp_Y15-24_NaceG-I",41.3658454834925,3,12.8546222908423
"emp_Y25-64_NaceG-I",23.2608253368692,8,3.21445161445546
"emp_Y15-24_NaceJ",NA,0,NA
"emp_Y25-64_NaceJ",1.59385276839056,3,0.649584481135366
"emp_Y15-24_NaceK",NA,0,NA
"emp_Y25-64_NaceK",2.03866441039487,5,0.773041095806042
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",1.00931939061222,2,0.861368130996728
"emp_Y15-24_NaceM_N",15.8371040723982,1,NA
"emp_Y25-64_NaceM_N",8.76231067134064,8,2.28048092179749
"emp_Y15-24_NaceO-Q",13.7847047650969,3,12.4185698249432
"emp_Y25-64_NaceO-Q",39.2526921261537,8,10.8370945804323
"emp_Y15-24_NaceR-U",7.81716105245517,2,1.10326196293728
"emp_Y25-64_NaceR-U",6.99336512354387,7,1.51056660542664
"unemp_Y15-24",15.8466675119732,7,3.84177523718173
"unemp_YGE25",12.8157902898099,8,5.29886339789843
"GDP",20150,8,2394.04021925877
"GVAgr",1.85714285714286,7,0.923502649079656
"disp_income",13075,8,1953.56816400876
"training",9.4125,8,1.83492895930995
