"","mean","n","stdev"
"pop_Total",5014571.33333333,3,888251.902334205
"pop_Y0-14",14.6585954275612,3,0.740587284740081
"pop_Y15-24",11.6601084121031,3,0.521363556249987
"pop_Y25-64",54.3673372733071,3,0.349649172206449
"pop_Y65-74",9.92904887677215,3,0.613957318495704
"pop_YGE75",9.38491001025647,3,0.954293156466578
"ARPR",34.6666666666667,3,7.74359950755031
"low_work",21.5,3,4.20356991139674
"rooms_pp",1.26666666666667,3,0.152752523165195
"mat_depriv",22.6333333333333,3,3.68284310463171
"ARPR_socexcl",48,3,6.95413546028548
"emp_Y15-24_ED0-2",3.30186472263916,3,0.439939826360318
"emp_Y25-64_ED0-2",17.5468611827688,3,1.58132219833682
"emp_Y15-24_ED3-4",6.88988487550153,3,0.86281821698204
"emp_Y25-64_ED3-4",19.6076097564424,3,0.15574538297218
"emp_Y15-24_ED5-8",0.323947496533094,2,0.0986423965979907
"emp_Y25-64_ED5-8",9.34226748239018,3,0.330758486750514
"emp_FT",29.3406409784567,3,1.65778237803485
"emp_PT",6.00698961527257,3,0.614953346165254
"emp_Y15-24",10.4702657523979,3,0.595524790457437
"emp_Y25-64",46.4952372433266,3,1.8121131106843
"emp_YGE65",1.83873564153355,3,0.160678295172501
"emp_Y15-24_NaceA",0.83322125013122,2,0.0279894436060873
"emp_Y25-64_NaceA",2.92616929307983,3,0.821640359137517
"emp_Y15-24_NaceB-E",1.47514030736469,3,0.599988678029468
"emp_Y25-64_NaceB-E",6.26151991885524,3,1.75244142396789
"emp_Y15-24_NaceF",0.867909583547328,3,0.171883120087081
"emp_Y25-64_NaceF",3.09079582457441,3,0.230855622078577
"emp_Y15-24_NaceG-I",4.77387237890738,3,0.460494989996371
"emp_Y25-64_NaceG-I",11.898132961469,3,0.588424371910029
"emp_Y15-24_NaceJ",NA,0,NA
"emp_Y25-64_NaceJ",0.646401143237562,3,0.137977135250475
"emp_Y15-24_NaceK",NA,0,NA
"emp_Y25-64_NaceK",0.909356951906826,3,0.131853693432392
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",0.189870796351548,3,0.0488236845182122
"emp_Y15-24_NaceM_N",0.710503636770662,3,0.129314727203043
"emp_Y25-64_NaceM_N",4.80893057627143,3,0.471262807293694
"emp_Y15-24_NaceO-Q",0.857750901803139,3,0.105907354133578
"emp_Y25-64_NaceO-Q",12.4885253477857,3,1.40020664489093
"emp_Y15-24_NaceR-U",1.00301113837627,3,0.0921804992417462
"emp_Y25-64_NaceR-U",3.27553442979503,3,0.291044558946039
"unemp_Y15-24",13.9356159684934,3,1.36493585941689
"unemp_YGE25",9.11108661960357,3,0.0171995114581916
"GDP",16966.6666666667,3,251.661147842358
"GVAgr",NA,0,NA
"disp_income",11866.6666666667,3,351.188458428425
"training",5.76666666666667,3,0.55075705472861
"earn_OC1_B-F",36.96,3,0
"earn_OC2_B-F",17.21,3,0
"earn_OC3_B-F",13.53,3,0
"earn_OC4_B-F",12.36,3,0
"earn_OC5_B-F",11.66,3,0
"earn_OC6_B-F",NA,0,NA
"earn_OC7_B-F",9.88,3,0
"earn_OC8_B-F",10.02,3,0
"earn_OC9_B-F",9.75,3,0
"earn_OC1_G-N",25.27,3,0
"earn_OC2_G-N",17.62,3,0
"earn_OC3_G-N",15.71,3,0
"earn_OC4_G-N",12.49,3,0
"earn_OC5_G-N",9.7,3,0
"earn_OC6_G-N",10.07,3,0
"earn_OC7_G-N",8.27,3,0
"earn_OC8_G-N",9.31,3,0
"earn_OC9_G-N",8.21,3,0
"earn_OC1_P-S",32.25,3,0
"earn_OC2_P-S",25.2,3,0
"earn_OC3_P-S",13.25,3,0
"earn_OC4_P-S",12.01,3,0
"earn_OC5_P-S",9.93,3,0
"earn_OC6_P-S",NA,0,NA
"earn_OC7_P-S",8.27,3,0
"earn_OC8_P-S",9.02,3,0
"earn_OC9_P-S",9.58,3,0
"expend_ED5-8",0.84,3,0
