"","mean","n","stdev"
"pop_Total",1030128.36363636,11,478931.389458505
"pop_Y0-14",16.2475476980853,11,0.939048309597595
"pop_Y15-24",11.5392570170231,11,0.634297842485046
"pop_Y25-64",50.4600786149476,11,1.05982062232021
"pop_Y65-74",11.9435974788807,11,0.91543322308047
"pop_YGE75",9.8095191910633,11,0.823671296404846
"ARPR",NA,0,NA
"low_work",NA,0,NA
"rooms_pp",NA,0,NA
"mat_depriv",NA,0,NA
"ARPR_socexcl",NA,0,NA
"emp_Y15-24_ED0-2",7.10834556413134,9,2.14726352598169
"emp_Y25-64_ED0-2",13.351959143309,11,2.14657075265297
"emp_Y15-24_ED3-4",35.9457240161309,11,5.27534158246718
"emp_Y25-64_ED3-4",33.8015169654709,11,3.90956057400446
"emp_Y15-24_ED5-8",10.9304159094402,11,5.43083192620659
"emp_Y25-64_ED5-8",32.3855986001665,11,5.80425959983436
"emp_FT",46.8396268727485,11,4.58225382454238
"emp_PT",19.4031997079446,11,3.25453595829959
"emp_Y15-24",54.4000942601055,11,10.3885111353472
"emp_Y25-64",80.5083173814341,11,8.07670106682524
"emp_YGE65",10.0644932274537,11,2.4151507517524
"emp_Y15-24_NaceA",NA,0,NA
"emp_Y25-64_NaceA",2.5221890708178,9,1.79205124670763
"emp_Y15-24_NaceB-E",6.35417348350243,8,3.10569406675917
"emp_Y25-64_NaceB-E",11.0071850819779,11,3.1771344307673
"emp_Y15-24_NaceF",5.0785072614859,5,1.95574922910844
"emp_Y25-64_NaceF",6.74074729713157,11,1.01290399073167
"emp_Y15-24_NaceG-I",23.0471745631699,11,5.02669680505833
"emp_Y25-64_NaceG-I",17.4372286484222,11,2.43386640390116
"emp_Y15-24_NaceJ",NA,0,NA
"emp_Y25-64_NaceJ",2.48551490226533,10,0.504954877166864
"emp_Y15-24_NaceK",2.88490218225736,1,NA
"emp_Y25-64_NaceK",2.88678404257698,8,1.35492414258236
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",0.974372067324963,6,0.214258037298198
"emp_Y15-24_NaceM_N",4.57702673729259,6,1.06763748668543
"emp_Y25-64_NaceM_N",8.56292315524719,11,1.27259792631352
"emp_Y15-24_NaceO-Q",9.03000041269337,10,2.07675879281735
"emp_Y25-64_NaceO-Q",24.5550580297412,11,3.6463832877794
"emp_Y15-24_NaceR-U",5.05050701422351,7,2.26928240656332
"emp_Y25-64_NaceR-U",3.89241002130804,11,0.403716147074699
"unemp_Y15-24",8.29016630468916,11,2.269211787383
"unemp_YGE25",2.31175907740211,11,0.442075852704215
"GDP",25309.0909090909,11,3397.48570135462
"GVAgr",NA,0,NA
"disp_income",16854.5454545455,11,802.949109674625
"training",15.4363636363636,11,1.41086691595822
"earn_OC1_B-F",22.88,11,0
"earn_OC2_B-F",20.64,11,0
"earn_OC3_B-F",14.96,11,0
"earn_OC4_B-F",11.42,11,0
"earn_OC5_B-F",10.11,11,0
"earn_OC6_B-F",NA,0,NA
"earn_OC7_B-F",10.26,11,0
"earn_OC8_B-F",8.97,11,0
"earn_OC9_B-F",8.51,11,0
"earn_OC1_G-N",21.69,11,0
"earn_OC2_G-N",20.23,11,0
"earn_OC3_G-N",14.4,11,0
"earn_OC4_G-N",10.87,11,0
"earn_OC5_G-N",8.27,11,0
"earn_OC6_G-N",NA,0,NA
"earn_OC7_G-N",10.6,11,0
"earn_OC8_G-N",9.32,11,0
"earn_OC9_G-N",7.62,11,0
"earn_OC1_P-S",21.52,11,0
"earn_OC2_P-S",19.88,11,0
"earn_OC3_P-S",13.22,11,0
"earn_OC4_P-S",10.65,11,0
"earn_OC5_P-S",9.14,11,0
"earn_OC6_P-S",10.35,11,0
"earn_OC7_P-S",10.72,11,0
"earn_OC8_P-S",9.97,11,0
"earn_OC9_P-S",8.04,11,0
"expend_ED5-8",1.56,11,0
