"","mean","n","stdev"
"pop_Total",2928982.8,15,629560.366161771
"pop_Y0-14",14.9098026096487,15,0.863951256066407
"pop_Y15-24",11.8387540193167,15,0.98988458326482
"pop_Y25-64",57.1310717337777,15,1.97963758434159
"pop_Y65-74",8.67603287320484,15,0.895294615096013
"pop_YGE75",7.44433876405206,15,0.929773346427842
"ARPR",21.175,4,12.2736506386649
"low_work",7.175,4,1.92591969372211
"rooms_pp",1.025,4,0.0957427107756338
"mat_depriv",25.15,4,7.65658757759182
"ARPR_socexcl",38.025,4,12.1921764532288
"emp_Y15-24_ED0-2",18.3688569448408,12,13.4200292446996
"emp_Y25-64_ED0-2",13.1141903924529,15,14.3469844826429
"emp_Y15-24_ED3-4",69.0390558500002,15,10.9545346207602
"emp_Y25-64_ED3-4",56.7592643878647,15,10.8058884735146
"emp_Y15-24_ED5-8",15.6377900969765,13,5.85765282938622
"emp_Y25-64_ED5-8",30.1231278182744,15,9.1830480048019
"emp_TF",49.7404928353969,15,5.07039045227859
"emp_TP",4.83143612161887,15,2.03427505944618
"emp_Y15-24",23.0892108065178,15,3.62363763092006
"emp_Y25-64",67.7023521232744,15,6.67444416350893
"emp_YGE65",6.23535530016374,14,3.42663430161408
"emp_Y15-24_NaceA",18.8609604807396,9,13.7025773500923
"emp_Y25-64_NaceA",11.6220399993204,15,8.74878435289943
"emp_Y15-24_NaceB-E",25.8200310512973,14,7.65219830208419
"emp_Y25-64_NaceB-E",22.6006206426918,15,5.73573339676941
"emp_Y15-24_NaceF",9.01563119947263,11,2.99122671576473
"emp_Y25-64_NaceF",7.78287104099926,15,1.10513500354201
"emp_Y15-24_NaceG-I",31.7468422512393,15,7.20570281878846
"emp_Y25-64_NaceG-I",23.0732395455801,15,3.51806374578454
"emp_Y15-24_NaceJ",3.25732899022801,1,NA
"emp_Y25-64_NaceJ",2.49217149536083,14,1.63426125020683
"emp_Y15-24_NaceK",NA,0,NA
"emp_Y25-64_NaceK",2.13285614680181,15,0.952805988613479
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",0.909071631963888,12,0.331236046388132
"emp_Y15-24_NaceM_N",7.23440567743053,9,2.64398938784033
"emp_Y25-64_NaceM_N",6.6632415044736,15,2.65663482202814
"emp_Y15-24_NaceO-Q",8.78396357350804,8,3.04263545447848
"emp_Y25-64_NaceO-Q",19.4299767950416,15,3.67710211750162
"emp_Y15-24_NaceR-U",6.13571867100519,3,0.513321876075766
"emp_Y25-64_NaceR-U",3.48130210359422,15,1.29707029775638
"unemp_Y15-24",8.09558561061125,15,3.03775445151855
"unemp_YGE25",5.26749022605721,15,1.98576487846479
"GDP",18886.6666666667,15,6330.74884609877
"GVAgr",1.85,2,1.62634559672906
"disp_income",10326.6666666667,15,1856.44309160851
"training",3.67333333333333,15,1.91552554022078
