"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"pop_Y0_14/16",0.00307727957753806,0.000164503944687312,10,4.2329486853125e-05,0.0253199360367584
"pop_Y0_14/17",0.00814886657652718,0.000682972416464862,10,4.2329486853125e-05,0.0515912473263596
"pop_Y0_14/18",-0.000519312852086134,0.00148980061848132,10,4.2329486853125e-05,0.0761971137463988
"pop_Y0_14/19",0.00505554793439623,0.000316836637114187,10,4.2329486853125e-05,0.0351392221419957
"pop_Y0_14/20",0.00937600548458171,0.00186376940160531,10,4.2329486853125e-05,0.0852256917032411
"pop_Y0_14/21",-0.00427471800330279,0.000536540576523794,10,4.2329486853125e-05,0.0457273182008388
"pop_Y0_14/22",0.00560524795422562,0.0028874668437359,10,4.2329486853125e-05,0.106079862710132
"pop_Y0_14/23",-0.00410717723301091,0.000635702963265586,10,4.2329486853125e-05,0.0497738877360268
"pop_Y0_14/24",0.0114908592194137,0.0011972038105618,10,4.2329486853125e-05,0.0683059429763754
"pop_Y0_14/25",-0.00114138383141974,5.48206578140468e-06,10,4.2329486853125e-05,0.00462217694743064
"emp_Y25_64_ED5_8/2",0.00767442849642204,0.00797399286753044,4,0.000208271033969219,0.176283785292658
"emp_Y25_64_ED5_8/3",-0.00359340545812061,0.000217350128893472,4,0.000208271033969219,0.0291041149505869
"emp_Y25_64_ED5_8/4",-0.00226090190803167,8.42185992001003e-05,4,0.000208271033969219,0.0181166733023176
"emp_Y25_64_ED5_8/5",-0.00398435492495159,0.00016900014779267,4,0.000208271033969219,0.0256636242618259
"emp_Y25_64_ED5_8/6",-0.00788114021950822,0.000613086492622808,4,0.000208271033969219,0.048880464017526
"emp_Y25_64_ED5_8/7",0.0166730978618451,0.00133575074124738,4,0.000208271033969219,0.0721501366415699
"emp_Y25_64_ED5_8/8",0.0151267039347158,0.00230822743116936,4,0.000208271033969219,0.0948448480186285
"emp_Y25_64_ED5_8/9",0.00163142277801457,0.000388483275250663,4,0.000208271033969219,0.0389099443143261
"emp_Y25_64_ED5_8/10",0.00548527842157936,0.000214127626491794,4,0.000208271033969219,0.0288875558093492
"emp_Y25_64_ED5_8/11",0.00330521795306147,0.0268051939741499,4,0.000208271033969219,0.323209355451851
"emp_Y25_64_ED5_8/12",-0.0254449798396346,0.00522074768709364,4,0.000208271033969219,0.142639825334716
"emp_Y25_64_ED5_8/13",-0.00386685227343689,0.000617816519222063,4,0.000208271033969219,0.0490686606792811
"emp_Y25_64_ED5_8/14",-0.00925872348384943,0.000619589997771704,4,0.000208271033969219,0.0491390374443463
"emp_Y25_64_ED5_8/15",-0.00522525835981913,0.000333739446937977,4,0.000208271033969219,0.0360643589506579
"emp_Y25_64_ED5_8/16",0.0128684465235851,0.00334335932658357,4,0.000208271033969219,0.11414738675595
"emp_Y25_64_ED5_8/17",-0.000542115537883874,9.66790539029733e-05,4,0.000208271033969219,0.0194106751686151
"emp_Y25_64_ED5_8/18",-0.0121525451785378,0.0225469925460518,4,0.000208271033969219,0.296427681099032
"emp_Y25_64_ED5_8/19",0.00997672127719326,0.000561650233531635,4,0.000208271033969219,0.0467850844658142
"emp_Y25_64_ED5_8/20",-0.0157697630863173,0.00501881513337292,4,0.000208271033969219,0.139854049324386
"emp_Y25_64_ED5_8/21",-0.00522033561781523,0.000419930366532629,4,0.000208271033969219,0.0404541505635381
"emp_Y25_64_ED5_8/22",-0.0102332940329734,0.00566874201295414,4,0.000208271033969219,0.148633872230319
"emp_Y25_64_ED5_8/23",-0.0567165249136456,0.0303628550604535,4,0.000208271033969219,0.343989945872737
"emp_Y25_64_ED5_8/24",0.0419631262909079,0.0129151690930222,4,0.000208271033969219,0.224349184011273
"emp_Y25_64_ED5_8/25",0.0111251417869669,0.000494869584601826,4,0.000208271033969219,0.0439157017682596
"emp_Y25_64_NaceG_I/2",-0.0121348282643829,0.0181451990928244,9,0.000221180523296179,0.265922640725546
"emp_Y25_64_NaceG_I/3",-0.0373334989788459,0.0077380593771265,9,0.000221180523296179,0.173656272583444
"emp_Y25_64_NaceG_I/4",0.0174203911990382,0.00366419896378624,9,0.000221180523296179,0.11949891711364
"emp_Y25_64_NaceG_I/5",0.00527495457373098,0.00288752326422301,9,0.000221180523296179,0.10608089909403
"emp_Y25_64_NaceG_I/6",0.040946874290457,0.0482804805286569,9,0.000221180523296179,0.433770724630146
"emp_Y25_64_NaceG_I/7",0.00584490856531517,0.00253017533454164,9,0.000221180523296179,0.0993001157732038
"emp_Y25_64_NaceG_I/8",-0.0333400632380779,0.0163030940425318,9,0.000221180523296179,0.252063210117963
"emp_Y25_64_NaceG_I/9",-0.022339571190614,0.00875610819526112,9,0.000221180523296179,0.184726841929252
"emp_Y25_64_NaceG_I/10",0.00437895884535706,0.0206760553445408,9,0.000221180523296179,0.283862673647316
"emp_Y25_64_NaceG_I/11",-0.0203198014898998,0.031555202470867,9,0.000221180523296179,0.350679138972432
"emp_Y25_64_NaceG_I/12",-0.0307760780032113,0.0229620408185713,9,0.000221180523296179,0.299143581059898
"emp_Y25_64_NaceG_I/13",0.056359529799509,0.0575311573510871,9,0.000221180523296179,0.473506561365391
"emp_Y25_64_NaceG_I/14",0.0595011932891582,0.0680926916472979,9,0.000221180523296179,0.515139315904632
"emp_Y25_64_NaceG_I/15",0.00282624925868159,0.104565889694367,9,0.000221180523296179,0.638365583247555
"emp_Y25_64_NaceG_I/16",-0.0078830933128181,0.0591436992577581,9,0.000221180523296179,0.480096664183542
"emp_Y25_64_NaceG_I/17",-0.00613679260389779,0.00314720452179624,9,0.000221180523296179,0.110748264501741
"emp_Y25_64_NaceG_I/18",-0.015221468246732,0.0100522682504464,9,0.000221180523296179,0.197927655661189
"emp_Y25_64_NaceG_I/19",0.0216580923662376,0.00500006172573368,9,0.000221180523296179,0.139592514025575
"emp_Y25_64_NaceG_I/20",-0.0533081209372478,0.0657622132096066,9,0.000221180523296179,0.506247225900083
"emp_Y25_64_NaceG_I/21",0.0229254100775554,0.0390949300095948,9,0.000221180523296179,0.390332457584352
"emp_Y25_64_NaceG_I/22",-0.0148013100037471,0.00816350754077599,9,0.000221180523296179,0.1783663171007
"emp_Y25_64_NaceG_I/23",0.0247607245457585,0.0306123697569044,9,0.000221180523296179,0.34540046760814
"emp_Y25_64_NaceG_I/24",-0.0620618180965517,0.0251354114721946,9,0.000221180523296179,0.312980619292043
"emp_Y25_64_NaceG_I/25",-0.0176459284625326,0.0012451535466687,9,0.000221180523296179,0.0696603899038863
"emp_Y25_64/2",-0.0539480623545893,1.43193222313453,5,0.00188575527081783,2.36230341133694
"emp_Y25_64/3",0.132771301798327,0.102096319608776,5,0.00188575527081783,0.630782286998437
"emp_Y25_64/4",0.0855562784471997,0.0416965594888488,5,0.00188575527081783,0.403110914130845
"emp_Y25_64/5",-0.204304308321296,0.230101512819053,5,0.00188575527081783,0.946965556636964
"emp_Y25_64/6",-0.13610598506845,0.14904443431828,5,0.00188575527081783,0.762135738909184
"emp_Y25_64/7",0.105563417304156,0.063130949732908,5,0.00188575527081783,0.49601591051108
"emp_Y25_64/8",0.0452277258756914,1.07187758103919,5,0.00188575527081783,2.04384068359358
"emp_Y25_64/9",-0.0196022584260589,0.165978349521835,5,0.00188575527081783,0.804266846963636
"emp_Y25_64/10",0.0857017119119782,0.0461809925288723,5,0.00188575527081783,0.424234591400772
"emp_Y25_64/11",0.135906120007748,1.2442699926652,5,0.00188575527081783,2.20207324243381
"emp_Y25_64/12",-0.0169523519948044,0.179724552934312,5,0.00188575527081783,0.83690883379792
"emp_Y25_64/13",-0.508394020803023,1.19754296705863,5,0.00188575527081783,2.16032951075071
"emp_Y25_64/14",-0.210930652800857,0.26040742837815,5,0.00188575527081783,1.00739810682579
"emp_Y25_64/15",-0.0109149285584993,0.0806273316494756,5,0.00188575527081783,0.560551590994772
"emp_Y25_64/16",0.0137149543531285,1.22371757542008,5,0.00188575527081783,2.18381097756552
"emp_Y25_64/17",-0.366523324827928,0.637655239316096,5,0.00188575527081783,1.57640357902964
"emp_Y25_64/18",-0.166749807072756,0.721698471109362,5,0.00188575527081783,1.6770744347361
"emp_Y25_64/19",-0.0209585275957903,0.0171309832762704,5,0.00188575527081783,0.258383984743365
"emp_Y25_64/20",-0.111615496229083,0.132159552689633,5,0.00188575527081783,0.717668238042992
"emp_Y25_64/21",-0.0867407608280866,0.0971472380350644,5,0.00188575527081783,0.615303910054361
"emp_Y25_64/22",0.146045223294022,0.109188054058563,5,0.00188575527081783,0.652321975056944
"emp_Y25_64/23",0.165240719527022,0.177608082106319,5,0.00188575527081783,0.831966440540191
"emp_Y25_64/24",0.261687876857236,0.42443876252095,5,0.00188575527081783,1.28612140362081
"emp_Y25_64/25",-0.0908419732286215,0.0328847136953142,5,0.00188575527081783,0.357990480733555
"emp_TF/2",0.277773398650154,1.48346186874265,13,0.00283133520290989,2.40443277802837
"emp_TF/3",-0.0560725337250863,0.0654407141235715,13,0.00283133520290989,0.505008236033748
"emp_TF/4",-0.0914472765182299,0.085538301565489,13,0.00283133520290989,0.577370721960705
"emp_TF/5",-0.284872013563409,0.480736316710534,13,0.00283133520290989,1.36876191222326
"emp_TF/6",0.0446842341723564,0.502769933713959,13,0.00283133520290989,1.39977777980106
"emp_TF/7",0.226953489580418,0.452882857491072,13,0.00283133520290989,1.32851782876662
"emp_TF/8",0.557379931142258,14.3713894389203,13,0.00283133520290989,7.48382847325766
"emp_TF/9",0.0349456261535409,0.429192266500127,13,0.00283133520290989,1.29330331260126
"emp_TF/10",0.213863772882171,0.334798603200464,13,0.00283133520290989,1.14226340840156
"emp_TF/11",0.234695536623575,8.89138665135747,13,0.00283133520290989,5.88652772974024
"emp_TF/12",0.109183008312828,2.76272494147417,13,0.00283133520290989,3.28127983977085
"emp_TF/13",-0.520186152980069,1.79796724551537,13,0.00283133520290989,2.64706943779982
"emp_TF/14",-0.152658834914392,0.930768820893765,13,0.00283133520290989,1.90456307168788
"emp_TF/15",0.175437763927163,0.875938202023207,13,0.00283133520290989,1.84761372500151
"emp_TF/16",0.0905412376739873,3.76504648236515,13,0.00283133520290989,3.83053660733781
"emp_TF/17",-0.668609883560763,2.1104358714529,13,0.00283133520290989,2.86787703312795
"emp_TF/18",0.118379387789577,7.03892562220021,13,0.00283133520290989,5.23754339266083
"emp_TF/19",0.144776118535483,0.306581072458165,13,0.00283133520290989,1.09306783689439
"emp_TF/20",0.146436827908356,1.02606611240804,13,0.00283133520290989,1.9996874374008
"emp_TF/21",0.135073335534864,0.66472161999585,13,0.00283133520290989,1.60951247877962
"emp_TF/22",-0.344583989779444,4.41856390145998,13,0.00283133520290989,4.1496839024197
"emp_TF/23",0.696321166762208,3.51390530090091,13,0.00283133520290989,3.70057723279195
"emp_TF/24",0.600250221711246,6.30304238583195,13,0.00283133520290989,4.95620840432784
"emp_TF/25",-0.0804515923198344,0.0266149566704443,13,0.00283133520290989,0.322060399803929
"emp_TP/2",-0.476029446428591,21.2675106875713,41,0.00345902776225579,9.10401104319208
"emp_TP/3",0.19181710527458,0.267050582857311,41,0.00345902776225579,1.02016685920978
"emp_TP/4",-0.128197293228456,0.120609147930671,41,0.00345902776225579,0.685590152008231
"emp_TP/5",-0.255558492413463,0.420626319973571,41,0.00345902776225579,1.28033220057289
"emp_TP/6",-1.42993756449837,12.3252776792442,41,0.00345902776225579,6.93063140513835
"emp_TP/7",-0.00121175729651789,0.0959752084360709,41,0.00345902776225579,0.611580990516183
"emp_TP/8",-0.543651375501164,35.8408381892154,41,0.00345902776225579,11.8185317116931
"emp_TP/9",0.0425298300192994,3.35340934701837,41,0.00345902776225579,3.61507849153757
"emp_TP/10",-0.222787670112204,0.388093355438277,41,0.00345902776225579,1.22982282640789
"emp_TP/11",0.142473846450649,7.58073306814899,41,0.00345902776225579,5.43538170542611
"emp_TP/12",-0.459605250508109,12.0289351907649,41,0.00345902776225579,6.84680625094744
"emp_TP/13",-0.569246750253134,2.68197572213385,41,0.00345902776225579,3.23297143262503
"emp_TP/14",-0.890953856509063,5.82075009404269,41,0.00345902776225579,4.7628173051026
"emp_TP/15",-0.117486076154114,1.11522999004578,41,0.00345902776225579,2.08476288082173
"emp_TP/16",-0.313230367235195,5.55114852948924,41,0.00345902776225579,4.65120916131706
"emp_TP/17",-0.307146168461717,0.748697637348855,41,0.00345902776225579,1.70815657631021
"emp_TP/18",-0.477334000699873,10.0728457716518,41,0.00345902776225579,6.26542503659081
"emp_TP/19",-0.820822900798508,3.69169105636668,41,0.00345902776225579,3.79303736293199
"emp_TP/20",-0.206338205670281,4.36708899855397,41,0.00345902776225579,4.12544182537448
"emp_TP/21",-0.210812586661511,0.659667496927705,41,0.00345902776225579,1.60338194556259
"emp_TP/22",1.27010640239932,24.2111301667097,41,0.00345902776225579,9.71363940457502
"emp_TP/23",-0.153869071000554,1.5743329268869,41,0.00345902776225579,2.47698134260988
"emp_TP/24",0.30242885260901,3.7700215530099,41,0.00345902776225579,3.83306657595963
"emp_TP/25",-0.0454925271943013,NA,41,0.00345902776225579,NA
"unemp_YGE25/2",0.12986524848553,1.12961121342694,5,0.00681020167300918,2.09816164352832
"unemp_YGE25/3",-0.730131575634123,4.36831798086901,5,0.00681020167300918,4.12602227363092
"unemp_YGE25/4",0.300751216312064,1.31726140539839,5,0.00681020167300918,2.26574186714229
"unemp_YGE25/5",0.113843859182626,0.935533233189459,5,0.00681020167300918,1.90943138108966
"unemp_YGE25/6",-0.939701749235023,9.67050327024472,5,0.00681020167300918,6.13901909259525
"unemp_YGE25/7",-0.964019534896071,4.81436221480929,5,0.00681020167300918,4.33155493713958
"unemp_YGE25/8",-0.219147959134157,5.19028042267318,5,0.00681020167300918,4.4974863855337
"unemp_YGE25/9",0.137781122302473,13.0042169776341,5,0.00681020167300918,7.11895994822379
"unemp_YGE25/10",0.424738718065362,3.29785729454313,5,0.00681020167300918,3.58501003294595
"unemp_YGE25/11",0.0304051460582432,146.933445873907,5,0.00681020167300918,23.9295635642853
"unemp_YGE25/12",-0.389523719683092,14.0313699799605,5,0.00681020167300918,7.39476682404672
"unemp_YGE25/13",1.91486753684775,18.3963061962769,5,0.00681020167300918,8.46719888080352
"unemp_YGE25/14",2.27970228826186,24.7003043195835,5,0.00681020167300918,9.81127837244924
"unemp_YGE25/15",0.0823162481208183,6.97991615653389,5,0.00681020167300918,5.21554322325277
"unemp_YGE25/16",0.578086595496139,59.9592290797723,5,0.00681020167300918,15.2863030834581
"unemp_YGE25/17",1.9642387720633,18.6441808813481,5,0.00681020167300918,8.52405218502776
"unemp_YGE25/18",0.262565730699321,37.0509563939076,5,0.00681020167300918,12.0163939350537
"unemp_YGE25/19",0.760360124732126,3.18173384336738,5,0.00681020167300918,3.52132710553118
"unemp_YGE25/20",-0.206652552091869,6.72185919560487,5,0.00681020167300918,5.11822237984384
"unemp_YGE25/21",0.062836704454183,3.84739351655129,5,0.00681020167300918,3.87219973043452
"unemp_YGE25/22",-1.11006524275494,8.55064254575623,5,0.00681020167300918,5.77263132459645
"unemp_YGE25/23",-0.180734760805732,1.12176157058807,5,0.00681020167300918,2.09085889579035
"unemp_YGE25/24",-1.06247163208302,6.05235694919798,5,0.00681020167300918,4.85664894922796
"unemp_YGE25/25",-0.0848369141108778,0.0283984225689465,5,0.00681020167300918,0.332676064025591
"emp_Y25_64_ED3_4/2",0.684565057504496,201.757000340476,34,0.0164685437221892,28.0406936156392
"emp_Y25_64_ED3_4/3",-0.154265972585597,0.237513782341693,34,0.0164685437221892,0.962096985422102
"emp_Y25_64_ED3_4/4",0.7692912685846,2.82450764460572,34,0.0164685437221892,3.31776654237601
"emp_Y25_64_ED3_4/5",0.19493412895365,0.781157520485208,34,0.0164685437221892,1.74479237685378
"emp_Y25_64_ED3_4/6",1.49799283434689,13.3095202337815,34,0.0164685437221892,7.2020419450553
"emp_Y25_64_ED3_4/7",-0.803245657133228,3.36972707392913,34,0.0164685437221892,3.62386332366266
"emp_Y25_64_ED3_4/8",2.10802500783003,45.5799281329319,34,0.0164685437221892,13.3278858369753
"emp_Y25_64_ED3_4/9",0.113856184477999,1.45759195417535,34,0.0164685437221892,2.38337526117927
"emp_Y25_64_ED3_4/10",0.461903358068268,1.4655802930458,34,0.0164685437221892,2.38989738635608
"emp_Y25_64_ED3_4/11",-0.206059122027522,54.1379404909849,34,0.0164685437221892,14.5253066981117
"emp_Y25_64_ED3_4/12",2.33005758336995,53.2483814149504,34,0.0164685437221892,14.4054772705349
"emp_Y25_64_ED3_4/13",-0.0615299950885913,1.43574249982064,34,0.0164685437221892,2.36544428966763
"emp_Y25_64_ED3_4/14",-0.961687863245237,7.2666394855594,34,0.0164685437221892,5.32158806085604
"emp_Y25_64_ED3_4/15",-3.38111425966223,65.7271340060844,34,0.0164685437221892,16.0046725757308
"emp_Y25_64_ED3_4/16",-1.74571003039435,42.9147000516894,34,0.0164685437221892,12.9323510984657
"emp_Y25_64_ED3_4/17",0.0741787909449345,0.831141710259173,34,0.0164685437221892,1.79974918180816
"emp_Y25_64_ED3_4/18",0.252788058567909,107.878363516321,34,0.0164685437221892,20.5041429433973
"emp_Y25_64_ED3_4/19",-0.274617330655571,1.23369633639298,34,0.0164685437221892,2.19269680360897
"emp_Y25_64_ED3_4/20",-0.162790886825523,3.71938907216408,34,0.0164685437221892,3.80723997126515
"emp_Y25_64_ED3_4/21",0.179996707283018,1.43400481185974,34,0.0164685437221892,2.36401240040829
"emp_Y25_64_ED3_4/22",0.255329340495498,16.9494580810397,34,0.0164685437221892,8.12741347379623
"emp_Y25_64_ED3_4/23",-1.58469423503264,20.7136621946891,34,0.0164685437221892,8.98468572759113
"emp_Y25_64_ED3_4/24",-2.76043477326543,78.2530204446941,34,0.0164685437221892,17.4632471649213
"emp_Y25_64_ED3_4/25",-1.79879369419308,NA,34,0.0164685437221892,NA
"pop_YGE75/2",-2.03921608964481,180.771851538475,10,0.0282811932223672,26.5423791789429
"pop_YGE75/3",6.31033931009777,264.980305719678,10,0.0282811932223672,32.1352175533347
"pop_YGE75/4",9.52082174251405,640.230399548712,10,0.0282811932223672,49.9508165156493
"pop_YGE75/5",3.46630097351162,452.746118407365,10,0.0282811932223672,42.0050797696999
"pop_YGE75/6",-7.68901277075382,759.486303417308,10,0.0282811932223672,54.4044493632664
"pop_YGE75/7",-4.81699850469096,517.045769757771,10,0.0282811932223672,44.8888976698077
"pop_YGE75/8",-0.455926460963229,1217.24985885943,10,0.0282811932223672,68.8754282847852
"pop_YGE75/9",-2.35703007106982,1191.51483754098,10,0.0282811932223672,68.1434587786975
"pop_YGE75/10",1.8743324562661,559.972536723854,10,0.0282811932223672,46.7151567022047
"pop_YGE75/11",-2.02876424514975,70.9692599033699,10,0.0282811932223672,16.6306638009213
"pop_YGE75/12",5.42534363721652,844.02116939967,10,0.0282811932223672,57.3523365363346
"pop_YGE75/13",-1.78052950754501,1082.53542015877,10,0.0282811932223672,64.9524449649044
"pop_YGE75/14",6.90195274398522,963.068608866688,10,0.0282811932223672,61.2636770506262
"pop_YGE75/15",4.46570663058425,1710.82087005009,10,0.0282811932223672,81.6538592303899
"pop_YGE75/16",0.0681769540013149,1276.09737169327,10,0.0282811932223672,70.5206575461854
"pop_YGE75/17",-4.38874374785962,596.300973235457,10,0.0282811932223672,48.2066780547945
"pop_YGE75/18",-0.533079636305402,406.365599358082,10,0.0282811932223672,39.7954036286819
"pop_YGE75/19",-0.353666839677165,295.980677451915,10,0.0282811932223672,33.9630063198916
"pop_YGE75/20",-4.33343529815493,1280.49721888802,10,0.0282811932223672,70.6421267737992
"pop_YGE75/21",0.231705810720736,343.371933799795,10,0.0282811932223672,36.5811069500531
"pop_YGE75/22",-2.85778998448629,525.658861995682,10,0.0282811932223672,45.2612393028501
"pop_YGE75/23",6.22647935034255,1069.2308206655,10,0.0282811932223672,64.5520710410027
"pop_YGE75/24",-5.61986447720194,455.705120542354,10,0.0282811932223672,42.142122023315
"pop_YGE75/25",-0.577575776366577,1.26014280619683,10,0.0282811932223672,2.21607435624588
"emp_Y15_24_ED3_4/2",102.920220434824,988550.139913598,56,0.98497286241651,1962.78982043773
"emp_Y15_24_ED3_4/3",-71.0742934303819,4465.18087678901,56,0.98497286241651,131.914936894336
"emp_Y15_24_ED3_4/4",72.0675398329134,2716.06640424592,56,0.98497286241651,102.883241237023
"emp_Y15_24_ED3_4/5",14.9090966149946,1220.53110825524,56,0.98497286241651,68.9681969795687
"emp_Y15_24_ED3_4/6",85.025245205849,3276.30338101475,56,0.98497286241651,112.996892700058
"emp_Y15_24_ED3_4/7",3.68909219487659,1123.46275145745,56,0.98497286241651,66.1688801941753
"emp_Y15_24_ED3_4/8",227.125692777779,27073.933385856,56,0.98497286241651,324.82550626206
"emp_Y15_24_ED3_4/9",54.6985515926539,108614.019661705,56,0.98497286241651,650.604989125436
"emp_Y15_24_ED3_4/10",55.6298824640972,2986.88207322159,56,0.98497286241651,107.890569157984
"emp_Y15_24_ED3_4/11",150.037930968349,260681.080687182,56,0.98497286241651,1007.92728610691
"emp_Y15_24_ED3_4/12",20.6202486146132,15811.0933576828,56,0.98497286241651,248.23064599564
"emp_Y15_24_ED3_4/13",-2.71009724578772,2198.77010788613,56,0.98497286241651,92.5687412126726
"emp_Y15_24_ED3_4/14",-3.47574015160803,2330.26031058967,56,0.98497286241651,95.2964374027943
"emp_Y15_24_ED3_4/15",-161.162008510334,351360.926874681,56,0.98497286241651,1170.17597691316
"emp_Y15_24_ED3_4/16",-105.023615564496,207493.190710698,56,0.98497286241651,899.24156034803
"emp_Y15_24_ED3_4/17",16.2801775932143,1388.45132700682,56,0.98497286241651,73.5596706235789
"emp_Y15_24_ED3_4/18",65.0641546804012,388081.823385758,56,0.98497286241651,1229.80455440377
"emp_Y15_24_ED3_4/19",-5.91733046776844,1099.81375759884,56,0.98497286241651,65.4687456280531
"emp_Y15_24_ED3_4/20",17.2337058713872,4570.25131285316,56,0.98497286241651,133.457961525757
"emp_Y15_24_ED3_4/21",56.000562010419,2790.13799898977,56,0.98497286241651,104.276702188905
"emp_Y15_24_ED3_4/22",-272.542564616551,191708.260174719,56,0.98497286241651,864.360394223324
"emp_Y15_24_ED3_4/23",0.519875909605745,3208.10710922883,56,0.98497286241651,111.814693024197
"emp_Y15_24_ED3_4/24",90.954570822477,16198.9429500197,56,0.98497286241651,251.256776645973
"emp_Y15_24_ED3_4/25",-128.055555409676,NA,56,0.98497286241651,NA
"emp_Y15_24/2",-113.89686508985,191174.940603216,56,0.985176663150376,863.157260447328
"emp_Y15_24/3",-1.50483021136282,238.784470777569,56,0.985176663150376,30.5054534957097
"emp_Y15_24/4",-10.7945265837056,425.793182981264,56,0.985176663150376,40.735570034813
"emp_Y15_24/5",-153.663806166621,10851.4405770154,56,0.985176663150376,205.644995080176
"emp_Y15_24/6",-67.646249300153,12298.278742148,56,0.985176663150376,218.925631978883
"emp_Y15_24/7",5.38675146860733,884.101202004122,56,0.985176663150376,58.6982882360727
"emp_Y15_24/8",-11.0185347264531,32669.0046774549,56,0.985176663150376,356.814420211289
"emp_Y15_24/9",19.0510159731322,7221.50767838706,56,0.985176663150376,167.759987333933
"emp_Y15_24/10",-14.3033579526353,762.71612106279,56,0.985176663150376,54.5200077554792
"emp_Y15_24/11",-33.4815764192228,63428.5389868949,56,0.985176663150376,497.183606093376
"emp_Y15_24/12",-15.0406513410355,20627.1899072488,56,0.985176663150376,283.527037114832
"emp_Y15_24/13",-360.564080529043,94241.1926200263,56,0.985176663150376,606.030989868789
"emp_Y15_24/14",-177.142230814575,17058.6699407667,56,0.985176663150376,257.838062566072
"emp_Y15_24/15",-141.59195745816,766754.410774565,56,0.985176663150376,1728.63215593983
"emp_Y15_24/16",-77.8925556037149,1624832.09129159,56,0.985176663150376,2516.39428394898
"emp_Y15_24/17",-288.707644365291,24417.1237196743,56,0.985176663150376,308.476225224746
"emp_Y15_24/18",-123.462919677526,408097.366076285,56,0.985176663150376,1261.1197929387
"emp_Y15_24/19",-48.7288392163067,1050.14191942229,56,0.985176663150376,63.9732542630722
"emp_Y15_24/20",-96.9341452537184,23059.138549443,56,0.985176663150376,299.775396010813
"emp_Y15_24/21",-92.4275059569298,11878.8067885555,56,0.985176663150376,215.159662926875
"emp_Y15_24/22",132.0983664934,69953.7427220297,56,0.985176663150376,522.131534717294
"emp_Y15_24/23",-7.25742706809946,47529.9865547515,56,0.985176663150376,430.386154558238
"emp_Y15_24/24",44.2388264738564,4619.66774533176,56,0.985176663150376,134.177537350113
"emp_Y15_24/25",1.43270053595609,0.0990594983519866,56,0.985176663150376,0.621330264348442
"disp_income/2",-79.2942096481649,1131487.90237686,85,0.999669812072167,2099.90381935047
"disp_income/3",100.788468440623,5859.68148226032,85,0.999669812072167,151.116348419807
"disp_income/4",-1.20856689015278,2656.18710707064,85,0.999669812072167,101.742821728942
"disp_income/5",-119.711821499317,4497.72019130436,85,0.999669812072167,132.394719238466
"disp_income/6",-406.462300488345,74745.3218353907,85,0.999669812072167,539.717442921771
"disp_income/7",-62.5793385246214,2603.43318199066,85,0.999669812072167,100.727409260513
"disp_income/8",-179.186511646916,42773.9070315071,85,0.999669812072167,408.285453058425
"disp_income/9",-23.8137096577498,53402.662493927,85,0.999669812072167,456.200651412649
"disp_income/10",-80.3949872664375,4677.30183851433,85,0.999669812072167,135.011929661818
"disp_income/11",-21.1766237745585,348511.157299803,85,0.999669812072167,1165.42086483045
"disp_income/12",-142.302832733279,129882.080055032,85,0.999669812072167,711.457666515717
"disp_income/13",-229.702783997106,36538.7593376966,85,0.999669812072167,377.35607363523
"disp_income/14",-243.963384456944,95182.6105753547,85,0.999669812072167,609.050426991712
"disp_income/15",58.4959867958063,677539.881133947,85,0.999669812072167,1624.95701768942
"disp_income/16",79.4685119518676,2103477.29790681,85,0.999669812072167,2863.145117126
"disp_income/17",-158.624247113709,8341.63701701941,85,0.999669812072167,180.30181139882
"disp_income/18",128.314227940205,326533.964258232,85,0.999669812072167,1128.07669298218
"disp_income/19",-26.6902524303726,4043.40378456897,85,0.999669812072167,125.530136945972
"disp_income/20",-411.528421582402,174772.000944358,85,0.999669812072167,825.297206731259
"disp_income/21",-346.73734702131,73089.3002480572,85,0.999669812072167,533.705094000265
"disp_income/22",-210.122067600305,181641.110077886,85,0.999669812072167,841.359338928586
"disp_income/23",-203.998240290593,202148.392290542,85,0.999669812072167,887.584259550016
"disp_income/24",93.7178812650402,26417.0291689131,85,0.999669812072167,320.860631451617
"disp_income/25",176.809907137581,NA,85,0.999669812072167,NA
"GDP/2",309.142124148737,869552.395734696,94,0.999907146144687,1840.8666248289
"GDP/3",32.3254634812499,1323.41068243758,94,0.999907146144687,71.8160912414871
"GDP/4",-186.535467502726,16877.8564262889,94,0.999907146144687,256.467943899352
"GDP/5",-177.956645724406,38303.0911714755,94,0.999907146144687,386.35928892527
"GDP/6",-150.237569297917,91595.530379462,94,0.999907146144687,597.463786399353
"GDP/7",-340.598510841455,42516.0117666898,94,0.999907146144687,407.05276138556
"GDP/8",-46.4928358077965,176203.265342951,94,0.999907146144687,828.669629118031
"GDP/9",203.190475405032,78114.0693973304,94,0.999907146144687,551.745852963024
"GDP/10",-88.0242181538532,24684.2707196065,94,0.999907146144687,310.159148991083
"GDP/11",36.44347429731,377079.594738302,94,0.999907146144687,1212.24656399059
"GDP/12",-237.505107363308,257168.407592262,94,0.999907146144687,1001.11335239027
"GDP/13",-70.333885278624,124178.663136635,94,0.999907146144687,695.661447409091
"GDP/14",-170.199374903898,116060.214801628,94,0.999907146144687,672.536920573658
"GDP/15",-7.0285570368758,477537.557076679,94,0.999907146144687,1364.20052611011
"GDP/16",-106.402314347682,1027334.41624932,94,0.999907146144687,2000.92294648207
