"","mean","n","stdev"
"pop_Total",1513568.71875,32,623375.817582818
"pop_Y0-14",17.1849094507905,32,1.39774215602363
"pop_Y15-24",12.6710928333564,32,1.02780953159247
"pop_Y25-64",51.3139371404696,32,1.28828984448639
"pop_Y65-74",10.2448035110062,32,1.47295876497665
"pop_YGE75",8.58525706437734,32,1.25092916812533
"ARPR",NA,0,NA
"low_work",NA,0,NA
"rooms_pp",NA,0,NA
"mat_depriv",NA,0,NA
"ARPR_socexcl",NA,0,NA
"emp_Y15-24_ED0-2",13.9749811794015,30,2.79642664228773
"emp_Y25-64_ED0-2",17.5011342497698,32,2.47013654617129
"emp_Y15-24_ED3-4",62.8733743470995,32,5.86911271601227
"emp_Y25-64_ED3-4",42.2813235893924,32,4.36235608737302
"emp_Y15-24_ED5-8",22.0501292155859,32,5.79206873066432
"emp_Y25-64_ED5-8",38.8720951648185,32,5.59990108493862
"emp_TF",45.3575259346107,32,3.25168700422836
"emp_TP",16.8448700227072,32,3.53355641490474
"emp_Y15-24",46.2397479529547,32,10.5881626689632
"emp_Y25-64",75.7206974978,32,6.24956180044815
"emp_YGE65",8.79472719882859,31,2.49331642373913
"emp_Y15-24_NaceA",4.59653118845944,2,1.88004806747253
"emp_Y25-64_NaceA",2.40123287968177,24,1.47346926692123
"emp_Y15-24_NaceB-E",10.7993612292347,29,3.87749251741055
"emp_Y25-64_NaceB-E",14.2648724573591,32,4.05990103592818
"emp_Y15-24_NaceF",6.93656774747821,22,1.56976370480953
"emp_Y25-64_NaceF",7.76220041868553,32,1.20571848723722
"emp_Y15-24_NaceG-I",40.121269469912,32,5.13357346762493
"emp_Y25-64_NaceG-I",21.4364195308463,32,2.11925219079997
"emp_Y15-24_NaceJ",3.70519381460657,4,0.471965216751459
"emp_Y25-64_NaceJ",2.79682561793811,30,0.70325746986671
"emp_Y15-24_NaceK",5.03326696722626,7,1.41305588163584
"emp_Y25-64_NaceK",3.53627041658549,28,1.54409368096284
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",1.12178202089257,25,0.307540887089867
"emp_Y15-24_NaceM_N",8.46685260903158,24,2.50756483070694
"emp_Y25-64_NaceM_N",9.8667670569776,32,1.86630618600088
"emp_Y15-24_NaceO-Q",18.4533609029709,31,4.18172971301609
"emp_Y25-64_NaceO-Q",32.1004471427414,32,3.30045051014276
"emp_Y15-24_NaceR-U",8.27425295812645,26,1.70031778986561
"emp_Y25-64_NaceR-U",5.03614072372613,32,1.12694053278104
"unemp_Y15-24",9.64840288548592,32,2.09629633801779
"unemp_YGE25",3.48685156935572,32,1.56964230923201
"GDP",23778.125,32,2162.09790220278
"GVAgr",-0.566666666666667,3,2.72274371422162
"disp_income",15562.5,32,1324.39882892749
"training",15.234375,32,2.19201032711836
