"","mean","n","stdev"
"pop_Total",853890.315789474,19,457948.779970358
"pop_Y0-14",14.8217168180427,19,1.53464412771931
"pop_Y15-24",11.9106986940885,19,1.09218200795661
"pop_Y25-64",54.4313344355654,19,1.4018478465319
"pop_Y65-74",9.99502729222473,19,0.636230705478644
"pop_YGE75",8.84122276007863,19,1.1173955077373
"ARPR",7.7,2,3.25269119345812
"low_work",4.6,2,3.11126983722081
"rooms_pp",1.35,2,0.0707106781186547
"mat_depriv",3.05,2,0.353553390593274
"ARPR_socexcl",11.65,2,2.75771644662754
"emp_Y15-24_ED0-2",26.7598756259159,18,8.17123195650167
"emp_Y25-64_ED0-2",13.933780028729,19,5.19929384411656
"emp_Y15-24_ED3-4",57.5311103217948,19,6.84476519660635
"emp_Y25-64_ED3-4",51.3002871284826,19,10.1035170039133
"emp_Y15-24_ED5-8",19.99608614964,13,5.25493543438638
"emp_Y25-64_ED5-8",34.622100976552,19,10.4231614866455
"emp_TF",44.6242784830361,19,4.89479949020478
"emp_TP",17.5831263973516,19,4.42213308712007
"emp_Y15-24",42.9719240158466,19,12.9035395327195
"emp_Y25-64",76.074493430128,19,2.96104374229136
"emp_YGE65",5.24629988121111,18,1.56092536224061
"emp_Y15-24_NaceA",4.40709474216613,3,0.341891929640611
"emp_Y25-64_NaceA",3.91976857683192,14,2.05544926048376
"emp_Y15-24_NaceB-E",18.5758449505869,15,7.13635212303286
"emp_Y25-64_NaceB-E",16.6040830804277,19,5.06951556787757
"emp_Y15-24_NaceF",12.5762664486832,11,3.17678551419897
"emp_Y25-64_NaceF",7.30498592359245,19,1.6666860704842
"emp_Y15-24_NaceG-I",33.8530860893216,19,5.96721603185541
"emp_Y25-64_NaceG-I",23.5440355862049,19,3.94373763262115
"emp_Y15-24_NaceJ",7.6741440377804,1,NA
"emp_Y25-64_NaceJ",2.97919136348529,17,1.30468699056047
"emp_Y15-24_NaceK",NA,0,NA
"emp_Y25-64_NaceK",3.58798918759711,19,1.03562418078516
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",1.16453854022071,5,0.518200906242155
"emp_Y15-24_NaceM_N",9.58179187900245,9,1.99755781080968
"emp_Y25-64_NaceM_N",9.62207229422305,19,2.38658439254315
"emp_Y15-24_NaceO-Q",16.8829398601324,17,6.01312240760208
"emp_Y25-64_NaceO-Q",27.6035099782617,19,4.15222811358808
"emp_Y15-24_NaceR-U",6.52856114348723,5,1.75615145413579
"emp_Y25-64_NaceR-U",4.70595626494272,19,1.04088919397205
"unemp_Y15-24",5.78498954223768,14,1.62294039136582
"unemp_YGE25",3.07002871713906,19,1.25678946754043
"GDP",35078.9473684211,19,5973.60666667861
"GVAgr",-0.2,5,4.98848674449477
"disp_income",19715.7894736842,19,1709.53637571215
"training",12.3526315789474,19,3.17181483645013
