Sets to variables test for under-representation
76 variables tested, 30 have p < 0.05 
Selected set size: 12 
    Universe size: 276 
               vars        pval       adjp odds      exp obs size
1      earn_OC1_B-F 0.003173129 0.04913453    0 4.478261   0  103
2      earn_OC8_B-F 0.003173129 0.04913453    0 4.478261   0  103
3      earn_OC9_G-N 0.003173129 0.04913453    0 4.478261   0  103
4      earn_OC5_G-N 0.003408176 0.04913453    0 4.434783   0  102
5      earn_OC1_G-N 0.006365193 0.04913453    0 4.043478   0   93
6      earn_OC8_G-N 0.011525777 0.04913453    0 3.652174   0   84
7      earn_OC7_G-N 0.012289917 0.04913453    0 3.608696   0   83
8      earn_OC2_B-F 0.013100241 0.04913453    0 3.565217   0   82
9      earn_OC3_B-F 0.013100241 0.04913453    0 3.565217   0   82
10     earn_OC4_B-F 0.013100241 0.04913453    0 3.565217   0   82
11     earn_OC7_B-F 0.013100241 0.04913453    0 3.565217   0   82
12     earn_OC9_B-F 0.013100241 0.04913453    0 3.565217   0   82
13     earn_OC2_G-N 0.013100241 0.04913453    0 3.565217   0   82
14     earn_OC3_G-N 0.013100241 0.04913453    0 3.565217   0   82
15     earn_OC4_G-N 0.013100241 0.04913453    0 3.565217   0   82
16     earn_OC7_P-S 0.013100241 0.04913453    0 3.565217   0   82
17     earn_OC1_P-S 0.013959273 0.04913453    0 3.521739   0   81
18     earn_OC4_P-S 0.013959273 0.04913453    0 3.521739   0   81
19     earn_OC5_P-S 0.013959273 0.04913453    0 3.521739   0   81
20     earn_OC9_P-S 0.013959273 0.04913453    0 3.521739   0   81
21     earn_OC5_B-F 0.014869661 0.04913453    0 3.478261   0   80
22     earn_OC3_P-S 0.014869661 0.04913453    0 3.478261   0   80
23     earn_OC8_P-S 0.014869661 0.04913453    0 3.478261   0   80
24     earn_OC2_P-S 0.027480023 0.08211125    0 3.043478   0   70
25        pop_YGE75 0.029171101 0.08211125    0 3.000000   0   69
26 emp_Y25-64_ED0-2 0.029171101 0.08211125    0 3.000000   0   69
27      unemp_YGE25 0.029171101 0.08211125    0 3.000000   0   69
28     unemp_Y15-24 0.036933770 0.10024880    0 2.826087   0   65
29     earn_OC6_P-S 0.039149796 0.10259946    0 2.782609   0   64
30 emp_Y25-64_NaceA 0.041487097 0.10510065    0 2.739130   0   63
