"vars","pval","adjp","odds","exp","obs","size"
"earn_OC2_B-F",0.198884626458263,0.501112922868798,0,1.47463768115942,0,37
"earn_OC2_G-N",0.198884626458263,0.501112922868798,0,1.47463768115942,0,37
"expend_ED5-8",0.208438036462809,0.501112922868798,0,1.43478260869565,0,36
"earn_OC8_G-N",0.239655750737285,0.501112922868798,0,1.31521739130435,0,33
"disp_income",0.275067469282548,0.501112922868798,0,1.19565217391304,0,30
"earn_OC8_B-F",0.275067469282548,0.501112922868798,0,1.19565217391304,0,30
"training",0.287888410647413,0.501112922868798,0,1.15579710144928,0,29
"earn_OC3_B-F",0.287888410647413,0.501112922868798,0,1.15579710144928,0,29
"earn_OC3_G-N",0.287888410647413,0.501112922868798,0,1.15579710144928,0,29
"earn_OC4_G-N",0.287888410647413,0.501112922868798,0,1.15579710144928,0,29
"earn_OC5_G-N",0.287888410647413,0.501112922868798,0,1.15579710144928,0,29
"earn_OC9_G-N",0.287888410647413,0.501112922868798,0,1.15579710144928,0,29
"earn_OC2_P-S",0.287888410647413,0.501112922868798,0,1.15579710144928,0,29
"earn_OC9_P-S",0.287888410647413,0.501112922868798,0,1.15579710144928,0,29
"pop_Y0-14",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"pop_Y15-24",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"pop_Y65-74",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"pop_YGE75",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"emp_Y25-64_ED0-2",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"emp_Y25-64_ED3-4",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"emp_Y25-64_ED5-8",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"emp_FT",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"emp_PT",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"emp_Y15-24",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"emp_Y25-64",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"emp_Y25-64_NaceB-E",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"emp_Y25-64_NaceF",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"emp_Y25-64_NaceG-I",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"emp_Y25-64_NaceM_N",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"emp_Y25-64_NaceO-Q",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"emp_Y25-64_NaceR-U",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"GDP",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"earn_OC1_B-F",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"earn_OC4_B-F",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"earn_OC5_B-F",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"earn_OC1_G-N",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"earn_OC1_P-S",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"earn_OC3_P-S",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"earn_OC4_P-S",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"earn_OC5_P-S",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"earn_OC7_P-S",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"earn_OC8_P-S",0.301250320002356,0.501112922868798,0,1.11594202898551,0,28
"emp_Y15-24_ED3-4",0.315173654120112,0.501112922868798,0,1.07608695652174,0,27
"emp_Y15-24_NaceG-I",0.315173654120112,0.501112922868798,0,1.07608695652174,0,27
"earn_OC7_B-F",0.315173654120112,0.501112922868798,0,1.07608695652174,0,27
