"vars","pval","adjp","odds","exp","obs","size"
"pop_Total",0.269420097511541,0.999999999998891,0,1.21739130434783,0,28
"pop_Y0-14",0.269420097511541,0.999999999998891,0,1.21739130434783,0,28
"pop_Y25-64",0.269420097511541,0.999999999998891,0,1.21739130434783,0,28
"emp_Y25-64_ED3-4",0.269420097511541,0.999999999998891,0,1.21739130434783,0,28
"emp_FT",0.269420097511541,0.999999999998891,0,1.21739130434783,0,28
"emp_Y15-24",0.269420097511541,0.999999999998891,0,1.21739130434783,0,28
"emp_Y25-64",0.269420097511541,0.999999999998891,0,1.21739130434783,0,28
"emp_Y25-64_NaceB-E",0.269420097511541,0.999999999998891,0,1.21739130434783,0,28
"emp_Y25-64_NaceF",0.269420097511541,0.999999999998891,0,1.21739130434783,0,28
"emp_Y15-24_ED3-4",0.283061621436176,0.999999999998891,0,1.17391304347826,0,27
"emp_Y15-24_NaceB-E",0.344201405905386,0.999999999998891,0,1,0,23
"emp_Y15-24_NaceO-Q",0.361269244214744,0.999999999998891,0,0.956521739130435,0,22
"emp_Y15-24_NaceF",0.458848678211516,0.999999999998891,0,0.739130434782609,0,17
"emp_Y25-64_NaceL",0.458848678211516,0.999999999998891,0,0.739130434782609,0,17
"GVAgr",0.504234215951443,0.999999999998891,0,0.652173913043478,0,15
"pop_Y15-24",0.651382767401321,0.999999999998891,0.797979797979798,1.21739130434783,1,28
"pop_Y65-74",0.651382767401321,0.999999999998891,0.797979797979798,1.21739130434783,1,28
"emp_Y25-64_NaceG-I",0.651382767401321,0.999999999998891,0.797979797979798,1.21739130434783,1,28
"mat_depriv",0.666228737422192,0.999999999998891,0,0.391304347826087,0,9
"ARPR_socexcl",0.666228737422192,0.999999999998891,0,0.391304347826087,0,9
"emp_Y25-64_NaceA",0.702590673262546,0.999999999998891,0.909090909090909,1.08695652173913,1,25
"emp_Y25-64_NaceJ",0.702590673262546,0.999999999998891,0.909090909090909,1.08695652173913,1,25
"emp_Y15-24_NaceJ",0.763978972569235,0.999999999998891,0,0.260869565217391,0,6
"emp_Y15-24_NaceK",0.836269943956393,0.999999999998891,0,0.173913043478261,0,4
"emp_Y15-24_NaceM_N",0.83628871996615,0.999999999998891,1.40909090909091,0.739130434782609,1,17
"pop_YGE75",0.889708214790533,0.999999999998891,1.83076923076923,1.21739130434783,2,28
"unemp_YGE25",0.889708214790533,0.999999999998891,1.83076923076923,1.21739130434783,2,28
"GDP",0.889708214790533,0.999999999998891,1.83076923076923,1.21739130434783,2,28
"emp_Y15-24_NaceG-I",0.89896772111468,0.999999999998891,1.912,1.17391304347826,2,27
"emp_YGE65",0.907862848717739,0.999999999998891,2,1.1304347826087,2,26
"unemp_Y15-24",0.907862848717739,0.999999999998891,2,1.1304347826087,2,26
"ARPR",0.94729398602218,0.999999999998891,2.90909090909091,0.391304347826087,1,9
"low_work",0.94729398602218,0.999999999998891,2.90909090909091,0.391304347826087,1,9
"emp_Y15-24_ED5-8",0.952907974213816,0.999999999998891,2.73333333333333,0.869565217391304,2,20
"emp_Y15-24_NaceL",0.956521739130435,0.999999999998891,0,0.0434782608695652,0,1
"emp_Y15-24_NaceA",0.957987346107264,0.999999999998891,3.33766233766234,0.347826086956522,1,8
"emp_Y25-64_ED0-2",0.976130273815909,0.999999999998891,3.18666666666667,1.21739130434783,3,28
"emp_Y25-64_NaceO-Q",0.976130273815909,0.999999999998891,3.18666666666667,1.21739130434783,3,28
"emp_Y25-64_NaceR-U",0.976130273815909,0.999999999998891,3.18666666666667,1.21739130434783,3,28
"emp_Y15-24_NaceR-U",0.978656337222728,0.999999999998891,3.86153846153846,0.652173913043478,2,15
"emp_Y25-64_NaceK",0.981681335050173,0.999999999998891,3.49275362318841,1.1304347826087,3,26
"emp_Y15-24_ED0-2",0.986317364029462,0.999999999998891,3.85714285714286,1.04347826086957,3,24
"emp_Y25-64_ED5-8",0.996385443899982,0.999999999998891,5,1.21739130434783,4,28
"emp_Y25-64_NaceM_N",0.996385443899982,0.999999999998891,5,1.21739130434783,4,28
"expend_ED5-8",0.99982060917857,0.999999999998891,7.8,1.56521739130435,6,36
"disp_income",0.999951327310368,0.999999999998891,10,1.30434782608696,6,30
"earn_OC2_B-F",0.999983104847106,0.999999999998891,10.92,1.60869565217391,7,37
"earn_OC2_G-N",0.999983104847106,0.999999999998891,10.92,1.60869565217391,7,37
"rooms_pp",0.999993321545736,0.999999999998891,18.1428571428571,0.652173913043478,5,15
"earn_OC6_B-F",0.999995913290108,0.999999999998891,20.2380952380952,0.608695652173913,5,14
"training",0.999997890861992,0.999999999998891,15.4,1.26086956521739,7,29
"earn_OC1_B-F",0.999998450744987,0.999999999998891,16.2,1.21739130434783,7,28
"earn_OC4_B-F",0.999998450744987,0.999999999998891,16.2,1.21739130434783,7,28
"earn_OC7_B-F",0.99999887754104,0.999999999998891,17.08,1.17391304347826,7,27
"earn_OC9_B-F",0.99999887754104,0.999999999998891,17.08,1.17391304347826,7,27
"earn_OC7_G-N",0.99999887754104,0.999999999998891,17.08,1.17391304347826,7,27
"earn_OC8_B-F",0.999999887570223,0.999999999998891,22,1.30434782608696,8,30
"earn_OC6_P-S",0.999999997455951,0.999999999998891,38.6153846153846,0.91304347826087,8,21
"earn_OC6_G-N",0.999999998530842,0.999999999998891,42,0.869565217391304,8,20
"emp_PT",0.999999998727498,0.999999999998891,38.6842105263158,1.21739130434783,9,28
"earn_OC1_G-N",0.999999998727498,0.999999999998891,38.6842105263158,1.21739130434783,9,28
"earn_OC1_P-S",0.999999998727498,0.999999999998891,38.6842105263158,1.21739130434783,9,28
"earn_OC3_P-S",0.999999998727498,0.999999999998891,38.6842105263158,1.21739130434783,9,28
"earn_OC4_P-S",0.999999998727498,0.999999999998891,38.6842105263158,1.21739130434783,9,28
"earn_OC5_P-S",0.999999998727498,0.999999999998891,38.6842105263158,1.21739130434783,9,28
"earn_OC7_P-S",0.999999998727498,0.999999999998891,38.6842105263158,1.21739130434783,9,28
"earn_OC8_P-S",0.999999998727498,0.999999999998891,38.6842105263158,1.21739130434783,9,28
"earn_OC3_B-F",0.999999999973139,0.999999999998891,64.4736842105263,1.26086956521739,10,29
"earn_OC3_G-N",0.999999999973139,0.999999999998891,64.4736842105263,1.26086956521739,10,29
"earn_OC4_G-N",0.999999999973139,0.999999999998891,64.4736842105263,1.26086956521739,10,29
"earn_OC5_G-N",0.999999999973139,0.999999999998891,64.4736842105263,1.26086956521739,10,29
"earn_OC9_G-N",0.999999999973139,0.999999999998891,64.4736842105263,1.26086956521739,10,29
"earn_OC2_P-S",0.999999999973139,0.999999999998891,64.4736842105263,1.26086956521739,10,29
"earn_OC9_P-S",0.999999999973139,0.999999999998891,64.4736842105263,1.26086956521739,10,29
"earn_OC5_B-F",0.999999999983266,0.999999999998891,68.3333333333333,1.21739130434783,10,28
"earn_OC8_G-N",0.999999999998891,0.999999999998891,121,1.43478260869565,11,33
