"","mean","n","stdev"
"pop_Total",1397756.79310345,29,435637.812622922
"pop_Y0-14",14.5799745482841,29,1.05858258560593
"pop_Y15-24",11.9185163028871,29,1.18203544745786
"pop_Y25-64",56.7238247859051,29,1.49920627843083
"pop_Y65-74",9.43939798742957,29,1.6516097537648
"pop_YGE75",7.33828637549413,29,1.24484780006277
"ARPR",19.7769230769231,13,6.71927003056059
"low_work",11.6615384615385,13,3.87051643012886
"rooms_pp",1.14615384615385,13,0.133012434352235
"mat_depriv",23.8846153846154,13,11.7487478874592
"ARPR_socexcl",32.9923076923077,13,11.6670091524822
"emp_Y15-24_ED0-2",13.6328466500985,17,4.76449414811047
"emp_Y25-64_ED0-2",9.50745088371256,29,4.0809402532588
"emp_Y15-24_ED3-4",76.0525962248895,29,6.06943444291646
"emp_Y25-64_ED3-4",64.530999364796,29,6.39600632532708
"emp_Y15-24_ED5-8",11.1670563994985,17,4.03254656810604
"emp_Y25-64_ED5-8",25.9535542945525,29,6.05817839906515
"emp_TF",48.7934810101517,29,4.39257420596018
"emp_TP",2.8718693767249,29,1.06764670327226
"emp_Y15-24",21.2012438820027,29,4.18504367092807
"emp_Y25-64",65.8117942964789,29,5.14605089245738
"emp_YGE65",3.60515210829362,24,1.50322617863666
"emp_Y15-24_NaceA",12.6628325875378,10,10.5701574928253
"emp_Y25-64_NaceA",8.8877708694233,29,5.3773786831992
"emp_Y15-24_NaceB-E",29.1113785002831,28,9.05220497976253
"emp_Y25-64_NaceB-E",25.8345151857738,29,6.09433304022046
"emp_Y15-24_NaceF",8.87218069352948,10,2.36101140438817
"emp_Y25-64_NaceF",7.38420987647648,29,1.51436223681489
"emp_Y15-24_NaceG-I",32.2268478040284,29,8.7312783745136
"emp_Y25-64_NaceG-I",23.5483726518943,29,4.05247110705261
"emp_Y15-24_NaceJ",4.75080710270485,4,2.70450285349291
"emp_Y25-64_NaceJ",1.60677304434353,22,0.924497841959436
"emp_Y15-24_NaceK",2.46575342465753,1,NA
"emp_Y25-64_NaceK",1.66561046927873,28,0.477686653167696
"emp_Y15-24_NaceL",1.36986301369863,1,NA
"emp_Y25-64_NaceL",1.03282363222577,8,0.58679603413474
"emp_Y15-24_NaceM_N",6.15249927353792,6,2.61646143187445
"emp_Y25-64_NaceM_N",5.25373569319255,29,1.36641291542673
"emp_Y15-24_NaceO-Q",15.1875043141868,13,5.97479951056949
"emp_Y25-64_NaceO-Q",22.2294644472607,29,4.29317404320563
"emp_Y15-24_NaceR-U",6.20245995277013,5,1.27200695759467
"emp_Y25-64_NaceR-U",3.04886604236203,29,0.648750167308398
"unemp_Y15-24",7.45106959203218,29,2.45044302258544
"unemp_YGE25",5.83640014492213,29,2.05257570632913
"GDP",14444.8275862069,29,3283.68110150098
"GVAgr",2.4,6,0.957078889120432
"disp_income",8772.41379310345,29,1358.01760763994
"training",3.05357142857143,28,1.98857517256231
