Sets to variables test for under-representation
76 variables tested, 30 have p < 0.05 
Selected set size: 16 
    Universe size: 276 
                 vars        pval       adjp odds      exp obs size
1        earn_OC9_P-S 0.002928555 0.03083146    0 4.753623   0   82
2        earn_OC8_P-S 0.004113390 0.03083146    0 4.521739   0   78
3        earn_OC3_B-F 0.004473031 0.03083146    0 4.463768   0   77
4        expend_ED5-8 0.004861990 0.03083146    0 4.405797   0   76
5        earn_OC4_B-F 0.005282487 0.03083146    0 4.347826   0   75
6        earn_OC4_G-N 0.005736894 0.03083146    0 4.289855   0   74
7        earn_OC3_G-N 0.007947111 0.03083146    0 4.057971   0   70
8          pop_Y15-24 0.008612837 0.03083146    0 4.000000   0   69
9          pop_Y25-64 0.008612837 0.03083146    0 4.000000   0   69
10   emp_Y25-64_ED3-4 0.008612837 0.03083146    0 4.000000   0   69
11   emp_Y25-64_ED5-8 0.008612837 0.03083146    0 4.000000   0   69
12             emp_FT 0.008612837 0.03083146    0 4.000000   0   69
13             emp_PT 0.008612837 0.03083146    0 4.000000   0   69
14         emp_Y15-24 0.008612837 0.03083146    0 4.000000   0   69
15         emp_Y25-64 0.008612837 0.03083146    0 4.000000   0   69
16        unemp_YGE25 0.008612837 0.03083146    0 4.000000   0   69
17       earn_OC7_B-F 0.008612837 0.03083146    0 4.000000   0   69
18       earn_OC8_B-F 0.008612837 0.03083146    0 4.000000   0   69
19       earn_OC7_G-N 0.008612837 0.03083146    0 4.000000   0   69
20       earn_OC3_P-S 0.008612837 0.03083146    0 4.000000   0   69
21       earn_OC4_P-S 0.008612837 0.03083146    0 4.000000   0   69
22   emp_Y15-24_ED3-4 0.009330574 0.03083146    0 3.942029   0   68
23       earn_OC1_G-N 0.009330574 0.03083146    0 3.942029   0   68
24 emp_Y15-24_NaceG-I 0.010937420 0.03463516    0 3.826087   0   66
25          emp_YGE65 0.012800959 0.03891492    0 3.710145   0   64
26       earn_OC6_P-S 0.013840631 0.04045723    0 3.652174   0   63
27   emp_Y25-64_NaceJ 0.016161805 0.04549249    0 3.536232   0   61
28   emp_Y15-24_ED0-2 0.017454749 0.04737718    0 3.478261   0   60
29 emp_Y15-24_NaceB-E 0.023660450 0.06200670    0 3.246377   0   56
30 emp_Y15-24_NaceO-Q 0.027488255 0.06963691    0 3.130435   0   54
