"","Cluster","Prob(1)","Prob(2)","Prob(3)","Prob(4)","Prob(5)","Prob(6)","Prob(7)","Prob(8)","Prob(9)","Prob(10)","Prob(11)","Prob(12)","Prob(13)","Prob(14)","Prob(15)","Prob(16)","Prob(17)","Prob(18)","Prob(19)","Prob(20)","Prob(21)","Prob(22)","Prob(23)","Prob(24)","Prob(25)"
"PL41",21,2.6287953120436e-25,8.93144742647468e-37,8.22412163336078e-35,1.23103879099889e-10,2.00495739326369e-11,5.07538539771781e-06,3.26531138758523e-17,3.04670120037707e-14,1.75750543086991e-24,4.23689639883938e-10,1.73383267820222e-65,6.88991673300559e-32,3.38399574245413e-21,2.67294031830297e-11,2.01771627023925e-54,1.98146757807699e-48,1.73735362633557e-23,2.45654786292578e-44,1.47483020561888e-21,1.68122373925276e-11,0.999994924001821,2.05675797344908e-65,2.36585815377348e-12,1.1158883831803e-49,3.68013058428371e-95
"PL42",6,3.61225046583949e-30,2.18981523564246e-40,2.58185193048585e-40,1.20928957617082e-11,0.000104859160414832,0.607711593151909,8.28994890418771e-17,6.19161108054309e-17,9.14593495143925e-36,7.04319796613773e-16,5.79670472321968e-70,1.92993683352685e-30,4.15167188130419e-10,0.0778772702049864,4.96769999258315e-52,4.57663025136743e-51,5.29149331801944e-11,3.4329611979039e-50,1.31867041200002e-20,1.42398726947464e-05,0.314292037128766,2.05802606511264e-73,1.053318150967e-12,1.1088791185846e-58,2.14117739273646e-104
"PL43",6,1.61940793831069e-34,3.09656445781231e-45,5.33532832375768e-44,5.70087288727198e-15,2.33276578261419e-08,0.996762436147588,1.0932663058064e-20,2.32924362234169e-20,4.69844154000285e-40,6.75837050376995e-21,5.21735330528742e-77,2.43139366455309e-34,7.75646884872763e-17,0.00178391520908172,5.91112189967449e-58,2.0606825582757e-58,5.34199742230889e-17,8.71137006294181e-59,1.62562807727965e-25,2.56000061858864e-06,0.00145106531503922,1.29406452756026e-73,8.99427947272107e-15,7.02631487623139e-65,3.34340803806575e-110
"PL51",21,4.11848356831505e-24,5.69211748628827e-34,6.68082903321513e-34,3.01187940045561e-11,4.35314239339713e-08,1.15787514318089e-05,1.41101123177564e-16,1.58075436668358e-15,9.33333407100414e-26,8.97755311759069e-11,3.65683248870218e-63,1.2673831462105e-29,2.71838044432849e-14,5.42645232520335e-08,8.863393363397e-48,1.79559879532824e-44,1.03096544862311e-16,5.07859343033316e-42,2.65776692145379e-19,9.76085345926614e-10,0.999988322336136,2.75770863078253e-63,2.04759610313585e-11,2.0040289406948e-49,1.80571882940096e-91
"PL52",6,1.10311584788579e-33,5.15933343143433e-48,4.77671035122798e-43,1.01164345317333e-14,3.17262047036333e-10,0.999725807616279,6.07540806371744e-19,4.04316398808776e-21,8.68509876531769e-40,1.45556292658824e-20,6.00383901828312e-78,5.26385859303582e-33,8.74548691888241e-23,2.04739126900611e-05,9.62104664973685e-59,2.95221344564531e-58,2.44333356110797e-21,1.07597075737613e-61,4.72088009908342e-25,2.8168237539633e-06,0.000250901329739099,3.7657807844676e-67,2.66016330998626e-13,3.76111425778365e-64,4.01681602893589e-109
"PL61",6,1.59298839136664e-31,9.84747638465138e-46,1.64459671977374e-43,2.95980794415641e-14,2.6924312409251e-10,0.871292762541419,1.33365072908528e-16,1.60426338659983e-17,1.14260328285551e-36,2.98285976290798e-16,1.02955515782783e-71,7.14582066238775e-30,3.11290370671011e-20,3.22803001909192e-07,4.62648211972869e-58,2.44343577583741e-54,9.86357145227468e-20,6.11895373969948e-57,1.21828033009774e-22,1.9951165891509e-05,0.12868696321238,2.59453858658698e-66,8.03401617228948e-12,1.63579780524252e-59,1.7114726441853e-107
"PL62",6,3.57760834486394e-36,3.3204181865132e-49,5.92986577244474e-46,1.70819458913325e-16,6.31400534441679e-08,0.980908114078332,9.66951400714828e-20,2.41017832084644e-23,2.63405761729344e-43,2.32353090192666e-21,1.1264095219408e-79,8.08122051726444e-34,4.10611212321454e-14,0.0144450265002382,2.60353949452795e-57,2.78217596702795e-57,6.27899232068594e-15,7.52946584482318e-61,5.45055008325183e-25,8.95348442429985e-05,0.0045572614370769,1.34914470462471e-72,8.57396597059885e-15,4.51283144238126e-68,5.67648444844135e-113
"PL63",21,8.73930605377674e-25,2.47070146184758e-37,4.41389373162553e-39,1.12347098189055e-09,2.00303714884299e-09,0.251161949723554,1.15943346517807e-12,5.27699212395908e-09,1.13571635647946e-28,3.23965478261562e-10,8.31088830660072e-59,1.6323886229567e-24,1.57204168257001e-21,7.25112987168165e-10,7.08765039331217e-55,1.27923264140221e-48,3.52837432973361e-19,2.06173302511297e-47,5.40833541239851e-18,6.0902599124513e-07,0.748837425784786,1.00328982814083e-64,6.01193056438166e-09,2.24287884902202e-47,1.22311250611388e-98
"PT11",21,1.34845842656991e-17,1.53404147506491e-41,1.54683122615534e-29,1.54477250068087e-15,2.34161434807078e-06,2.14915382296563e-08,6.33859660303655e-05,3.60372827536725e-27,2.71631836635576e-29,3.05743296305382e-07,9.78763980754376e-60,1.47654810192699e-15,1.24015503307012e-09,3.29785793216711e-08,1.75310072767581e-27,1.28500588177451e-23,4.07362869473358e-10,4.05544975680665e-43,5.5936435019606e-08,0.00185879878467738,0.987895054997207,8.58046497695716e-27,0.0101800008403677,1.65542275576463e-46,3.49721098501239e-76
"PT15",23,2.66098381254147e-09,1.8426794586379e-34,6.7797094266692e-17,9.5718914358164e-08,0.00103483291578501,4.23900140988274e-12,0.173572166339635,3.16092779233577e-25,1.18306936891357e-24,1.02554258775677e-08,2.17845547644545e-53,3.76769632814445e-12,2.02018128452792e-20,2.82765890972926e-08,1.02350525234232e-17,3.2358776404169e-19,1.11904094362955e-12,1.35165820318419e-38,0.00277505001853654,3.15306211041119e-10,1.99536735100269e-10,3.49050236867709e-20,0.822617813290161,9.07192623939857e-36,3.85801138152856e-59
"PT16",23,2.07628797509433e-13,2.30078212235925e-39,4.15725922810696e-24,4.08102701174674e-13,0.000853110508832856,2.96853770652028e-10,0.122736124819542,2.18537109647006e-28,4.87901839849053e-29,9.56551214052745e-08,4.19589496553615e-56,1.41761453878443e-11,9.85352938437578e-11,4.39864720497486e-07,5.29937545286121e-19,6.19313708538144e-18,1.51310493828207e-07,8.0891545593128e-41,0.000912645681717771,7.08648720477664e-05,6.75190911856779e-05,6.07631855786253e-20,0.875359047786157,4.59264655581673e-42,4.92573792330573e-67
"PT17",19,0.0096885965665083,6.09096382274076e-20,1.2917662505363e-11,5.37662777716045e-10,3.11302386686072e-05,2.85028637297037e-26,7.27485418374784e-05,2.44489641789269e-24,1.41289414398853e-13,0.0181403139674878,2.62534475611324e-37,3.77868579945796e-13,5.61191779796179e-10,7.22721780608721e-17,5.91271265741436e-06,9.21919708328019e-05,1.29070604788641e-07,1.20981067592431e-15,0.971951060697068,1.19929245202669e-21,7.14521505242523e-13,1.195632168815e-24,1.79151213276492e-05,7.65084316310058e-22,1.11559503861407e-40
"PT18",23,7.14732778921451e-14,1.3933526578338e-34,1.02823311023873e-24,1.70599776887529e-09,0.473991633728151,1.31055765144826e-05,0.00489611954775046,1.12401766871383e-21,7.87841216234182e-29,2.66077628810251e-09,4.2126364753742e-54,2.14893713523469e-12,6.60219476426352e-11,0.00244804991099818,4.82570998682845e-23,2.4585795311309e-24,9.56153199006705e-06,5.33402144394721e-41,5.82783201915382e-05,0.000855217301975506,9.79592859440992e-05,2.05852359066021e-30,0.517630070361468,1.92352872064754e-41,6.23219184482531e-71
"RO11",21,3.94224750865826e-36,1.29849900342298e-58,2.40149256876372e-40,3.34202757480504e-20,5.02388402987294e-12,0.119025187108709,1.67280598810294e-19,2.78840203065124e-36,4.02276274611489e-42,9.46035819027065e-22,2.08675163010372e-94,1.03541600292182e-36,7.76443984575561e-21,0.00228429747236862,4.49742337609844e-54,1.64527094473303e-54,6.74714075201936e-25,2.25018865794954e-69,7.64506246663608e-27,0.0167543748882763,0.861936140521427,8.13597511615945e-48,4.19518415070647e-12,2.78203290435016e-75,7.53627480998291e-108
"RO12",6,1.10925322568615e-39,7.3776764637408e-53,1.3612851093816e-46,6.89206080635369e-20,2.44443964792189e-11,0.416458397561866,1.56033216757541e-24,1.03059994072727e-28,5.86254245248131e-43,4.10538306476967e-23,1.34212437835894e-89,1.85331940868404e-40,4.2259878732205e-16,0.00239006311375931,1.09254477806195e-61,8.46857309348489e-62,4.66910603889653e-21,2.01260728029283e-65,2.19454152465904e-30,5.78689509301519e-05,0.581093670349,1.63132770125041e-70,7.10199052962692e-17,5.41112388912522e-75,2.10506650178914e-116
"RO21",20,4.68528253691363e-40,6.67458382613937e-71,1.03793083351954e-46,4.11014561237694e-27,2.43631974090476e-17,0.00206389445952421,4.99339591163168e-18,1.77540435417513e-44,5.46242956841704e-50,1.83526153090403e-24,2.89054849352891e-100,1.39136881000048e-34,1.3299832185191e-26,4.54581734160272e-08,5.27717735914395e-56,3.80700739067486e-54,1.25864778932268e-29,3.83223858195081e-80,1.14012276533112e-27,0.983209408448684,0.0147266516163313,1.60251347330654e-35,1.72869719356919e-11,1.53742026329963e-81,7.07079194444034e-113
"RO22",21,8.55883162445063e-37,1.26749817576255e-58,3.17503222362847e-41,6.37912482762188e-23,5.45150087818428e-11,0.0233005793674757,2.5090154012529e-20,8.87709765664333e-40,1.88867479200875e-44,3.07304981990864e-23,4.25729225607889e-95,2.51463359044947e-36,8.88674308627431e-16,0.0627442931040803,6.4812354215279e-50,3.72714183255228e-52,5.83593266599707e-21,1.80350683708329e-69,1.54987665901272e-26,0.210711719474542,0.703243407996698,3.70703232322396e-45,2.68816195381381e-12,1.72727490513118e-77,1.67652632828769e-106
"RO31",21,9.15865156523734e-41,3.89186325906456e-61,7.52621470112617e-50,6.96760917601584e-25,1.19633495550214e-14,0.097208940625465,1.02272858028562e-21,8.00162534510374e-35,2.43221199076963e-47,1.75835967623382e-23,2.69315222066014e-92,1.11976150743719e-36,3.90368091581447e-19,2.16259987734984e-06,2.95729793424688e-60,1.95343241103963e-58,1.35826442265147e-23,2.99043069397896e-72,3.20708969466506e-29,0.0504415258032794,0.852347370971348,8.07207273579365e-56,1.79234370439666e-14,4.92384950112203e-78,4.69460855970999e-117
"RO32",21,5.98808146118086e-07,8.32348215381426e-11,0.275379009526044,0.00457485466228515,0.339432749014039,1.36230338805137e-14,3.62931469336574e-19,9.64064740943985e-23,0.116626643547938,3.12315849003759e-05,1.35521669189931e-61,5.03876959060515e-35,1.49467521591237e-07,0.0235825168411889,3.22492827163113e-18,3.08688117715194e-25,5.92297128119259e-16,4.84353583285527e-18,9.29263262389791e-15,2.38849634934199e-18,0.24037224123455,4.68018293035413e-40,5.2301291660257e-09,1.28040713947335e-35,7.27932315902278e-48
"RO41",20,1.98919236636972e-40,1.90237369422467e-65,1.85629795315046e-43,1.96097045925769e-24,1.74461376750661e-12,0.123216629688808,2.60721401062807e-21,4.91646184159814e-44,1.88472701528097e-49,5.66874040102394e-27,5.10947875656142e-103,1.30244007787413e-38,3.46170543658559e-20,0.174936210508127,1.29522769785449e-53,8.73240559425223e-57,2.23527836336081e-24,1.98539111168497e-77,5.04997237136839e-29,0.688766842863198,0.0130803169378348,1.93844812075865e-44,2.87966190723027e-13,7.11107849458161e-84,3.0979722916298e-112
"RO42",6,1.293667875686e-36,3.95481632452614e-43,9.62930987920467e-45,4.53119713071728e-14,1.12520370043499e-07,0.750515546185623,4.3546190605323e-24,1.16750551202336e-18,3.18454419363593e-38,3.12340776720064e-20,3.20478061678839e-79,1.86096468456821e-39,2.13836817065414e-12,0.0318508836035994,5.41252023432238e-62,9.79276953751492e-62,5.22321773018195e-16,2.02204411696815e-55,2.77319035756196e-28,9.52272253579794e-08,0.217633362460997,1.47523727750625e-85,6.894348349244e-18,8.27437396464893e-67,1.44952914141222e-114
"SE11",11,2.26534642408997e-25,2.1253797106275e-37,1.88739667404279e-66,9.06351649783437e-62,3.18467487081977e-73,4.11081314205327e-96,1.07654639223381e-39,1.60886748967346e-36,9.12389350944287e-43,8.71750614724658e-35,0.999871291958837,1.49154613501136e-24,9.5542668805981e-92,1.90009775911277e-111,1.61804265035923e-45,4.47164173052299e-27,2.71509009073535e-67,2.99883578983707e-33,2.56787092489354e-31,4.80268148655384e-91,1.14571449206161e-80,3.32253645069721e-52,2.90332048921012e-46,0.000128708041162935,1.49258619113706e-47
"SE12",11,4.60869067117318e-21,8.37666730401675e-44,5.48788897767317e-66,1.13265838575585e-42,8.44256106469119e-50,1.72109713724026e-59,3.46082101198775e-14,5.6206457583296e-18,2.37460758708803e-46,1.94859046780926e-21,0.990329275973858,0.00967070654125095,1.74980126682234e-70,2.52257451586869e-80,9.57320038235006e-46,1.1644009159053e-24,1.2265629824089e-42,4.53509045196965e-41,1.05170975872987e-13,9.73098169118605e-55,5.24795611347462e-55,5.37239829192676e-46,1.46891161861573e-24,1.74847511518703e-08,7.86800973399332e-68
"SE21",12,6.87867729182421e-15,7.72992884384027e-39,5.87907247423222e-55,3.8291698672814e-31,2.51722034102748e-43,1.80617134437864e-48,1.7043504795178e-08,6.95385811128961e-10,6.99213880463367e-37,1.11994178289556e-15,0.010907593401997,0.98900049385938,1.01077150337271e-72,6.7021710577704e-71,9.4270943853566e-46,6.15891245338089e-26,4.74005938933883e-44,1.02987769997471e-39,3.2096002972289e-10,1.51130022617185e-47,3.03188418277353e-47,2.68442440988076e-40,2.62210392300405e-17,9.18946787641614e-05,2.51135309959605e-64
"SE22",11,5.44796826519197e-22,1.06883861828541e-44,1.1970403716416e-67,2.21082068300857e-44,8.18364670199846e-50,3.61888038475784e-60,1.41122971704183e-14,1.491164745422e-19,1.02094224557681e-48,8.43298037977063e-23,0.972734015009195,0.0272659839814554,4.39173319053908e-69,2.23857140196164e-80,1.15871989398926e-44,3.1275361616641e-24,5.09856393700541e-41,4.5930267074274e-42,1.0113402351507e-13,1.2402485874322e-54,5.13870023136249e-56,8.69244102881512e-46,4.91663200416183e-25,1.00923479806927e-09,2.15928543145473e-68
"SE23",11,7.28513806364015e-25,1.06523614002621e-46,2.02227333775306e-71,3.18825085725413e-51,1.91237460452001e-59,5.9522681967018e-71,2.20887303721103e-21,2.62737091796477e-24,1.20715062813181e-49,8.34749102203582e-27,0.999999926256762,6.97494721282528e-08,7.38832969400141e-80,1.24084411253441e-92,3.26770626498474e-49,4.32899194427793e-27,1.2881658205797e-51,3.01104469453674e-43,1.26988766452549e-19,2.34123249928011e-65,4.42995443765308e-64,8.89637631035259e-48,1.56739722042167e-31,3.99376563460299e-09,8.21965106060843e-67
"SE31",12,2.81565569317838e-12,6.3858917865119e-32,6.15806289819423e-48,3.2670924447254e-23,2.00461747901636e-31,6.38145691778927e-37,1.04974547969616e-05,2.13650358001728e-05,9.15484866937687e-32,4.84962258795964e-11,2.02735668971302e-06,0.999965083624991,3.26117680414145e-55,9.85242206358622e-55,1.35737150706701e-40,2.24375549726189e-24,1.7950991986523e-31,4.71728187603587e-34,8.62860475205029e-07,6.35065560288263e-37,1.16119189860942e-35,4.57198550941821e-44,1.38102423001594e-12,1.63614553567142e-07,5.60791007274348e-65
"SE32",12,3.49314036538706e-13,7.2475314948733e-34,1.0997541172229e-51,1.73034674243817e-27,7.64080428552019e-39,3.08088120637947e-43,4.46270833809378e-08,2.84408393735908e-06,1.19876510097535e-33,3.92501386902261e-14,0.0126766628039904,0.987133886692817,1.60478790057909e-67,9.6613072534665e-65,2.66269719396325e-44,1.32232647917684e-26,4.18099612949419e-40,2.90574128124857e-37,2.42575943849733e-09,1.24833309094732e-43,5.84723865933507e-43,5.45866624838737e-42,3.30029262418581e-15,0.00018655936602082,1.57312577124064e-63
"SE33",12,4.91810396843039e-11,2.45285189273651e-30,7.59125065220644e-48,2.10522495477867e-27,1.70612360360073e-36,1.48432990839227e-43,2.95418423294916e-08,2.98013439846973e-08,4.22258807651023e-31,4.02584704910263e-13,0.0191806579249644,0.979956418452739,7.52816625908467e-62,4.15732677647082e-62,4.87647922827713e-38,2.82619250976361e-22,1.43889063071043e-36,2.23771473525082e-33,4.90484068796808e-08,9.4156077984205e-43,2.46300408833546e-41,1.24938342410792e-37,2.5861850526808e-14,0.00086281518109349,1.39141918778013e-57
"SI03",8,9.330427840334e-15,1.76535892378122e-29,1.06852295951553e-36,7.3697350806362e-07,1.14890939824785e-05,0.116760004832571,0.089439521185683,0.596400143513259,1.22084375602213e-26,0.000102886947844406,9.0337596421125e-36,2.09795792504816e-07,1.59524824560733e-19,5.07984167159482e-12,3.61339179827606e-41,9.57493449212701e-34,9.87781755531056e-10,1.8867457083335e-38,9.91836073187322e-06,8.63223281400763e-05,0.00202731354692978,2.40738851499935e-51,0.195161452428687,1.28222374919025e-30,6.04333256184243e-84
"SI04",8,2.15635362167821e-11,3.28266210775861e-20,8.26988671595548e-35,6.13940642757342e-11,3.16110908805716e-10,3.99095526685187e-09,9.87595531345404e-07,0.998994114781737,4.70230503817422e-21,3.44722113280761e-05,1.11914268504521e-26,2.27073433688026e-08,1.88889805005608e-22,9.46963696741116e-20,1.52017521477739e-36,2.95025391958898e-30,3.7651001340784e-13,2.7459129853255e-31,2.16478710874141e-07,5.68515684774284e-12,1.05141865828118e-07,2.4682119019425e-47,0.0009700766873979,6.51978377534681e-23,1.05849113613875e-71
"SK01",2,4.79530886663213e-13,0.992734279615827,5.08992757831219e-19,1.42333953535794e-18,1.85898015968597e-27,6.51449958419298e-41,3.75263968083048e-40,2.63800209135951e-15,0.00726572038368926,1.00454926078504e-17,9.47011801069112e-39,3.43246687307219e-45,5.72799887816448e-42,8.75558993799941e-40,1.02142830215511e-38,6.87968582647323e-42,5.06822414555301e-42,1.23990748289353e-15,2.98355517521453e-31,6.00005775448594e-51,3.33419869533873e-28,1.91520425648522e-67,5.14710964441741e-28,8.54193651488632e-21,2.52124894923906e-46
"SK02",6,3.93931449942684e-29,5.61278786016145e-33,5.7516551414766e-42,9.61039308899824e-08,4.01190276439996e-11,0.86960937474772,1.69136844811785e-20,0.00881031659121309,8.40476006542495e-27,6.8273588871876e-13,2.69820477949138e-61,8.20991433956661e-34,9.20033692194309e-25,1.52855376946087e-10,2.78536497397529e-67,2.00109328519273e-61,9.52641523750533e-24,9.35907630731059e-47,1.94203533918963e-25,8.790464602793e-12,0.121580212354683,2.36336640879955e-87,5.38670101090354e-15,1.8768143019534e-49,9.14203675665506e-108
"SK03",6,6.42607130063895e-31,1.44549638244574e-37,1.53195499852742e-43,1.12641334227625e-08,5.39476793565144e-09,0.99759629649738,7.37126660058238e-19,7.36403195284503e-07,1.12066448145888e-32,2.76144326749599e-15,1.94984596267704e-64,2.07791791257208e-32,1.75084845455476e-21,8.29227109501086e-08,1.843988840547e-64,4.56958638547128e-60,2.5374564920548e-19,5.37803824424353e-50,5.77882758725317e-24,3.18239350244982e-10,0.00240286719956538,7.03799463171164e-87,5.07240315375287e-15,1.8507339510996e-53,3.17995876874536e-110
"SK04",6,5.54954121054289e-40,1.64590688933376e-46,4.72149849470225e-53,5.24216692440613e-16,4.97173151512886e-13,0.999503257633282,5.05237078589781e-25,1.39195841531424e-13,1.02066438515961e-41,7.6314695629803e-22,1.0580894421492e-75,1.01897574665618e-38,4.80418563027727e-22,9.53731255877169e-09,5.48557002057438e-73,3.70855755770996e-69,3.34222042925597e-22,6.64570955007238e-61,4.4934649381917e-31,1.4866334319137e-09,0.000496731342135418,1.12907460716264e-92,1.60111182821742e-19,4.85237975892806e-66,1.09344907807893e-123
"UKC1",7,1.66875273430429e-11,9.7743782792295e-42,1.22921188988109e-32,3.50441199805763e-13,5.4254504227706e-23,4.9100401200729e-26,0.99999207183488,1.08907280499609e-14,3.91773978879447e-28,9.93096570785299e-09,1.52499566495511e-33,7.56201015238764e-07,3.43610083384302e-53,9.16963505764808e-38,5.19015174438836e-38,1.18868800125101e-25,4.66553700990242e-34,3.23614196738588e-42,6.06685884834591e-06,9.02764774896043e-27,1.03759493661538e-25,2.20179020431774e-30,1.09515724204936e-06,8.59198199764503e-21,1.61979829681369e-66
"UKC2",7,3.56807327306106e-08,1.43854283451586e-35,1.94868360839e-27,3.13110424539058e-09,2.59723240775794e-21,1.79084616059563e-23,0.999899500207206,2.98597918289447e-10,8.1902641454469e-21,3.53086342086269e-05,8.56612287272197e-32,8.60185264036101e-08,2.06185154284189e-52,1.10573919832973e-35,1.08054223618075e-37,2.09616626970791e-25,5.08741858854536e-35,2.75117625581668e-37,1.29543927961215e-05,6.79089991956064e-26,7.85750959528161e-22,3.66873164977737e-30,5.21116368277753e-05,4.87646016754921e-17,2.2943765525875e-62
"UKD1",7,5.09487612134846e-05,4.96823575141712e-41,1.82423667228168e-25,9.00344992900592e-10,3.52285752464437e-37,2.19505861911878e-38,0.999720063246411,5.48280367053244e-10,5.47342386493517e-18,1.43781318577286e-07,3.53509699439326e-25,9.47849247228141e-08,8.05638287829641e-90,2.10564122261491e-58,4.7692560566313e-46,2.79856266998694e-28,1.52376090194142e-61,1.25636166557592e-41,3.2616398856154e-08,3.6311148778016e-44,2.64546975986085e-39,3.68610480368415e-22,1.03069587123653e-08,0.000228705054149629,3.73752382639519e-53
"UKD3",7,1.14687729220404e-07,2.26851863342668e-35,2.68235624145652e-33,2.40961097433324e-15,2.41948544669438e-27,5.07890056755843e-27,0.994984033507758,4.69306923207681e-09,2.78504576441576e-20,0.00390316507536054,4.73301304208284e-23,0.000952877768560241,2.92994187421745e-55,1.41310765132609e-44,9.56709788142535e-39,4.79913661045215e-22,4.75297432461048e-38,2.71844458052055e-36,1.97969213174536e-05,5.27743634190652e-27,6.32400205878564e-22,2.96212153064487e-23,0.00014000734364678,2.55667262742906e-12,1.42356822871069e-60
"UKD4",7,7.02190923825893e-10,8.90090146346987e-41,2.38942155711054e-32,3.83156484477884e-15,9.00949448147009e-26,8.58947858301498e-29,0.999963650462286,3.06703105347293e-15,1.98656553594213e-26,5.44334706008057e-08,4.49963790028723e-30,2.03784897426243e-05,2.05787298471082e-56,5.3370084332982e-42,1.97495683806728e-36,4.64292832546849e-23,7.15463378755896e-37,4.42621064640397e-41,1.33161091454062e-05,1.22492800793088e-28,5.06814687877969e-27,2.47446099320898e-24,2.59980315759416e-06,1.55299006318819e-17,6.06651799623222e-62
"UKD6",1,0.997962304364069,5.93620886886783e-23,5.72307656801541e-16,3.49339426878815e-09,4.23216162824297e-27,5.29506970878412e-39,1.05657927169472e-06,4.34753958292857e-12,2.76919787505213e-09,2.05315901948048e-05,1.01954791075937e-22,1.18312637014864e-12,1.19990717774721e-62,3.79082952361579e-47,5.77557239548328e-29,7.36144996994927e-19,2.85984820419723e-44,1.38421007495647e-23,4.18395842551243e-07,6.70412211427182e-43,7.83624909054877e-33,7.53531455332001e-27,3.83317241056898e-10,0.00201568241918175,7.03278821880811e-39
"UKD7",7,6.49340598287294e-09,6.41983250141797e-32,6.91884451260327e-30,7.05686561461179e-09,8.97105068504289e-17,1.65910169995565e-21,0.999338074320796,1.26158723988349e-07,2.26290019484137e-22,0.000164812341190012,3.18321313960276e-28,1.13177102385052e-06,6.23557830957341e-41,3.26445135955909e-31,1.89648345273994e-35,6.06246051230121e-24,3.12868487522546e-25,8.06787239993117e-33,0.000479421719407224,2.35621865915403e-23,2.30770088578165e-19,3.67600947534929e-39,1.64201385871942e-05,1.78296389543026e-17,4.14122318276271e-65
"UKE1",7,3.52636007675789e-09,3.01951215942049e-40,1.49474153973778e-30,3.66411364710235e-11,1.62268130824859e-27,3.05888520576312e-27,0.99999574888671,2.12262545319536e-10,2.57848705132961e-23,1.71778461535734e-07,2.34695438332495e-30,5.82680147654169e-07,6.06054463587983e-66,1.12142085643272e-43,5.37248380373056e-43,1.41785568938474e-28,5.11158862322515e-44,1.09931204805266e-42,3.47258310573632e-07,1.50432841121885e-30,6.37605628671611e-28,7.90566865365304e-28,3.14562110290349e-06,4.27253010002164e-15,1.26370513471601e-63
"UKE2",7,0.00376582274111332,8.92661885597251e-30,1.73640147495656e-23,1.10957980168989e-08,6.29125004831082e-25,1.98798652177809e-37,0.986753798704517,1.35264944623867e-09,5.87296482635644e-18,2.54662521259492e-05,1.3456931865847e-18,5.14260005158142e-06,9.19878700949343e-60,1.53820718480776e-46,5.48272670942246e-31,9.54810067736304e-18,2.49500697212765e-37,1.63269423221071e-26,0.00894127238207855,4.37199558499707e-40,2.41567884058493e-34,7.80503790252661e-34,2.40476421621868e-09,0.00050848246690232,2.48329285586712e-48
"UKE3",7,1.58985239521758e-12,4.91099966759684e-46,2.0580263899315e-37,5.19174156633241e-18,3.07736429991856e-29,3.62352141684544e-29,0.999838514346678,3.35966467516067e-16,8.95386515262262e-31,4.46152133415949e-10,5.25997098669881e-31,0.000160049301121679,4.36498949907225e-62,1.52868593201794e-45,5.80078480713995e-41,4.22710568571322e-26,1.5375983120471e-40,4.01676255295011e-47,5.4571168466576e-07,9.43830528336998e-29,4.63937891208508e-29,3.70573757701194e-23,8.90192773203058e-07,1.30906999653697e-19,5.41720910858398e-67
"UKE4",7,4.00708113332506e-06,2.50147011259025e-32,1.64269799308758e-24,5.30034674062224e-11,6.22790757849061e-19,1.92230039614228e-23,0.993127618653315,1.44353348180043e-13,3.38692145597453e-18,0.00396157149847326,1.35937504575614e-31,4.72763275456985e-07,3.63105743748762e-43,9.16683933669426e-33,7.08744359730336e-30,6.35788784988852e-19,8.41149471564296e-30,6.52698501214773e-33,0.000670998249818797,4.15165323592566e-23,6.49673702207946e-18,1.92924680584773e-22,0.00223533170083634,2.99253477962957e-17,3.88114780514262e-56
"UKF1",7,8.94502136431931e-08,5.3449951726016e-36,4.83006470907296e-30,1.04998916933747e-12,7.43322309182175e-25,6.89956929299171e-28,0.999779818441552,4.73340358331337e-11,4.40431882914216e-21,0.000167774584806689,7.14010068878798e-27,6.7526168000304e-06,3.15757523883608e-54,1.32502589091825e-41,6.88717312318527e-37,3.33252618490189e-22,1.58836957470252e-36,1.0812133084465e-35,3.74624673757837e-05,1.20572308785434e-28,6.07463887568841e-24,3.51908814128283e-27,8.10239080767658e-06,6.01252763807642e-14,5.65996480677011e-60
"UKF2",7,1.69095404354986e-05,1.47193626478615e-36,2.62176782067711e-29,8.50177383391572e-15,3.71099490318831e-31,2.01104585940472e-36,0.999621483024698,1.85987296001307e-12,1.96066673486107e-20,1.07584276913233e-05,6.83796500720444e-21,0.000284826922762278,1.29312995307838e-66,6.90781831186739e-52,8.2395961299307e-36,1.54998659645726e-19,1.62813200093486e-44,5.4154149498747e-35,6.54469655407213e-05,4.60379299219728e-37,1.80194782392962e-32,1.76005401683412e-21,1.62457048370307e-07,4.12659954971282e-07,2.7999202480433e-52
"UKF3",7,1.09222120774157e-08,2.98984228056137e-45,7.56928120695394e-29,1.17211651422208e-09,3.61352725469723e-35,5.867954040908e-36,0.999999967952565,5.8894883308436e-11,2.28959132304485e-22,1.05150137383423e-08,3.59770335838849e-30,2.82176430734491e-09,2.4794223391316e-85,8.55557900571683e-55,3.31197782512743e-49,3.10208401516204e-31,4.03976526246019e-58,1.34026806024954e-44,5.26084854526816e-09,1.15298047964283e-41,1.19253917508781e-37,1.94709983416569e-29,8.59780849090443e-10,4.36804904999285e-10,1.58355557146595e-61
"UKG1",7,0.0303646497655289,2.16927231402185e-34,4.22306167185465e-18,1.81308752639183e-06,2.075779971416e-29,5.39946196948803e-39,0.969163175336055,3.12935738867854e-12,1.4426241265418e-13,0.000206402256056512,3.06086522678433e-26,5.86588698820537e-10,7.60809993457808e-73,3.23384684535327e-50,1.66358834390363e-35,1.76410506640053e-20,3.99769986274434e-50,2.06994232743221e-30,3.36198257828432e-05,3.08880521206321e-43,3.25797394129722e-35,2.14272974863781e-26,3.92586364434467e-09,0.00023033521332433,2.4609968057456e-46
