"","mean","n","stdev"
"pop_Total",2428168.2,5,866868.082953629
"pop_Y0-14",16.9793420305726,5,0.741505783669658
"pop_Y15-24",12.2974541036693,5,0.367942338732961
"pop_Y25-64",53.4874280186841,5,0.926669791887257
"pop_Y65-74",9.93491601658283,5,0.73631245169225
"pop_YGE75",7.30085983049113,5,0.502696312285419
"ARPR",NA,0,NA
"low_work",NA,0,NA
"rooms_pp",NA,0,NA
"mat_depriv",NA,0,NA
"ARPR_socexcl",NA,0,NA
"emp_Y15-24_ED0-2",23.7151671973443,5,2.10037262030726
"emp_Y25-64_ED0-2",13.3642599810774,5,1.63808839020229
"emp_Y15-24_ED3-4",27.8725490863747,5,2.03069644786025
"emp_Y25-64_ED3-4",30.1633551202367,5,2.41572365244367
"emp_Y15-24_ED5-8",7.54298047019837,5,0.922717942504107
"emp_Y25-64_ED5-8",32.1730907627809,5,4.57198778487956
"emp_FT",32.4982973261733,5,1.09261981365359
"emp_PT",32.9133919297732,5,1.6623353700829
"emp_Y15-24",59.4522964246185,5,2.58363953769872
"emp_Y25-64",76.4582014027746,5,1.42220662397264
"emp_YGE65",7.7237159348151,5,0.986435594113511
"emp_Y15-24_NaceA",1.50313107490317,4,0.143878926877349
"emp_Y25-64_NaceA",1.32892043353888,5,0.51245430238197
"emp_Y15-24_NaceB-E",2.84088219628071,5,0.601849936600826
"emp_Y25-64_NaceB-E",7.50963683116769,5,2.93155615477252
"emp_Y15-24_NaceF",1.61513375281479,5,0.476998446053557
"emp_Y25-64_NaceF",3.97187716129309,5,0.608080921424983
"emp_Y15-24_NaceG-I",26.7185969980563,5,1.44217726671327
"emp_Y25-64_NaceG-I",14.8248252560879,5,0.87509526769262
"emp_Y15-24_NaceJ",1.15261349688077,5,0.374502168695908
"emp_Y25-64_NaceJ",2.80946664037755,5,0.986663382552446
"emp_Y15-24_NaceK",0.550178128558362,3,0.0280585205514622
"emp_Y25-64_NaceK",3.3289181155982,5,0.916493810402745
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",0.677163457194966,5,0.143574872130105
"emp_Y15-24_NaceM_N",6.02428989617542,5,0.612549377801352
"emp_Y25-64_NaceM_N",9.84634915268847,5,1.00165969670045
"emp_Y15-24_NaceO-Q",7.94541007671271,5,0.601929062359598
"emp_Y25-64_NaceO-Q",23.8169802712497,5,2.0212123999562
"emp_Y15-24_NaceR-U",2.39242523367676,5,0.282060525936826
"emp_Y25-64_NaceR-U",3.40747379598128,5,0.670600679376724
"unemp_Y15-24",8.08036795160935,5,0.97035980304898
"unemp_YGE25",4.40771346237919,5,0.434471030498714
"GDP",37960,5,5618.54073581388
"GVAgr",1.72,5,0.228035085019828
"disp_income",15860,5,531.977443130815
"training",18.86,5,1.22596900450215
"earn_OC1_B-F",26.39,5,0
"earn_OC2_B-F",20.45,5,0
"earn_OC3_B-F",17.31,5,0
"earn_OC4_B-F",14.48,5,0
"earn_OC5_B-F",11.3,5,0
"earn_OC6_B-F",9.92,5,0
"earn_OC7_B-F",11.11,5,0
"earn_OC8_B-F",11.91,5,0
"earn_OC9_B-F",10.14,5,0
"earn_OC1_G-N",23.47,5,0
"earn_OC2_G-N",19.12,5,0
"earn_OC3_G-N",15.56,5,0
"earn_OC4_G-N",12.92,5,0
"earn_OC5_G-N",9.76,5,0
"earn_OC6_G-N",9.11,5,0
"earn_OC7_G-N",10.4,5,0
"earn_OC8_G-N",11.64,5,0
"earn_OC9_G-N",8.94,5,0
"earn_OC1_P-S",24.16,5,0
"earn_OC2_P-S",20.01,5,0
"earn_OC3_P-S",15.86,5,0
"earn_OC4_P-S",14.34,5,0
"earn_OC5_P-S",13.89,5,0
"earn_OC6_P-S",14.96,5,0
"earn_OC7_P-S",12.15,5,0
"earn_OC8_P-S",10.64,5,0
"earn_OC9_P-S",10.82,5,0
"expend_ED5-8",1.75,5,0
