Sets to variables test for over-representation
76 variables tested, 40 have p < 0.05 
Selected set size: 12 
    Universe size: 276 
                 vars         pval         adjp      odds       exp obs size
1        earn_OC8_P-S 6.447933e-10 1.329098e-08       Inf 2.2608696  12   52
2        earn_OC1_G-N 8.335133e-10 1.329098e-08       Inf 2.3043478  12   53
3        earn_OC3_G-N 8.335133e-10 1.329098e-08       Inf 2.3043478  12   53
4        earn_OC2_P-S 1.071660e-09 1.329098e-08       Inf 2.3478261  12   54
5        earn_OC1_B-F 3.497625e-09 1.329098e-08       Inf 2.5652174  12   59
6        earn_OC3_B-F 3.497625e-09 1.329098e-08       Inf 2.5652174  12   59
7        earn_OC4_B-F 3.497625e-09 1.329098e-08       Inf 2.5652174  12   59
8        earn_OC7_B-F 3.497625e-09 1.329098e-08       Inf 2.5652174  12   59
9        earn_OC8_B-F 3.497625e-09 1.329098e-08       Inf 2.5652174  12   59
10       earn_OC9_B-F 3.497625e-09 1.329098e-08       Inf 2.5652174  12   59
11       earn_OC4_G-N 3.497625e-09 1.329098e-08       Inf 2.5652174  12   59
12       earn_OC5_G-N 3.497625e-09 1.329098e-08       Inf 2.5652174  12   59
13       earn_OC7_G-N 3.497625e-09 1.329098e-08       Inf 2.5652174  12   59
14       earn_OC9_G-N 3.497625e-09 1.329098e-08       Inf 2.5652174  12   59
15       earn_OC1_P-S 3.497625e-09 1.329098e-08       Inf 2.5652174  12   59
16       earn_OC3_P-S 3.497625e-09 1.329098e-08       Inf 2.5652174  12   59
17       earn_OC4_P-S 3.497625e-09 1.329098e-08       Inf 2.5652174  12   59
18       earn_OC5_P-S 3.497625e-09 1.329098e-08       Inf 2.5652174  12   59
19       earn_OC7_P-S 3.497625e-09 1.329098e-08       Inf 2.5652174  12   59
20       earn_OC9_P-S 3.497625e-09 1.329098e-08       Inf 2.5652174  12   59
21       earn_OC8_G-N 4.372031e-09 1.582259e-08       Inf 2.6086957  12   60
22       earn_OC6_P-S 7.415700e-09 2.561787e-08 74.411765 1.9565217  11   45
23             emp_PT 1.040922e-07 3.439570e-07 53.533333 2.4347826  11   56
24        disp_income 1.578674e-07 4.799168e-07 50.787234 2.5217391  11   58
25       expend_ED5-8 1.578674e-07 4.799168e-07 50.787234 2.5217391  11   58
26       earn_OC5_B-F 1.277398e-06 3.733934e-06 26.428571 2.2608696  10   52
27       earn_OC2_B-F 1.561924e-06 4.239507e-06 25.697674 2.3043478  10   53
28       earn_OC2_G-N 1.561924e-06 4.239507e-06 25.697674 2.3043478  10   53
29       earn_OC6_B-F 2.109138e-06 5.527396e-06 23.142857 1.2608696   8   29
30           rooms_pp 3.344398e-05 8.472476e-05 19.307692 0.8260870   6   19
31       earn_OC6_G-N 5.804795e-05 1.423111e-04 13.085714 1.8695652   8   43
32           training 4.054777e-04 9.630095e-04  9.234043 2.3913043   8   55
33   emp_Y25-64_ED5-8 4.656875e-04 1.072492e-03  9.000000 2.4347826   8   56
34 emp_Y25-64_NaceM_N 3.066752e-03 6.855092e-03  6.300000 2.3913043   7   55
35   emp_Y25-64_ED0-2 3.438332e-03 7.466093e-03  6.142857 2.4347826   7   56
36   emp_Y25-64_NaceJ 9.221676e-03 1.946798e-02  5.139535 2.1304348   6   49
37       unemp_Y15-24 1.257179e-02 2.582314e-02  4.739130 2.2608696   6   52
38          pop_YGE75 1.835110e-02 3.576112e-02  4.280000 2.4347826   6   56
39                GDP 1.835110e-02 3.576112e-02  4.280000 2.4347826   6   56
40           low_work 3.546910e-02 6.739130e-02  5.533333 0.7826087   3   18
