"","mean","n","stdev"
"pop_Total",1488197.91666667,12,643164.832001798
"pop_Y0-14",12.5789574387069,12,1.20335703188632
"pop_Y15-24",8.48877087035506,12,1.07922986963894
"pop_Y25-64",55.3371710062073,12,1.46725040937255
"pop_Y65-74",11.7601548093482,12,1.04216121400452
"pop_YGE75",11.8349458753825,12,1.49897041641434
"ARPR",11.6,4,3.71304008417182
"low_work",7.75,4,1.81383571472171
"rooms_pp",1.475,4,0.125830573921179
"mat_depriv",9.7,4,2.26421435969889
"ARPR_socexcl",19.975,4,4.55878273226527
"emp_Y15-24_ED0-2",26.4144827172268,11,5.76841455901534
"emp_Y25-64_ED0-2",14.0019211848662,12,14.2462884515127
"emp_Y15-24_ED3-4",65.5271165791122,12,4.14678360233458
"emp_Y25-64_ED3-4",58.7653483296379,12,10.5887329723697
"emp_Y15-24_ED5-8",11.8137237503697,5,8.13928571989813
"emp_Y25-64_ED5-8",27.1961664412489,12,6.18675378664999
"emp_TF",45.7185937675446,12,2.98316099298073
"emp_TP",13.5145510707003,12,2.63332990238436
"emp_Y15-24",33.2982165588615,12,12.1668105315707
"emp_Y25-64",74.3573139948507,12,4.21364047335214
"emp_YGE65",3.45894724385032,11,0.827713661135436
"emp_Y15-24_NaceA",NA,0,NA
"emp_Y25-64_NaceA",1.9707710375949,12,0.663380849083983
"emp_Y15-24_NaceB-E",22.2483250379494,11,6.652649826431
"emp_Y25-64_NaceB-E",19.0436879592769,12,5.70215540451336
"emp_Y15-24_NaceF",8.3161685763691,4,0.86881217391737
"emp_Y25-64_NaceF",8.96501063594971,12,1.59203111599475
"emp_Y15-24_NaceG-I",31.2301101214561,11,8.37226278888153
"emp_Y25-64_NaceG-I",23.2585654799577,12,2.09576507410621
"emp_Y15-24_NaceJ",NA,0,NA
"emp_Y25-64_NaceJ",1.85328075044293,11,0.562908344840001
"emp_Y15-24_NaceK",NA,0,NA
"emp_Y25-64_NaceK",2.40418544084248,11,0.550850898100378
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",0.551573214864275,5,0.214394117214643
"emp_Y15-24_NaceM_N",10.000819978222,4,1.15171760347927
"emp_Y25-64_NaceM_N",10.174817962027,12,1.52696140371494
"emp_Y15-24_NaceO-Q",25.492675003488,8,1.96850782198986
"emp_Y25-64_NaceO-Q",26.3424881474828,12,3.66175814938286
"emp_Y15-24_NaceR-U",11.4448696145125,3,4.03114161713302
"emp_Y25-64_NaceR-U",5.4637645460035,12,1.90235524940561
"unemp_Y15-24",6.76903984889685,9,2.65323868680495
"unemp_YGE25",4.93666952757355,12,0.952968509058244
"GDP",26591.6666666667,12,3634.29581358013
"GVAgr",1.26,5,1.15238882327103
"disp_income",17375,12,606.217782649107
"training",8.19166666666667,12,1.60309832587532
