Sets to variables test for under-representation
76 variables tested, 47 have p < 0.05 
Selected set size: 16 
    Universe size: 276 
                 vars       pval       adjp odds      exp obs size
1        earn_OC8_G-N 0.01745475 0.05489230    0 3.478261   0   60
2        earn_OC1_B-F 0.01884418 0.05489230    0 3.420290   0   59
3        earn_OC3_B-F 0.01884418 0.05489230    0 3.420290   0   59
4        earn_OC4_B-F 0.01884418 0.05489230    0 3.420290   0   59
5        earn_OC7_B-F 0.01884418 0.05489230    0 3.420290   0   59
6        earn_OC8_B-F 0.01884418 0.05489230    0 3.420290   0   59
7        earn_OC9_B-F 0.01884418 0.05489230    0 3.420290   0   59
8        earn_OC4_G-N 0.01884418 0.05489230    0 3.420290   0   59
9        earn_OC5_G-N 0.01884418 0.05489230    0 3.420290   0   59
10       earn_OC7_G-N 0.01884418 0.05489230    0 3.420290   0   59
11       earn_OC9_G-N 0.01884418 0.05489230    0 3.420290   0   59
12       earn_OC1_P-S 0.01884418 0.05489230    0 3.420290   0   59
13       earn_OC3_P-S 0.01884418 0.05489230    0 3.420290   0   59
14       earn_OC4_P-S 0.01884418 0.05489230    0 3.420290   0   59
15       earn_OC5_P-S 0.01884418 0.05489230    0 3.420290   0   59
16       earn_OC7_P-S 0.01884418 0.05489230    0 3.420290   0   59
17       earn_OC9_P-S 0.01884418 0.05489230    0 3.420290   0   59
18        disp_income 0.02033679 0.05489230    0 3.362319   0   58
19         pop_Y15-24 0.02366045 0.05489230    0 3.246377   0   56
20         pop_Y25-64 0.02366045 0.05489230    0 3.246377   0   56
21         pop_Y65-74 0.02366045 0.05489230    0 3.246377   0   56
22          pop_YGE75 0.02366045 0.05489230    0 3.246377   0   56
23   emp_Y25-64_ED3-4 0.02366045 0.05489230    0 3.246377   0   56
24             emp_FT 0.02366045 0.05489230    0 3.246377   0   56
25             emp_PT 0.02366045 0.05489230    0 3.246377   0   56
26         emp_Y25-64 0.02366045 0.05489230    0 3.246377   0   56
27 emp_Y25-64_NaceG-I 0.02366045 0.05489230    0 3.246377   0   56
28 emp_Y25-64_NaceO-Q 0.02366045 0.05489230    0 3.246377   0   56
29                GDP 0.02366045 0.05489230    0 3.246377   0   56
30         emp_Y15-24 0.02550712 0.05489230    0 3.188406   0   55
31 emp_Y25-64_NaceB-E 0.02550712 0.05489230    0 3.188406   0   55
32 emp_Y25-64_NaceM_N 0.02550712 0.05489230    0 3.188406   0   55
33 emp_Y25-64_NaceR-U 0.02550712 0.05489230    0 3.188406   0   55
34           training 0.02550712 0.05489230    0 3.188406   0   55
35   emp_Y15-24_ED3-4 0.02748826 0.05489230    0 3.130435   0   54
36       earn_OC2_P-S 0.02748826 0.05489230    0 3.130435   0   54
37 emp_Y15-24_NaceG-I 0.02961295 0.05489230    0 3.072464   0   53
38       earn_OC2_B-F 0.02961295 0.05489230    0 3.072464   0   53
39       earn_OC1_G-N 0.02961295 0.05489230    0 3.072464   0   53
40       earn_OC2_G-N 0.02961295 0.05489230    0 3.072464   0   53
41       earn_OC3_G-N 0.02961295 0.05489230    0 3.072464   0   53
42   emp_Y25-64_NaceK 0.03189087 0.05508423    0 3.014493   0   52
43       earn_OC5_B-F 0.03189087 0.05508423    0 3.014493   0   52
44       earn_OC8_P-S 0.03189087 0.05508423    0 3.014493   0   52
45          emp_YGE65 0.03433228 0.05798340    0 2.956522   0   51
46   emp_Y25-64_NaceJ 0.03974982 0.06567361    0 2.840580   0   49
47   emp_Y15-24_ED0-2 0.04274980 0.06912734    0 2.782609   0   48
