"","mean","n","stdev"
"pop_Total",3972915.625,8,1243131.50570358
"pop_Y0-14",18.0589809274715,8,1.28644870118209
"pop_Y15-24",11.6429390999266,8,0.633452601947588
"pop_Y25-64",50.552077107786,8,0.509138506864915
"pop_Y65-74",9.85569637355628,8,0.998251583859418
"pop_YGE75",9.89030649125963,8,1.0818511247113
"ARPR",NA,0,NA
"low_work",NA,0,NA
"rooms_pp",NA,0,NA
"mat_depriv",NA,0,NA
"ARPR_socexcl",NA,0,NA
"emp_Y15-24_ED0-2",3.4127887523161,8,0.914647416192835
"emp_Y25-64_ED0-2",10.8426874727563,8,1.47950595623115
"emp_Y15-24_ED3-4",15.708143638896,8,1.74679624382854
"emp_Y25-64_ED3-4",32.1895772200178,8,3.68333152024352
"emp_Y15-24_ED5-8",6.56374486818135,8,1.31458656486913
"emp_Y25-64_ED5-8",28.2121311044938,8,3.26907865247237
"emp_FT",43.7375126535055,8,2.70707875439912
"emp_PT",11.1000871934165,8,0.769493127199259
"emp_Y15-24",25.8114563274502,8,3.07521398665966
"emp_Y25-64",71.4040412521891,8,3.91206150224837
"emp_YGE65",2.00591288565638,8,0.541237525889846
"emp_Y15-24_NaceA",NA,0,NA
"emp_Y25-64_NaceA",2.46983856294978,8,1.14509279615621
"emp_Y15-24_NaceB-E",3.62356541322761,8,1.02762990432082
"emp_Y25-64_NaceB-E",9.6814301531389,8,2.77983958796729
"emp_Y15-24_NaceF",2.5133760228625,8,0.99445986271128
"emp_Y25-64_NaceF",4.80064303758929,8,0.565169994822539
"emp_Y15-24_NaceG-I",8.7430277549368,8,1.05480649417446
"emp_Y25-64_NaceG-I",14.7963137831073,8,1.31131675823055
"emp_Y15-24_NaceJ",0.897869661550081,2,0.284424579143544
"emp_Y25-64_NaceJ",1.64088693820592,8,0.489029648594342
"emp_Y15-24_NaceK",NA,0,NA
"emp_Y25-64_NaceK",2.10279288815644,8,0.36531945106914
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",1.17721141768393,8,0.377797478507871
"emp_Y15-24_NaceM_N",1.83855645762043,6,0.341968441291976
"emp_Y25-64_NaceM_N",6.67467402386029,8,0.845090425484561
"emp_Y15-24_NaceO-Q",5.29560333236423,8,0.923679600461587
"emp_Y25-64_NaceO-Q",23.8797478384018,8,1.5878813598126
"emp_Y15-24_NaceR-U",1.77486583773139,5,0.186911805101983
"emp_Y25-64_NaceR-U",3.66948433966746,8,0.525419808376702
"unemp_Y15-24",8.17522900253438,8,1.22973046103905
"unemp_YGE25",5.5483951800203,8,1.0643306383706
"GDP",25612.5,8,2331.42353815983
"GVAgr",0.975,8,0.618177043526252
"disp_income",16825,8,949.812011475354
"training",20.175,8,2.94218092092049
"earn_OC1_B-F",25.41,8,0
"earn_OC2_B-F",23.09,8,0
"earn_OC3_B-F",15.99,8,0
"earn_OC4_B-F",13.77,8,0
"earn_OC5_B-F",10.95,8,0
"earn_OC6_B-F",NA,0,NA
"earn_OC7_B-F",11.21,8,0
"earn_OC8_B-F",11.47,8,0
"earn_OC9_B-F",11.01,8,0
"earn_OC1_G-N",24.45,8,0
"earn_OC2_G-N",22.91,8,0
"earn_OC3_G-N",16.28,8,0
"earn_OC4_G-N",12.8,8,0
"earn_OC5_G-N",11.57,8,0
"earn_OC6_G-N",14.89,8,0
"earn_OC7_G-N",10.91,8,0
"earn_OC8_G-N",11.81,8,0
"earn_OC9_G-N",10.37,8,0
"earn_OC1_P-S",22.29,8,0
"earn_OC2_P-S",17.42,8,0
"earn_OC3_P-S",14.58,8,0
"earn_OC4_P-S",11.68,8,0
"earn_OC5_P-S",11.46,8,0
"earn_OC6_P-S",8.62,8,0
"earn_OC7_P-S",10.82,8,0
"earn_OC8_P-S",9.46,8,0
"earn_OC9_P-S",9.42,8,0
"expend_ED5-8",NA,0,NA
