"vars","pval","adjp","odds","exp","obs","size"
"emp_Y15-24_NaceO-Q",7.89938945810508e-06,0.000600353598815986,Inf,1.3695652173913,7,54
"emp_Y15-24_ED3-4",4.32410544352985e-05,0.000914538966157875,Inf,1.72463768115942,7,68
"emp_Y25-64_ED3-4",4.8123108968316e-05,0.000914538966157875,Inf,1.75,7,69
"emp_Y25-64_NaceL",4.81336297977829e-05,0.000914538966157875,40.1142857142857,1.03985507246377,6,41
"emp_Y15-24_NaceM_N",0.00109032428308829,0.0115794459918896,15.6756756756757,1.06521739130435,5,42
"pop_Y15-24",0.00115495461523958,0.0115794459918896,19.6190476190476,1.75,6,69
"earn_OC5_B-F",0.00276878102475277,0.0115794459918896,15.8108108108108,2.02898550724638,6,80
"earn_OC3_P-S",0.00276878102475277,0.0115794459918896,15.8108108108108,2.02898550724638,6,80
"earn_OC8_P-S",0.00276878102475277,0.0115794459918896,15.8108108108108,2.02898550724638,6,80
"GVAgr",0.002794695629909,0.0115794459918896,13.0133333333333,0.735507246376812,4,29
"earn_OC1_P-S",0.00297787569135236,0.0115794459918896,15.52,2.05434782608696,6,81
"earn_OC4_P-S",0.00297787569135236,0.0115794459918896,15.52,2.05434782608696,6,81
"earn_OC5_P-S",0.00297787569135236,0.0115794459918896,15.52,2.05434782608696,6,81
"earn_OC9_P-S",0.00297787569135236,0.0115794459918896,15.52,2.05434782608696,6,81
"earn_OC3_B-F",0.00319958376091685,0.0115794459918896,15.2368421052632,2.07971014492754,6,82
"earn_OC4_B-F",0.00319958376091685,0.0115794459918896,15.2368421052632,2.07971014492754,6,82
"earn_OC7_B-F",0.00319958376091685,0.0115794459918896,15.2368421052632,2.07971014492754,6,82
"earn_OC9_B-F",0.00319958376091685,0.0115794459918896,15.2368421052632,2.07971014492754,6,82
"earn_OC2_G-N",0.00319958376091685,0.0115794459918896,15.2368421052632,2.07971014492754,6,82
"earn_OC3_G-N",0.00319958376091685,0.0115794459918896,15.2368421052632,2.07971014492754,6,82
"earn_OC4_G-N",0.00319958376091685,0.0115794459918896,15.2368421052632,2.07971014492754,6,82
"emp_Y15-24_NaceB-E",0.00443338297515744,0.0153153230050893,10.6862745098039,1.42028985507246,5,56
"emp_YGE65",0.00834297858716084,0.0275681031575749,8.89830508474576,1.6231884057971,5,64
"emp_FT",0.0118427963476715,0.0333352786082606,8.0078125,1.75,5,69
"emp_Y15-24",0.0118427963476715,0.0333352786082606,8.0078125,1.75,5,69
"emp_Y25-64",0.0118427963476715,0.0333352786082606,8.0078125,1.75,5,69
"emp_Y25-64_NaceO-Q",0.0118427963476715,0.0333352786082606,8.0078125,1.75,5,69
"emp_Y15-24_NaceF",0.012681145461475,0.0344202519668607,7.86324786324786,1.09057971014493,4,43
"emp_Y15-24_NaceJ",0.043435945143652,0.113832132100605,8.56666666666667,0.355072463768116,2,14
"earn_OC6_P-S",0.0527131144387721,0.133539889911556,4.64444444444444,1.6231884057971,4,64
"emp_Y25-64_NaceF",0.0647656841531919,0.158780386956212,4.27083333333333,1.72463768115942,4,68
"emp_Y15-24_NaceA",0.0694878079606175,0.165033543906466,6.325,0.456521739130435,2,18
"emp_Y15-24_NaceG-I",0.219257588024571,0.496400703756537,2.45238095238095,1.67391304347826,3,66
"emp_Y15-24_NaceR-U",0.228219794951144,0.496400703756537,2.76470588235294,0.91304347826087,2,36
"earn_OC6_B-F",0.23822435316474,0.496400703756537,2.67428571428571,0.938405797101449,2,37
