"","mean","n","stdev"
"pop_Total",11000481,2,1452516.12249641
"pop_Y0-14",17.051926937317,2,3.89627580559069
"pop_Y15-24",10.925979143742,2,2.63979723622542
"pop_Y25-64",54.469155776962,2,1.134188044805
"pop_Y65-74",8.98406046049696,2,2.66239578150069
"pop_YGE75",8.56887768148202,2,2.73948921551043
"ARPR",9,1,NA
"low_work",7,1,NA
"rooms_pp",1.4,1,NA
"mat_depriv",8.5,1,NA
"ARPR_socexcl",18.1,1,NA
"emp_Y15-24_ED0-2",19.5768027115589,2,5.06601764649973
"emp_Y25-64_ED0-2",24.7496553411736,2,9.63648922559079
"emp_Y15-24_ED3-4",59.9699758680498,2,14.5015490378407
"emp_Y25-64_ED3-4",40.5660592878341,2,9.6856954227462
"emp_Y15-24_ED5-8",20.0607992282397,2,19.0125978980236
"emp_Y25-64_ED5-8",34.5078965685685,2,19.0727332116985
"emp_TF",48.1219656172351,2,2.84755915252294
"emp_TP",9.75900645262013,2,0.895752427152846
"emp_Y15-24",22.37785462205,2,2.31491329201136
"emp_Y25-64",73.292027923816,2,1.9281797631812
"emp_YGE65",3.65499636948702,2,0.477083829379785
"emp_Y15-24_NaceA",1.70757737459979,1,NA
"emp_Y25-64_NaceA",0.961183289515482,2,0.816394728922506
"emp_Y15-24_NaceB-E",15.0880722312161,2,10.6593914565254
"emp_Y25-64_NaceB-E",17.2590249348424,2,13.23545749757
"emp_Y15-24_NaceF",5.37956192784099,2,1.59887706199557
"emp_Y25-64_NaceF",5.85098387164432,2,0.471112861897456
"emp_Y15-24_NaceG-I",35.012954134853,2,2.63050057982749
"emp_Y25-64_NaceG-I",21.7705101735686,2,2.59795131701894e-05
"emp_Y15-24_NaceJ",3.98091972913294,2,0.800112507737509
"emp_Y25-64_NaceJ",4.83526589045126,2,1.65205441410379
"emp_Y15-24_NaceK",2.68326057162828,2,1.90807920899608
"emp_Y25-64_NaceK",4.72955738042492,2,1.10308480005357
"emp_Y15-24_NaceL",1.73207036535859,1,NA
"emp_Y25-64_NaceL",1.56855960990297,2,1.16252237343186
"emp_Y15-24_NaceM_N",10.5606021001007,2,0.0683473684690522
"emp_Y25-64_NaceM_N",12.3371698977311,2,1.4434175698198
"emp_Y15-24_NaceO-Q",13.2514878480972,2,11.49579659052
"emp_Y25-64_NaceO-Q",22.7294940788133,2,8.35775034959911
"emp_Y15-24_NaceR-U",9.21559608516513,2,2.89028797768386
"emp_Y25-64_NaceR-U",7.059705561935,2,0.466625363595563
"unemp_Y15-24",7.97520308254202,2,2.0413497830378
"unemp_YGE25",5.38618825323441,2,1.33748318025533
"GDP",41850,2,10111.6269709676
"GVAgr",1.3,1,NA
"disp_income",20300,2,848.528137423857
"training",13.2,2,5.939696961967
