"","mean","n","stdev"
"pop_Total",242131.5,2,21519.3806718502
"pop_Y0-14",39.0234645082016,2,7.22697346669735
"pop_Y15-24",16.2049459362878,2,0.332525087672081
"pop_Y25-64",41.0910925554754,2,6.04591032575597
"pop_Y65-74",2.39244859851516,2,1.01887989582968
"pop_YGE75",1.28804840152002,2,0.494708332783782
"ARPR",NA,0,NA
"low_work",NA,0,NA
"rooms_pp",NA,0,NA
"mat_depriv",NA,0,NA
"ARPR_socexcl",NA,0,NA
"emp_Y15-24_ED0-2",NA,0,NA
"emp_Y25-64_ED0-2",22.1948882844162,2,6.19268542878192
"emp_Y15-24_ED3-4",7.78626697162879,1,NA
"emp_Y25-64_ED3-4",14.0546382796293,2,4.47143678780316
"emp_Y15-24_ED5-8",NA,0,NA
"emp_Y25-64_ED5-8",12.3069794666847,2,1.49202267516362
"emp_FT",29.5261267812634,2,2.83814464653176
"emp_PT",7.16765777075402,2,0.0751486519847278
"emp_Y15-24",14.599250571804,1,NA
"emp_Y25-64",48.8991213850374,2,0.255305314923234
"emp_YGE65",NA,0,NA
"emp_Y15-24_NaceA",NA,0,NA
"emp_Y25-64_NaceA",3.08353818876393,1,NA
"emp_Y15-24_NaceB-E",NA,0,NA
"emp_Y25-64_NaceB-E",3.16919202734071,1,NA
"emp_Y15-24_NaceF",NA,0,NA
"emp_Y25-64_NaceF",4.28269192883879,1,NA
"emp_Y15-24_NaceG-I",NA,0,NA
"emp_Y25-64_NaceG-I",6.94964309080189,2,1.19480712413338
"emp_Y15-24_NaceJ",NA,0,NA
"emp_Y25-64_NaceJ",NA,0,NA
"emp_Y15-24_NaceK",NA,0,NA
"emp_Y25-64_NaceK",NA,0,NA
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",NA,0,NA
"emp_Y15-24_NaceM_N",NA,0,NA
"emp_Y25-64_NaceM_N",3.51180738164781,1,NA
"emp_Y15-24_NaceO-Q",NA,0,NA
"emp_Y25-64_NaceO-Q",21.3777395297331,2,0.777312791427648
"emp_Y15-24_NaceR-U",NA,0,NA
"emp_Y25-64_NaceR-U",2.8265766730336,1,NA
"unemp_Y15-24",9.48951287167259,1,NA
"unemp_YGE25",10.4255704243497,2,1.46574273754515
"GDP",12200,2,5374.01153701776
"GVAgr",8.7,2,0
"disp_income",7000,2,2969.8484809835
"training",7.6,1,NA
"earn_OC1_B-F",25.41,2,0
"earn_OC2_B-F",23.09,2,0
"earn_OC3_B-F",15.99,2,0
"earn_OC4_B-F",13.77,2,0
"earn_OC5_B-F",10.95,2,0
"earn_OC6_B-F",NA,0,NA
"earn_OC7_B-F",11.21,2,0
"earn_OC8_B-F",11.47,2,0
"earn_OC9_B-F",11.01,2,0
"earn_OC1_G-N",24.45,2,0
"earn_OC2_G-N",22.91,2,0
"earn_OC3_G-N",16.28,2,0
"earn_OC4_G-N",12.8,2,0
"earn_OC5_G-N",11.57,2,0
"earn_OC6_G-N",14.89,2,0
"earn_OC7_G-N",10.91,2,0
"earn_OC8_G-N",11.81,2,0
"earn_OC9_G-N",10.37,2,0
"earn_OC1_P-S",22.29,2,0
"earn_OC2_P-S",17.42,2,0
"earn_OC3_P-S",14.58,2,0
"earn_OC4_P-S",11.68,2,0
"earn_OC5_P-S",11.46,2,0
"earn_OC6_P-S",8.62,2,0
"earn_OC7_P-S",10.82,2,0
"earn_OC8_P-S",9.46,2,0
"earn_OC9_P-S",9.42,2,0
"expend_ED5-8",NA,0,NA
