"vars","pval","adjp","odds","exp","obs","size"
"pop_Y25-64",0.0010870357404087,0.0826147162710609,8.18181818181818,1.42028985507246,6,28
"emp_Y25-64_NaceA",0.00465551506966089,0.176909572647114,6.72222222222222,1.26811594202899,5,25
"emp_Y15-24_NaceA",0.344249453919912,1,2.8021978021978,0.405797101449275,1,8
"unemp_Y15-24",0.387458108353706,1,1.65277777777778,1.31884057971015,2,26
"pop_Y15-24",0.425817624885099,1,1.51282051282051,1.42028985507246,2,28
"emp_FT",0.425817624885099,1,1.51282051282051,1.42028985507246,2,28
"emp_Y25-64_NaceF",0.425817624885099,1,1.51282051282051,1.42028985507246,2,28
"GVAgr",0.442087942414204,1,1.93846153846154,0.557971014492754,1,11
"emp_Y25-64_ED3-4",0.78479607950239,1,0.66951566951567,1.42028985507246,1,28
"emp_Y25-64_NaceG-I",0.78479607950239,1,0.66951566951567,1.42028985507246,1,28
"pop_Total",1,1,0,1.42028985507246,0,28
"pop_Y0-14",1,1,0,1.42028985507246,0,28
"pop_Y65-74",1,1,0,1.42028985507246,0,28
"pop_YGE75",1,1,0,1.42028985507246,0,28
"ARPR",1,1,0,0.456521739130435,0,9
"low_work",1,1,0,0.456521739130435,0,9
"rooms_pp",1,1,0,0.86231884057971,0,17
"mat_depriv",1,1,0,0.456521739130435,0,9
"ARPR_socexcl",1,1,0,0.456521739130435,0,9
"emp_Y15-24_ED0-2",1,1,0,1.21739130434783,0,24
"emp_Y25-64_ED0-2",1,1,0,1.42028985507246,0,28
"emp_Y15-24_ED3-4",1,1,0,1.3695652173913,0,27
"emp_Y15-24_ED5-8",1,1,0,1.01449275362319,0,20
"emp_Y25-64_ED5-8",1,1,0,1.42028985507246,0,28
"emp_PT",1,1,0,1.42028985507246,0,28
"emp_Y15-24",1,1,0,1.42028985507246,0,28
"emp_Y25-64",1,1,0,1.42028985507246,0,28
"emp_YGE65",1,1,0,1.31884057971015,0,26
"emp_Y15-24_NaceB-E",1,1,0,1.16666666666667,0,23
"emp_Y25-64_NaceB-E",1,1,0,1.42028985507246,0,28
"emp_Y15-24_NaceF",1,1,0,0.86231884057971,0,17
"emp_Y15-24_NaceG-I",1,1,0,1.3695652173913,0,27
"emp_Y15-24_NaceJ",1,1,0,0.304347826086957,0,6
"emp_Y25-64_NaceJ",1,1,0,1.26811594202899,0,25
"emp_Y15-24_NaceK",1,1,0,0.202898550724638,0,4
"emp_Y25-64_NaceK",1,1,0,1.31884057971015,0,26
"emp_Y15-24_NaceL",1,1,0,0.0507246376811594,0,1
"emp_Y25-64_NaceL",1,1,0,0.86231884057971,0,17
"emp_Y15-24_NaceM_N",1,1,0,0.86231884057971,0,17
"emp_Y25-64_NaceM_N",1,1,0,1.42028985507246,0,28
"emp_Y15-24_NaceO-Q",1,1,0,1.11594202898551,0,22
"emp_Y25-64_NaceO-Q",1,1,0,1.42028985507246,0,28
"emp_Y15-24_NaceR-U",1,1,0,0.760869565217391,0,15
"emp_Y25-64_NaceR-U",1,1,0,1.42028985507246,0,28
"unemp_YGE25",1,1,0,1.42028985507246,0,28
"GDP",1,1,0,1.47101449275362,0,29
"disp_income",1,1,0,1.6231884057971,0,32
"training",1,1,0,1.42028985507246,0,28
"earn_OC1_B-F",1,1,0,2.99275362318841,0,59
"earn_OC2_B-F",1,1,0,2.18115942028985,0,43
"earn_OC3_B-F",1,1,0,1.92753623188406,0,38
"earn_OC4_B-F",1,1,0,2.18115942028985,0,43
"earn_OC5_B-F",1,1,0,1.31884057971015,0,26
"earn_OC6_B-F",1,1,0,2.18115942028985,0,43
"earn_OC7_B-F",1,1,0,3.14492753623188,0,62
"earn_OC8_B-F",1,1,0,3.2463768115942,0,64
"earn_OC9_B-F",1,1,0,1.47101449275362,0,29
"earn_OC1_G-N",1,1,0,1.92753623188406,0,38
"earn_OC2_G-N",1,1,0,2.28260869565217,0,45
"earn_OC3_G-N",1,1,0,2.89130434782609,0,57
"earn_OC4_G-N",1,1,0,2.23188405797101,0,44
"earn_OC5_G-N",1,1,0,1.57246376811594,0,31
"earn_OC6_G-N",1,1,0,1.6231884057971,0,32
"earn_OC7_G-N",1,1,0,1.57246376811594,0,31
"earn_OC8_G-N",1,1,0,1.57246376811594,0,31
"earn_OC9_G-N",1,1,0,2.68840579710145,0,53
"earn_OC1_P-S",1,1,0,1.6231884057971,0,32
"earn_OC2_P-S",1,1,0,1.77536231884058,0,35
"earn_OC3_P-S",1,1,0,2.89130434782609,0,57
"earn_OC4_P-S",1,1,0,2.89130434782609,0,57
"earn_OC5_P-S",1,1,0,1.57246376811594,0,31
"earn_OC6_P-S",1,1,0,1.26811594202899,0,25
"earn_OC7_P-S",1,1,0,1.31884057971015,0,26
"earn_OC8_P-S",1,1,0,1.31884057971015,0,26
"earn_OC9_P-S",1,1,0,1.3695652173913,0,27
"expend_ED5-8",1,1,0,1.72463768115942,0,34
