Sets to variables test for over-representation
76 variables tested, 40 have p < 0.05 
Selected set size: 13 
    Universe size: 276 
                 vars         pval         adjp       odds       exp obs size
1                 GDP 5.760425e-15 6.254175e-14        Inf 1.3188406  13   28
2        earn_OC1_G-N 5.760425e-15 6.254175e-14        Inf 1.3188406  13   28
3        earn_OC1_P-S 5.760425e-15 6.254175e-14        Inf 1.3188406  13   28
4        earn_OC3_P-S 5.760425e-15 6.254175e-14        Inf 1.3188406  13   28
5        earn_OC4_P-S 5.760425e-15 6.254175e-14        Inf 1.3188406  13   28
6        earn_OC5_P-S 5.760425e-15 6.254175e-14        Inf 1.3188406  13   28
7        earn_OC7_P-S 5.760425e-15 6.254175e-14        Inf 1.3188406  13   28
8         disp_income 1.842489e-14 1.555879e-13        Inf 1.4130435  13   30
9        earn_OC8_B-F 1.842489e-14 1.555879e-13        Inf 1.4130435  13   30
10       earn_OC8_G-N 8.818086e-14 6.701746e-13        Inf 1.5543478  13   33
11       earn_OC6_B-F 5.955470e-11 4.114689e-10 116.100000 0.6594203   9   14
12       earn_OC7_B-F 1.160933e-07 6.302206e-07  30.625000 1.2717391   9   27
13       earn_OC9_B-F 1.160933e-07 6.302206e-07  30.625000 1.2717391   9   27
14       earn_OC7_G-N 1.160933e-07 6.302206e-07  30.625000 1.2717391   9   27
15       earn_OC1_B-F 1.686344e-07 6.783864e-07  28.894737 1.3188406   9   28
16       earn_OC4_B-F 1.686344e-07 6.783864e-07  28.894737 1.3188406   9   28
17       earn_OC5_B-F 1.686344e-07 6.783864e-07  28.894737 1.3188406   9   28
18       earn_OC8_P-S 1.686344e-07 6.783864e-07  28.894737 1.3188406   9   28
19       earn_OC6_G-N 1.753279e-07 6.783864e-07  33.466667 0.9420290   8   20
20           training 2.410057e-07 6.783864e-07  27.337500 1.3659420   9   29
21       earn_OC3_B-F 2.410057e-07 6.783864e-07  27.337500 1.3659420   9   29
22       earn_OC3_G-N 2.410057e-07 6.783864e-07  27.337500 1.3659420   9   29
23       earn_OC4_G-N 2.410057e-07 6.783864e-07  27.337500 1.3659420   9   29
24       earn_OC5_G-N 2.410057e-07 6.783864e-07  27.337500 1.3659420   9   29
25       earn_OC9_G-N 2.410057e-07 6.783864e-07  27.337500 1.3659420   9   29
26       earn_OC2_P-S 2.410057e-07 6.783864e-07  27.337500 1.3659420   9   29
27       earn_OC9_P-S 2.410057e-07 6.783864e-07  27.337500 1.3659420   9   29
28       earn_OC6_P-S 2.783416e-07 7.554985e-07  30.769231 0.9891304   8   21
29           rooms_pp 4.199806e-07 1.100639e-06  37.187500 0.7065217   7   15
30       expend_ED5-8 2.044243e-06 5.178749e-06  19.666667 1.6956522   9   36
31       earn_OC2_B-F 2.661394e-06 6.320811e-06  18.883929 1.7427536   9   37
32       earn_OC2_G-N 2.661394e-06 6.320811e-06  18.883929 1.7427536   9   37
33   emp_Y25-64_NaceK 3.426047e-05 7.890289e-05  14.982456 1.2246377   7   26
34             emp_PT 5.914086e-05 1.284201e-04  13.444444 1.3188406   7   28
35 emp_Y25-64_NaceR-U 5.914086e-05 1.284201e-04  13.444444 1.3188406   7   28
36 emp_Y15-24_NaceG-I 5.378048e-04 1.135366e-03   9.877551 1.2717391   6   27
37 emp_Y25-64_NaceM_N 6.683495e-04 1.372826e-03   9.389610 1.3188406   6   28
38   emp_Y25-64_ED5-8 5.455935e-03 1.063208e-02   6.521739 1.3188406   5   28
39 emp_Y25-64_NaceO-Q 5.455935e-03 1.063208e-02   6.521739 1.3188406   5   28
40   emp_Y25-64_NaceJ 2.153424e-02 4.091506e-02   5.121693 1.1775362   4   25
