"","mean","n","stdev"
"pop_Total",868231.769230769,13,451691.063426865
"pop_Y0-14",15.0862422446869,13,3.45390404869235
"pop_Y15-24",10.7696829491082,13,1.85877457724824
"pop_Y25-64",54.6138179386495,13,2.10258454181457
"pop_Y65-74",9.63359450481183,13,1.22086084609528
"pop_YGE75",9.89666236274363,13,2.3235865035623
"ARPR",22.6875,8,5.16455986231437
"low_work",16.9625,8,4.13311971414192
"rooms_pp",1.7125,8,0.318198051533946
"mat_depriv",8.925,8,4.30904364596799
"ARPR_socexcl",31.3875,8,7.24597178733517
"emp_Y15-24_ED0-2",23.4138858088778,11,6.96007786393153
"emp_Y25-64_ED0-2",28.408774525351,13,9.39991091752967
"emp_Y15-24_ED3-4",56.7545065331534,13,12.236793579933
"emp_Y25-64_ED3-4",38.9057492651552,13,8.62249703371443
"emp_Y15-24_ED5-8",29.0404079153918,8,9.37421614392742
"emp_Y25-64_ED5-8",32.3941364890123,13,11.8567341856162
"emp_TF",39.2818060838729,13,3.59866032634212
"emp_TP",9.85790777632563,13,3.08078966977077
"emp_Y15-24",18.8230718726148,13,9.24984655127357
"emp_Y25-64",62.5101970246853,13,5.81814689747443
"emp_YGE65",3.5381255546563,12,3.08019151960807
"emp_Y15-24_NaceA",10.8108108108108,1,NA
"emp_Y25-64_NaceA",4.14614929953608,13,2.59751384704712
"emp_Y15-24_NaceB-E",15.1726724042571,8,5.12913687835982
"emp_Y25-64_NaceB-E",15.6348037955048,13,3.47849748710833
"emp_Y15-24_NaceF",9.93516344767636,5,3.91802672037177
"emp_Y25-64_NaceF",7.23962863820123,13,0.982615010175476
"emp_Y15-24_NaceG-I",40.4477007552765,13,8.52214502678604
"emp_Y25-64_NaceG-I",23.7576664893263,13,3.48030849961296
"emp_Y15-24_NaceJ",5.62248995983936,1,NA
"emp_Y25-64_NaceJ",2.0015350744346,12,0.689714164836084
"emp_Y15-24_NaceK",4.01606425702811,1,NA
"emp_Y25-64_NaceK",2.99547641985001,12,1.18214785419578
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",0.594899791975207,7,0.0839547571362779
"emp_Y15-24_NaceM_N",9.21052140545961,3,2.10802029302214
"emp_Y25-64_NaceM_N",9.26640723049626,13,0.813245021915808
"emp_Y15-24_NaceO-Q",21.7709658170166,7,5.45116488243975
"emp_Y25-64_NaceO-Q",28.8598407507631,13,7.32384810950821
"emp_Y15-24_NaceR-U",10.2830426475905,6,4.21329280623119
"emp_Y25-64_NaceR-U",5.76843859311643,13,1.96315150826956
"unemp_Y15-24",10.2643751742084,13,2.20042410307524
"unemp_YGE25",7.15299624496059,13,2.7644138937888
"GDP",22123.0769230769,13,1702.03498111028
"GVAgr",1.01666666666667,6,0.526940856896357
"disp_income",14350,12,1401.62243651614
"training",7.20769230769231,13,1.92026974600859
