"","mean","n","stdev"
"pop_Total",2486506.125,16,829951.162599172
"pop_Y0-14",17.7878557169148,16,1.25704902296485
"pop_Y15-24",11.407086447105,16,0.755371405093231
"pop_Y25-64",51.3328607446186,16,1.1490286331102
"pop_Y65-74",9.5492836590679,16,0.964178707226615
"pop_YGE75",9.92291343229372,16,1.23497159993463
"ARPR",NA,0,NA
"low_work",NA,0,NA
"rooms_pp",NA,0,NA
"mat_depriv",NA,0,NA
"ARPR_socexcl",NA,0,NA
"emp_Y15-24_ED0-2",15.2678530274736,16,4.92616078357526
"emp_Y25-64_ED0-2",18.394489057404,16,5.91044097530713
"emp_Y15-24_ED3-4",57.5559952241695,16,5.66707773882005
"emp_Y25-64_ED3-4",46.8898441628706,16,6.16287235342881
"emp_Y15-24_ED5-8",26.8310625751873,16,4.59327015417543
"emp_Y25-64_ED5-8",34.4991781034169,16,4.85910988647188
"emp_TF",44.3354702079988,16,2.56119497028542
"emp_TP",10.3262554203252,16,1.38022755745872
"emp_Y15-24",27.9707015213272,16,4.32433138533591
"emp_Y25-64",69.9574958287672,16,3.07926430194082
"emp_YGE65",2.17704083747867,15,1.28978785204399
"emp_Y15-24_NaceA",NA,0,NA
"emp_Y25-64_NaceA",3.70863315880275,16,1.9781192591359
"emp_Y15-24_NaceB-E",14.9544480661806,14,2.79231632853436
"emp_Y25-64_NaceB-E",15.6920923347389,16,3.47199130959775
"emp_Y15-24_NaceF",10.5746925842229,13,2.765402094194
"emp_Y25-64_NaceF",6.71675780869998,16,0.749575605938171
"emp_Y15-24_NaceG-I",33.3326569402024,16,5.0121698513983
"emp_Y25-64_NaceG-I",21.0570450850579,16,2.43359387307961
"emp_Y15-24_NaceJ",NA,0,NA
"emp_Y25-64_NaceJ",1.96168351662233,16,1.04751872373405
"emp_Y15-24_NaceK",NA,0,NA
"emp_Y25-64_NaceK",2.97713870466498,16,0.823049623719231
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",1.35374773104955,16,0.407971473706517
"emp_Y15-24_NaceM_N",8.72514711321445,10,3.24582774551207
"emp_Y25-64_NaceM_N",8.39220709134028,16,1.63092048420177
"emp_Y15-24_NaceO-Q",20.0330012584406,16,3.74285898320336
"emp_Y25-64_NaceO-Q",32.3388908247253,16,2.3996215850028
"emp_Y15-24_NaceR-U",7.34584148438517,7,1.30081677307834
"emp_Y25-64_NaceR-U",5.21016807372903,16,0.817838845038038
"unemp_Y15-24",9.32533676725241,16,1.7686315876145
"unemp_YGE25",5.83068297411317,16,1.40370670192288
"GDP",24525,16,2035.51795210294
"GVAgr",0.61875,16,0.78249068152066
"disp_income",16893.75,16,780.144217436751
"training",17.68125,16,3.12222543495287
