"","mean","n","stdev"
"pop_Total",1834792.13043478,23,657438.44185896
"pop_Y0-14",13.4843648543589,23,1.03210477577407
"pop_Y15-24",11.519558930153,23,0.457973433353904
"pop_Y25-64",54.3521245036131,23,0.90379588228566
"pop_Y65-74",10.3704856834299,23,0.644611605746485
"pop_YGE75",10.2734660284451,23,0.661003769178014
"ARPR",NA,0,NA
"low_work",NA,0,NA
"rooms_pp",NA,0,NA
"mat_depriv",NA,0,NA
"ARPR_socexcl",NA,0,NA
"emp_Y15-24_ED0-2",35.6629856936643,23,7.44242669563387
"emp_Y25-64_ED0-2",11.0026217585401,23,2.39461514461927
"emp_Y15-24_ED3-4",57.4393697230972,23,2.70819800317189
"emp_Y25-64_ED3-4",60.7475610291436,23,6.95351201394045
"emp_Y15-24_ED5-8",12.2773303390088,8,12.8838589457048
"emp_Y25-64_ED5-8",28.1090190943947,23,5.2213516602301
"emp_TF",46.312101902608,23,2.2905514702484
"emp_TP",18.3044440640956,23,1.79639232534454
"emp_Y15-24",45.5962775774015,23,7.67692730030887
"emp_Y25-64",78.8282224594561,23,3.00211427492091
"emp_YGE65",5.6996602827457,23,1.70485988377058
"emp_Y15-24_NaceA",NA,0,NA
"emp_Y25-64_NaceA",1.67430111687745,21,0.879002361207165
"emp_Y15-24_NaceB-E",23.1127224716687,23,5.97993141083228
"emp_Y25-64_NaceB-E",23.9504424415331,23,4.71139066894488
"emp_Y15-24_NaceF",8.73992641815677,21,2.01515954655867
"emp_Y25-64_NaceF",6.66649178387953,23,1.01706585529944
"emp_Y15-24_NaceG-I",27.4168224186365,23,3.17146364364631
"emp_Y25-64_NaceG-I",21.8361452413054,23,1.96839278392556
"emp_Y15-24_NaceJ",3.3126602385304,2,0.0379820805231749
"emp_Y25-64_NaceJ",2.3485435442222,23,0.764816526430421
"emp_Y15-24_NaceK",NA,0,NA
"emp_Y25-64_NaceK",3.01436605937304,23,0.562046082276257
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",0.631136105942812,4,0.15629126842035
"emp_Y15-24_NaceM_N",7.41492443592696,18,1.42487688600062
"emp_Y25-64_NaceM_N",8.60616294660347,23,1.38162073835742
"emp_Y15-24_NaceO-Q",23.0043295133209,23,2.32734969324162
"emp_Y25-64_NaceO-Q",27.296128462394,23,2.09415521740148
"emp_Y15-24_NaceR-U",5.09461739011675,8,1.28489124076478
"emp_Y25-64_NaceR-U",4.28464903433223,23,0.484128329865671
"unemp_Y15-24",3.73362256019954,17,0.775231175027119
"unemp_YGE25",2.62980952126336,23,0.619478166566729
"GDP",33073.9130434783,23,3421.21953154193
"GVAgr",1.25,4,0.613731754650732
"disp_income",20256.5217391304,23,1205.22577551282
"training",7.38695652173913,23,1.0686883837958
