Sets to variables test for over-representation
76 variables tested, 39 have p < 0.05 
Selected set size: 6 
    Universe size: 276 
                 vars         pval        adjp      odds       exp obs size
1        earn_OC2_P-S 4.443407e-05 0.001948716       Inf 1.1739130   6   54
2  emp_Y15-24_NaceR-U 5.128200e-05 0.001948716 51.250000 0.6304348   5   29
3  emp_Y15-24_NaceM_N 1.181647e-04 0.002652112 41.551724 0.7391304   5   34
4                ARPR 1.395848e-04 0.002652112 39.538462 0.3695652   4   17
5        ARPR_socexcl 1.783705e-04 0.002711231 36.571429 0.3913043   4   18
6  emp_Y15-24_NaceO-Q 3.963578e-04 0.005020533 30.526316 0.9347826   5   43
7    emp_Y15-24_NaceJ 8.905888e-04 0.009669249 32.750000 0.2391304   3   11
8    emp_Y25-64_ED0-2 1.501647e-03 0.014265650 21.470588 1.2173913   5   56
9            low_work 4.150021e-03 0.035044621 17.000000 0.3913043   3   18
10   emp_Y15-24_ED5-8 4.633784e-03 0.035216761 13.000000 0.8695652   4   40
11       earn_OC6_P-S 7.309154e-03 0.041691866 11.170732 0.9782609   4   45
12   emp_Y15-24_ED0-2 9.355779e-03 0.041691866 10.272727 1.0434783   4   48
13       unemp_Y15-24 1.266958e-02 0.041691866  9.250000 1.1304348   4   52
14       earn_OC5_B-F 1.266958e-02 0.041691866  9.250000 1.1304348   4   52
15       earn_OC8_P-S 1.266958e-02 0.041691866  9.250000 1.1304348   4   52
16       earn_OC2_B-F 1.361073e-02 0.041691866  9.020408 1.1521739   4   53
17       earn_OC1_G-N 1.361073e-02 0.041691866  9.020408 1.1521739   4   53
18       earn_OC2_G-N 1.361073e-02 0.041691866  9.020408 1.1521739   4   53
19       earn_OC3_G-N 1.361073e-02 0.041691866  9.020408 1.1521739   4   53
20             emp_PT 1.672412e-02 0.041691866  8.384615 1.2173913   4   56
21       expend_ED5-8 1.905324e-02 0.041691866  8.000000 1.2608696   4   58
22       earn_OC1_B-F 2.029736e-02 0.041691866  7.818182 1.2826087   4   59
23       earn_OC3_B-F 2.029736e-02 0.041691866  7.818182 1.2826087   4   59
24       earn_OC4_B-F 2.029736e-02 0.041691866  7.818182 1.2826087   4   59
25       earn_OC7_B-F 2.029736e-02 0.041691866  7.818182 1.2826087   4   59
26       earn_OC8_B-F 2.029736e-02 0.041691866  7.818182 1.2826087   4   59
27       earn_OC9_B-F 2.029736e-02 0.041691866  7.818182 1.2826087   4   59
28       earn_OC4_G-N 2.029736e-02 0.041691866  7.818182 1.2826087   4   59
29       earn_OC5_G-N 2.029736e-02 0.041691866  7.818182 1.2826087   4   59
30       earn_OC7_G-N 2.029736e-02 0.041691866  7.818182 1.2826087   4   59
31       earn_OC9_G-N 2.029736e-02 0.041691866  7.818182 1.2826087   4   59
32       earn_OC1_P-S 2.029736e-02 0.041691866  7.818182 1.2826087   4   59
33       earn_OC3_P-S 2.029736e-02 0.041691866  7.818182 1.2826087   4   59
34       earn_OC4_P-S 2.029736e-02 0.041691866  7.818182 1.2826087   4   59
35       earn_OC5_P-S 2.029736e-02 0.041691866  7.818182 1.2826087   4   59
36       earn_OC7_P-S 2.029736e-02 0.041691866  7.818182 1.2826087   4   59
37       earn_OC9_P-S 2.029736e-02 0.041691866  7.818182 1.2826087   4   59
38       earn_OC8_G-N 2.159604e-02 0.043192090  7.642857 1.3043478   4   60
39   emp_Y15-24_NaceA 3.650522e-02 0.071138374  9.884615 0.3260870   2   15
