"","mean","n","stdev"
"pop_Total",6751679.66666667,3,576989.493649003
"pop_Y0-14",16.9808396218582,3,1.86456058006526
"pop_Y15-24",10.3071517024878,3,1.66074277472356
"pop_Y25-64",55.4227895136149,3,3.66349074039717
"pop_Y65-74",8.6349263738326,3,0.254688601491117
"pop_YGE75",8.65429278820644,3,0.522699200365952
"ARPR",15.25,2,0.777817459305203
"low_work",10.75,2,1.62634559672906
"rooms_pp",1.8,2,0
"mat_depriv",5.55,2,1.06066017177982
"ARPR_socexcl",20.5,2,1.83847763108502
"emp_Y15-24_ED0-2",28.5330282028448,3,11.7957008713402
"emp_Y25-64_ED0-2",23.4463437703145,3,9.84497023648331
"emp_Y15-24_ED3-4",42.2314610722939,3,12.7332617492731
"emp_Y25-64_ED3-4",29.5108160556263,3,11.7842255624712
"emp_Y15-24_ED5-8",28.9967131409309,3,1.35489229154965
"emp_Y25-64_ED5-8",46.984031929964,3,6.41667621755657
"emp_TF",46.824176235989,3,1.31180202325155
"emp_TP",9.3282953948728,3,2.29036883021385
"emp_Y15-24",23.3742346519229,3,6.01384649099279
"emp_Y25-64",70.3116165758555,3,2.90352740969259
"emp_YGE65",2.10244829916295,3,0.217062617221119
"emp_Y15-24_NaceA",1.46276595744681,1,NA
"emp_Y25-64_NaceA",1.46626595780874,3,1.0264405035514
"emp_Y15-24_NaceB-E",11.1769452618118,3,4.6969159698622
"emp_Y25-64_NaceB-E",15.2573186078498,3,5.40131781722272
"emp_Y15-24_NaceF",4.97411063699768,3,3.6600132010107
"emp_Y25-64_NaceF",5.92359286871297,3,0.69630427020991
"emp_Y15-24_NaceG-I",42.6125485885554,3,9.89713456424295
"emp_Y25-64_NaceG-I",24.1749218287054,3,3.76038519453778
"emp_Y15-24_NaceJ",3.96584930092974,3,1.67001132389473
"emp_Y25-64_NaceJ",4.4840165684977,3,2.67455791221982
"emp_Y15-24_NaceK",1.32444867215406,2,0.195610180771632
"emp_Y25-64_NaceK",3.58695778381799,3,1.50831417796074
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",0.912395497000255,3,0.359750893614009
"emp_Y15-24_NaceM_N",8.69643141833435,3,2.4344759320084
"emp_Y25-64_NaceM_N",11.8383392505456,3,2.40578993386744
"emp_Y15-24_NaceO-Q",15.6896780724402,3,4.55014574529328
"emp_Y25-64_NaceO-Q",24.4891095339426,3,5.38254707160927
"emp_Y15-24_NaceR-U",8.79278199927001,3,2.9153928721568
"emp_Y25-64_NaceR-U",7.58144706159687,3,2.14866923383884
"unemp_Y15-24",14.798670099652,3,6.45674025501766
"unemp_YGE25",10.1999091153732,3,4.36978051354055
"GDP",31033.3333333333,3,2844.87843911358
"GVAgr",1.46666666666667,3,0.404145188432738
"disp_income",17200,3,964.365076099295
"training",14.7,3,8.24196578493262
