"","mean","n","stdev"
"pop_Total",583942,1,NA
"pop_Y0-14",14.9194611793637,1,NA
"pop_Y15-24",15.3833771162204,1,NA
"pop_Y25-64",51.6816738648701,1,NA
"pop_Y65-74",10.385962989475,1,NA
"pop_YGE75",7.62952485007073,1,NA
"ARPR",NA,0,NA
"low_work",NA,0,NA
"rooms_pp",NA,0,NA
"mat_depriv",NA,0,NA
"ARPR_socexcl",NA,0,NA
"emp_Y15-24_ED0-2",14.5831014137816,1,NA
"emp_Y25-64_ED0-2",13.6518318969088,1,NA
"emp_Y15-24_ED3-4",25.0473115885562,1,NA
"emp_Y25-64_ED3-4",31.9426357976215,1,NA
"emp_Y15-24_ED5-8",6.01135478125348,1,NA
"emp_Y25-64_ED5-8",27.7344254798851,1,NA
"emp_FT",26.6434356544446,1,NA
"emp_PT",32.7681092447194,1,NA
"emp_Y15-24",46.0870533229433,1,NA
"emp_Y25-64",73.9916034606731,1,NA
"emp_YGE65",3.70722433460076,1,NA
"emp_Y15-24_NaceA",NA,0,NA
"emp_Y25-64_NaceA",1.55736917270561,1,NA
"emp_Y15-24_NaceB-E",1.78114215740844,1,NA
"emp_Y25-64_NaceB-E",9.7749767223012,1,NA
"emp_Y15-24_NaceF",NA,0,NA
"emp_Y25-64_NaceF",3.37982245991431,1,NA
"emp_Y15-24_NaceG-I",19.7038851163308,1,NA
"emp_Y25-64_NaceG-I",11.7962430953872,1,NA
"emp_Y15-24_NaceJ",NA,0,NA
"emp_Y25-64_NaceJ",1.95499534446024,1,NA
"emp_Y15-24_NaceK",NA,0,NA
"emp_Y25-64_NaceK",1.72304674427004,1,NA
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",NA,0,NA
"emp_Y15-24_NaceM_N",5.45474785706334,1,NA
"emp_Y25-64_NaceM_N",7.91938792077961,1,NA
"emp_Y15-24_NaceO-Q",9.46231771123233,1,NA
"emp_Y25-64_NaceO-Q",27.7012899655722,1,NA
"emp_Y15-24_NaceR-U",2.11510631192252,1,NA
"emp_Y25-64_NaceR-U",2.81651871659526,1,NA
"unemp_Y15-24",8.57174663252811,1,NA
"unemp_YGE25",4.85598955962245,1,NA
"GDP",44800,1,NA
"GVAgr",-8.9,1,NA
"disp_income",14100,1,NA
"training",19.6,1,NA
"earn_OC1_B-F",26.39,1,NA
"earn_OC2_B-F",20.45,1,NA
"earn_OC3_B-F",17.31,1,NA
"earn_OC4_B-F",14.48,1,NA
"earn_OC5_B-F",11.3,1,NA
"earn_OC6_B-F",9.92,1,NA
"earn_OC7_B-F",11.11,1,NA
"earn_OC8_B-F",11.91,1,NA
"earn_OC9_B-F",10.14,1,NA
"earn_OC1_G-N",23.47,1,NA
"earn_OC2_G-N",19.12,1,NA
"earn_OC3_G-N",15.56,1,NA
"earn_OC4_G-N",12.92,1,NA
"earn_OC5_G-N",9.76,1,NA
"earn_OC6_G-N",9.11,1,NA
"earn_OC7_G-N",10.4,1,NA
"earn_OC8_G-N",11.64,1,NA
"earn_OC9_G-N",8.94,1,NA
"earn_OC1_P-S",24.16,1,NA
"earn_OC2_P-S",20.01,1,NA
"earn_OC3_P-S",15.86,1,NA
"earn_OC4_P-S",14.34,1,NA
"earn_OC5_P-S",13.89,1,NA
"earn_OC6_P-S",14.96,1,NA
"earn_OC7_P-S",12.15,1,NA
"earn_OC8_P-S",10.64,1,NA
"earn_OC9_P-S",10.82,1,NA
"expend_ED5-8",1.75,1,NA
