"","mean","n","stdev"
"pop_Total",1287357.625,8,224797.915574943
"pop_Y0-14",15.1235601512849,8,0.725968408314073
"pop_Y15-24",10.6755492420063,8,0.502860933022547
"pop_Y25-64",56.6495846650711,8,1.0772935293186
"pop_Y65-74",10.0571034022207,8,0.670956504211051
"pop_YGE75",7.4942025394171,8,0.872046774829462
"ARPR",8.72,5,2.44785620492708
"low_work",5.28,5,1.09863551735778
"rooms_pp",1.46,5,0.0547722557505167
"mat_depriv",4.92,5,1.72104619345327
"ARPR_socexcl",13.22,5,2.61189586316147
"emp_Y15-24_ED0-2",11.8291299632989,8,6.29310644034655
"emp_Y25-64_ED0-2",5.57504987052935,8,2.9357660014954
"emp_Y15-24_ED3-4",79.0815808407382,8,8.23486143697798
"emp_Y25-64_ED3-4",67.26767949119,8,10.6969540985612
"emp_Y15-24_ED5-8",9.07736604916059,8,2.90367777506384
"emp_Y25-64_ED5-8",27.1459804058199,8,8.54128602001383
"emp_TF",55.6071829238935,8,3.04999363343434
"emp_TP",4.60262995833569,8,1.50876070005721
"emp_Y15-24",27.8671176557587,8,2.24361295364943
"emp_Y25-64",75.1886863113626,8,3.41154852347253
"emp_YGE65",5.86058253165648,8,2.28250604401258
"emp_Y15-24_NaceA",7.13858228012668,7,7.28865187444704
"emp_Y25-64_NaceA",4.40346304277057,8,2.29667847422971
"emp_Y15-24_NaceB-E",34.7021145862741,8,12.9655897800313
"emp_Y25-64_NaceB-E",29.2423742830072,8,6.07043141669246
"emp_Y15-24_NaceF",6.33716894592308,8,1.00389074975293
"emp_Y25-64_NaceF",8.11751409448363,8,1.49828751233187
"emp_Y15-24_NaceG-I",29.5266775137467,8,6.40273030985497
"emp_Y25-64_NaceG-I",21.2336000286794,8,2.39523654068335
"emp_Y15-24_NaceJ",2.52278023840227,5,0.562782427129199
"emp_Y25-64_NaceJ",2.68733647416388,8,1.37188472646042
"emp_Y15-24_NaceK",2.49961968982141,3,0.171201840593016
"emp_Y25-64_NaceK",2.15291493971698,8,0.727567437096036
"emp_Y15-24_NaceL",NA,0,NA
"emp_Y25-64_NaceL",0.682423006376884,8,0.444580643722284
"emp_Y15-24_NaceM_N",4.75118621175904,8,2.07857461332246
"emp_Y25-64_NaceM_N",6.59327714598209,8,1.51037883441092
"emp_Y15-24_NaceO-Q",9.66879241324911,8,2.61619058242962
"emp_Y25-64_NaceO-Q",21.168596974925,8,1.09691953848094
"emp_Y15-24_NaceR-U",4.3699509753505,8,1.2544588489647
"emp_Y25-64_NaceR-U",3.56732708171658,8,0.568082145607974
"unemp_Y15-24",5.37538176235599,8,1.36808733093346
"unemp_YGE25",4.4184077769601,8,1.18986332577802
"GDP",21112.5,8,2603.53468521986
"GVAgr",3.2625,8,1.0541584321154
"disp_income",11228.5714285714,7,780.415029998538
"training",10.6875,8,1.9917239481701
