Sets to variables test for under-representation
76 variables tested, 50 have p < 0.05 
Selected set size: 12 
    Universe size: 276 
                 vars        pval       adjp odds      exp obs size
1        earn_OC9_G-N 0.004841490 0.05228308    0 4.217391   0   97
2        earn_OC9_B-F 0.005187311 0.05228308    0 4.173913   0   96
3        earn_OC5_G-N 0.005187311 0.05228308    0 4.173913   0   96
4        earn_OC5_B-F 0.007281596 0.05228308    0 3.956522   0   91
5        earn_OC6_G-N 0.011525777 0.05228308    0 3.652174   0   84
6        earn_OC2_G-N 0.012289917 0.05228308    0 3.608696   0   83
7        earn_OC9_P-S 0.013100241 0.05228308    0 3.565217   0   82
8        earn_OC2_B-F 0.013959273 0.05228308    0 3.521739   0   81
9        earn_OC8_P-S 0.016855739 0.05228308    0 3.391304   0   78
10       earn_OC3_B-F 0.017937391 0.05228308    0 3.347826   0   77
11       expend_ED5-8 0.019082331 0.05228308    0 3.304348   0   76
12       earn_OC1_B-F 0.020293907 0.05228308    0 3.260870   0   75
13       earn_OC4_B-F 0.020293907 0.05228308    0 3.260870   0   75
14       earn_OC4_G-N 0.021575628 0.05228308    0 3.217391   0   74
15       earn_OC2_P-S 0.022931165 0.05228308    0 3.173913   0   73
16        disp_income 0.025879245 0.05228308    0 3.086957   0   71
17       earn_OC8_G-N 0.025879245 0.05228308    0 3.086957   0   71
18       earn_OC5_P-S 0.025879245 0.05228308    0 3.086957   0   71
19       earn_OC3_G-N 0.027480023 0.05228308    0 3.043478   0   70
20       earn_OC1_P-S 0.027480023 0.05228308    0 3.043478   0   70
21       earn_OC7_P-S 0.027480023 0.05228308    0 3.043478   0   70
22          pop_Total 0.029171101 0.05228308    0 3.000000   0   69
23          pop_Y0-14 0.029171101 0.05228308    0 3.000000   0   69
24         pop_Y15-24 0.029171101 0.05228308    0 3.000000   0   69
25         pop_Y25-64 0.029171101 0.05228308    0 3.000000   0   69
26   emp_Y25-64_ED3-4 0.029171101 0.05228308    0 3.000000   0   69
27   emp_Y25-64_ED5-8 0.029171101 0.05228308    0 3.000000   0   69
28             emp_FT 0.029171101 0.05228308    0 3.000000   0   69
29             emp_PT 0.029171101 0.05228308    0 3.000000   0   69
30         emp_Y15-24 0.029171101 0.05228308    0 3.000000   0   69
31         emp_Y25-64 0.029171101 0.05228308    0 3.000000   0   69
32 emp_Y25-64_NaceM_N 0.029171101 0.05228308    0 3.000000   0   69
33 emp_Y25-64_NaceO-Q 0.029171101 0.05228308    0 3.000000   0   69
34 emp_Y25-64_NaceR-U 0.029171101 0.05228308    0 3.000000   0   69
35                GDP 0.029171101 0.05228308    0 3.000000   0   69
36           training 0.029171101 0.05228308    0 3.000000   0   69
37       earn_OC7_B-F 0.029171101 0.05228308    0 3.000000   0   69
38       earn_OC8_B-F 0.029171101 0.05228308    0 3.000000   0   69
39       earn_OC7_G-N 0.029171101 0.05228308    0 3.000000   0   69
40       earn_OC3_P-S 0.029171101 0.05228308    0 3.000000   0   69
41       earn_OC4_P-S 0.029171101 0.05228308    0 3.000000   0   69
42   emp_Y15-24_ED3-4 0.030957087 0.05228308    0 2.956522   0   68
43 emp_Y25-64_NaceB-E 0.030957087 0.05228308    0 2.956522   0   68
44   emp_Y25-64_NaceF 0.030957087 0.05228308    0 2.956522   0   68
45       earn_OC1_G-N 0.030957087 0.05228308    0 2.956522   0   68
46          emp_YGE65 0.039149796 0.06330605    0 2.782609   0   64
47   emp_Y25-64_NaceK 0.039149796 0.06330605    0 2.782609   0   64
48       earn_OC6_P-S 0.041487097 0.06568790    0 2.739130   0   63
49   emp_Y25-64_NaceJ 0.046549806 0.07219970    0 2.652174   0   61
50   emp_Y15-24_ED0-2 0.049288030 0.07491780    0 2.608696   0   60
