"","Estimate","Uncond. variance","Nb models","Importance","+/- (alpha=0.05)"
"pop_YGE75",0.000293970307665801,7.69254096074955e-06,12,0.103824069123094,0.00546096963924869
"pop_Y0_14",-0.00409294737141101,6.47180413713189e-05,29,0.294488921689588,0.0158397213026705
"pop_Y25_64",0.0043699189727598,6.98722171316517e-05,37,0.361695817138532,0.0164583811401065
"emp_Y25_64_NaceG_I",0.00316284860888909,2.59899127059619e-05,39,0.372326452009901,0.0100377705422466
"pop_Y65_74",-0.0154484458996249,0.000444633651385659,44,0.430509755389914,0.0415179610922178
"emp_PT",-0.00908277683754451,0.000170122913172706,52,0.524581236559573,0.0256812559245245
"emp_Y25_64",0.0504492944376171,0.0037020137326896,63,0.615342429002192,0.119799185693625
"emp_Y25_64_ED0_2",-0.0376137258352836,0.00254674705457988,75,0.738265610862335,0.0993637010692323
"emp_Y25_64_ED5_8",-0.0233623463301587,0.00261583249964304,79,0.806202154928919,0.100702399514065
"emp_Y25_64_ED3_4",-0.0449062912183732,0.00253785165792552,84,0.842330544279974,0.0991900181945976
"pop_Y15_24",0.0306869670329828,0.000324258377954213,87,0.868637148152255,0.0354552421855043
"emp_FT",-0.0169303760834766,0.000228692037175388,87,0.879446788336751,0.0297755899437885
"(Intercept)",0.712636240089415,0.568694547884203,100,1,1.48482197255343
"pop_Total",-3.89794834133167e-08,1.14425719901526e-16,100,1,2.10618579825804e-08
"emp_Y25_64_NaceO_Q",-0.0261826701417135,3.16710020881373e-05,100,1,0.0110806632309584
"GDP",-4.33593551292379e-06,3.20552327735742e-12,100,1,3.52520454020017e-06
