"","importance"
"pop_Total",-0.18303683867991
"pop_Y0_14",10.4864478224668
"pop_Y25_64",0.89652741636405
"pop_Y65_74",-0.460873306077998
"pop_YGE75",10.0085321375219
"emp_Y25_64_ED0_2",-56.8579047698297
"emp_Y25_64_ED3_4",-56.8647754290788
"emp_Y25_64_ED5_8",-56.0401137146321
"emp_PT",-2.25763883648167
"emp_Y25_64",55.9914665844383
"emp_Y25_64_NaceG_I",1.23065034870115
"emp_Y25_64_NaceO_Q",-0.713408769642926
"GDP",0.152948061285939
