"","importance"
"pop_Total",-82.8840623846671
"pop_Y0_14",-39.4229481473387
"pop_Y15_24",228.861519475213
"emp_Y25_64_ED0_2",24.7104680845678
"emp_Y25_64_ED5_8",65.6177388886237
"emp_FT",-59.6208958732189
"emp_PT",-31.8437683780554
"emp_Y25_64",32.3472903173396
"emp_Y25_64_NaceG_I",31.9708989180773
"emp_Y25_64_NaceO_Q",-122.949085684856
"GDP",-19.4680920453083
