"","Sum Sq","Df","F value","Pr(>F)"
"pop_Y15_24",682.338727601634,1,24.1950728952509,1.63662935268128e-06
"pop_Y25_64",613.628375179522,1,21.7586700966661,5.19068093381177e-06
"pop_Y65_74",447.90262657547,1,15.8821949591798,8.99834874458257e-05
"emp_FT",2856.85183686314,1,101.301209571956,4.81096068603177e-20
"emp_Y25_64",1288.63433238705,1,45.6937300290984,1.08217578809689e-10
"emp_Y25_64_NaceO_Q",95.0508836100671,1,3.37041261865212,0.0676406010388668
"GDP",1021.77268567311,1,36.2310735301988,6.68331125322178e-09
"Residuals",6627.36589720539,235,NA,NA
