"","model","aicc","weights"
"1","lmktm_OC1 ~ 1 + pop_Total + pop_Y0_14 + pop_Y25_64 + emp_Y25_64_ED5_8 + emp_FT + GDP",1489.59856029918,0.0457715942011768
"2","lmktm_OC1 ~ 1 + pop_Total + pop_Y0_14 + pop_Y25_64 + emp_Y25_64_ED5_8 + emp_PT + emp_Y25_64 + GDP",1490.58325243303,0.027975178023343
"3","lmktm_OC1 ~ 1 + pop_Total + pop_Y0_14 + pop_Y25_64 + emp_Y25_64_ED0_2 + emp_Y25_64_ED3_4 + emp_PT + GDP",1490.68197846283,0.0266277685823694
"4","lmktm_OC1 ~ 1 + pop_Total + pop_Y0_14 + pop_Y25_64 + emp_FT + GDP",1491.02757473196,0.0224021395152348
"5","lmktm_OC1 ~ 1 + pop_Total + pop_Y0_14 + pop_Y25_64 + emp_Y25_64_ED5_8 + emp_FT + emp_PT + GDP",1491.18728683505,0.0206827582173064
"6","lmktm_OC1 ~ 1 + pop_Total + pop_Y0_14 + pop_Y25_64 + emp_PT + emp_Y25_64 + GDP",1491.24495807758,0.0200948747615717
"7","lmktm_OC1 ~ 1 + pop_Total + pop_Y0_14 + pop_Y25_64 + emp_Y25_64_ED0_2 + emp_Y25_64_ED5_8 + emp_FT + GDP",1491.42967574216,0.0183220630219182
"8","lmktm_OC1 ~ 1 + pop_Total + pop_Y0_14 + pop_Y25_64 + emp_Y25_64_ED0_2 + emp_Y25_64_ED3_4 + GDP",1491.51340478069,0.0175708529002579
"9","lmktm_OC1 ~ 1 + pop_Total + pop_Y0_14 + pop_Y25_64 + emp_Y25_64_ED3_4 + emp_Y25_64_ED5_8 + emp_FT + GDP",1491.53771579889,0.0173585630972248
"10","lmktm_OC1 ~ 1 + pop_Y0_14 + pop_Y25_64 + emp_Y25_64_ED5_8 + emp_FT + GDP",1491.57163173293,0.017066679031618
"11","lmktm_OC1 ~ 1 + pop_Total + pop_Y0_14 + pop_Y25_64 + emp_Y25_64_ED5_8 + emp_FT + emp_Y25_64_NaceO_Q + GDP",1491.58701447892,0.0169359163543021
"12","lmktm_OC1 ~ 1 + pop_Total + pop_Y0_14 + pop_Y25_64 + emp_FT + emp_PT + GDP",1491.5884068295,0.0169241300909237
