"","Sum Sq","Df","F value","Pr(>F)"
"pop_Y0_14",143.128216821895,1,3.11107152513551,0.0791820428118672
"pop_Y25_64",624.606551863206,1,13.5766077511659,0.00028986833245231
"emp_Y25_64_ED0_2",719.387985090618,1,15.6368012236541,0.000104176439173149
"emp_Y25_64_ED3_4",719.01231413222,1,15.6286355436265,0.000104596464060977
"emp_Y25_64_ED5_8",654.499763269092,1,14.2263742393172,0.000209527180710771
"emp_Y25_64",657.784264629901,1,14.2977670008898,0.000202207924586086
"emp_Y25_64_NaceO_Q",298.418888605269,1,6.48650928179814,0.0115688330173431
"GDP",1002.24668846565,1,21.7850903398516,5.36349208581684e-06
"Residuals",9891.30798443054,215,NA,NA
